hq_iso3,market_iso3,n_groups,n_entities
QAT,NLD,2,2
QAT,NZL,1,2
QAT,OMN,7,15
QAT,QAT,23,240
QAT,SAU,4,4
QAT,SDN,1,1
QAT,SGP,2,4
QAT,SYR,1,1
QAT,TUN,1,1
QAT,TUR,4,28
QAT,USA,2,5
QAT,VGB,1,1
QAT,YY,6,141
ROU,ITA,1,2
ROU,MDA,1,1
ROU,ROU,7,199
RUS,ARE,2,8
RUS,ARM,4,5
RUS,AUS,3,13
RUS,AUT,3,25
RUS,AZE,2,3
RUS,BEL,7,19
RUS,BGR,1,8
RUS,BLR,5,7
RUS,BRA,3,13
RUS,BRB,1,2
RUS,CAN,2,19
RUS,CHE,13,29
RUS,CHN,8,24
RUS,CIV,1,3
RUS,CMR,1,1
RUS,CUB,1,1
RUS,CYM,2,3
RUS,CYP,21,137
RUS,CZE,4,19
RUS,DEU,9,38
RUS,DNK,1,1
RUS,DZA,1,1
RUS,ECU,1,2
RUS,EGY,1,1
RUS,ESP,1,1
RUS,EST,2,2
RUS,FIN,5,25
RUS,FRA,5,7
RUS,GBR,9,22
RUS,GEO,3,5
RUS,GHA,1,1
RUS,GIB,1,1
RUS,GIN,1,4
RUS,GRC,1,1
RUS,HKG,6,9
RUS,HRV,1,1
RUS,HUN,1,1
RUS,IND,4,7
RUS,IRL,4,6
RUS,IRN,1,1
RUS,IRQ,3,5
RUS,ITA,3,9
RUS,JAM,1,1
RUS,JPN,3,3
RUS,KAZ,6,18
RUS,KGZ,2,4
RUS,KOR,2,2
RUS,LBN,1,1
RUS,LBY,2,2
RUS,LIE,2,2
RUS,LTU,2,3
RUS,LUX,5,42
RUS,LVA,2,2
RUS,MAR,1,1
RUS,MDA,1,1
RUS,MEX,1,5
RUS,MHL,1,4
RUS,MKD,1,1
RUS,MLT,3,3
RUS,MMR,1,1
RUS,MNE,2,2
RUS,MNG,1,1
RUS,NAM,1,1
RUS,NGA,1,1
RUS,NLD,14,46
RUS,NOR,3,4
RUS,POL,3,3
RUS,PRT,1,1
RUS,ROU,3,9
RUS,RUS,140,4845
RUS,SAU,1,1
RUS,SGP,7,30
RUS,SRB,3,31
RUS,SVK,2,2
RUS,SWE,4,7
RUS,TJK,1,1
RUS,TKM,3,3
RUS,TUR,5,29
RUS,UKR,10,76
RUS,USA,8,208
RUS,UZB,5,10
RUS,VEN,1,2
RUS,VGB,8,39
RUS,VNM,1,1
RUS,YY,6,300
RUS,ZAF,2,2
SAU,ARE,15,48
SAU,ARG,1,4
SAU,ARM,1,10
SAU,ATG,1,1
SAU,AZE,1,9
SAU,BEL,2,3
SAU,BGD,1,1
SAU,BGR,1,1
SAU,BHR,7,15
SAU,BIH,1,1
SAU,BMU,2,3
SAU,CHE,1,1
SAU,CHN,1,1
SAU,CYM,7,13
SAU,DEU,1,1
SAU,DZA,2,5
SAU,EGY,8,26
SAU,ESP,1,1
SAU,FRA,1,1
SAU,GAB,1,1
SAU,GBR,5,7
SAU,GEO,1,11
SAU,IND,3,9
SAU,IRN,1,10
SAU,IRQ,1,2
SAU,JOR,4,11
SAU,KAZ,2,3
SAU,KWT,3,3
SAU,LBR,1,5
SAU,LUX,2,2
SAU,MAR,2,35
SAU,MKD,1,1
SAU,MNE,1,1
SAU,MYS,1,1
SAU,NLD,2,3
SAU,NPL,1,1
SAU,OMN,2,4
SAU,QAT,1,1
SAU,SAU,53,614
SAU,SDN,2,2
SAU,SGP,2,2
SAU,SRB,1,3
SAU,TUN,1,1
SAU,TUR,1,5
SAU,USA,3,19
SAU,VGB,1,5
SAU,VNM,1,1
SAU,YY,2,117
SEN,GIN,1,3
SEN,GNB,1,1
SEN,MLI,1,2
SEN,SEN,1,6
SGP,ARE,9,19
SGP,ARG,2,3
SGP,ATG,1,5
SGP,AUS,19,604
SGP,AUT,2,7
SGP,BEL,5,13
SGP,BGD,2,2
SGP,BGR,1,1
SGP,BMU,7,14
SGP,BRA,9,149
SGP,BRB,1,1
SGP,BRN,1,1
SGP,CAN,3,68
SGP,CHE,5,10
SGP,CHL,3,9
SGP,CHN,30,761
SGP,CIV,1,1
SGP,COD,1,1
SGP,COG,1,1
SGP,COL,2,2
SGP,CRI,1,1
SGP,CUW,1,1
SGP,CYM,8,24
SGP,CYP,1,2
SGP,CZE,3,7
SGP,DEU,8,24
SGP,DNK,5,91
SGP,EGY,1,1
SGP,ESP,7,24
SGP,ETH,1,1
SGP,FIN,2,23
SGP,FJI,1,1
SGP,FRA,8,169
SGP,GAB,1,1
SGP,GBR,18,251
SGP,GHA,2,4
SGP,GNQ,1,1
SGP,HKG,21,123
SGP,HUN,1,25
SGP,IDN,13,87
SGP,IND,18,72
SGP,IRL,4,13
SGP,ISR,1,2
SGP,ITA,6,19
SGP,JPN,12,29
SGP,KHM,1,2
SGP,KOR,5,9
SGP,LBR,1,1
SGP,LKA,3,5
SGP,LUX,7,39
SGP,MAC,1,1
SGP,MDG,1,1
SGP,MEX,2,32
SGP,MLI,1,1
SGP,MMR,5,7
SGP,MRT,1,1
SGP,MUS,5,48
SGP,MYS,17,185
SGP,NAM,1,1
SGP,NLD,12,63
SGP,NOR,1,1
SGP,NZL,7,33
SGP,OMN,1,1
SGP,PAN,3,5
SGP,PER,1,1
SGP,PHL,5,12
SGP,PNG,1,1
SGP,POL,2,9
SGP,QAT,1,1
SGP,ROU,1,1
SGP,RUS,3,53
SGP,SAU,2,3
SGP,SEN,2,2
SGP,SGP,263,1958
SGP,SLE,1,1
SGP,SVK,2,6
SGP,SVN,1,1
SGP,SWE,2,28
SGP,TCD,1,5
SGP,THA,7,14
SGP,TUR,3,6
SGP,TWN,7,12
SGP,TZA,1,1
SGP,UGA,1,1
SGP,UKR,2,9
SGP,USA,17,782
SGP,VCT,1,2
SGP,VEN,1,1
SGP,VGB,14,81
SGP,VNM,9,37
SGP,WSM,1,1
SGP,YY,9,578
SGP,ZAF,3,9
SGP,ZMB,1,1
SLV,SLV,1,1
SRB,SRB,1,1
SVK,SVK,7,7
SVN,ALB,1,1
SVN,AUT,2,2
SVN,BEL,1,2
SVN,BGR,1,2
SVN,BIH,4,30
SVN,CHN,1,1
SVN,CZE,1,1
SVN,DEU,1,1
SVN,ESP,1,1
SVN,FIN,1,2
SVN,FRA,2,2
SVN,GBR,1,1
SVN,HRV,5,17
SVN,HUN,1,1
SVN,IRL,1,1
SVN,ITA,1,1
SVN,KAZ,1,1
SVN,KV,4,50
SVN,LTU,1,1
SVN,LVA,1,1
SVN,MDA,1,1
SVN,MKD,5,10
SVN,MNE,4,15
SVN,NOR,1,1
SVN,POL,1,1
SVN,PRT,1,1
SVN,ROU,2,2
SVN,RUS,1,3
SVN,SRB,5,33
SVN,SVK,1,2
SVN,SVN,7,49
SVN,SWE,1,1
SVN,UKR,1,2
SVN,USA,1,1
SWE,AGO,2,2
SWE,ALB,3,3
SWE,ARE,29,45
SWE,ARG,16,34
SWE,ARM,2,2
SWE,AUS,43,729
SWE,AUT,41,215
SWE,AZE,1,1
SWE,BEL,66,536
SWE,BEN,1,1
SWE,BFA,4,6
SWE,BGD,5,6
SWE,BGR,19,29
SWE,BHR,2,2
SWE,BIH,7,7
SWE,BLR,4,4
SWE,BMU,3,3
SWE,BOL,5,7
SWE,BRA,54,599
SWE,BRB,1,1
SWE,BRN,1,1
SWE,BWA,7,11
SWE,CAN,51,527
SWE,CHE,48,253
SWE,CHL,18,52
SWE,CHN,59,854
SWE,CIV,2,4
SWE,CMR,3,3
SWE,COD,2,5
SWE,COL,18,32
SWE,CRI,5,8
SWE,CUB,2,2
SWE,CUW,1,2
SWE,CYM,5,5
SWE,CYP,12,14
SWE,CZE,45,319
SWE,DEU,89,1312
SWE,DNK,85,1565
SWE,DOM,1,2
SWE,DZA,4,5
SWE,ECU,8,11
SWE,EGY,7,37
SWE,ESP,54,977
SWE,EST,43,88
SWE,ETH,2,2
SWE,FIN,86,2670
SWE,FJI,1,1
SWE,FRA,63,1194
SWE,GAB,1,1
SWE,GBR,77,1680
SWE,GEO,4,5
SWE,GHA,7,11
SWE,GIB,2,2
SWE,GRC,17,54
SWE,GTM,1,1
SWE,HKG,43,101
SWE,HND,1,1
SWE,HRV,22,31
SWE,HUN,41,132
SWE,IDN,15,25
SWE,IND,41,92
SWE,IRL,37,116
SWE,IRN,3,3
SWE,IRQ,1,1
SWE,ISL,2,2
SWE,ISR,10,14
SWE,ITA,54,667
SWE,JAM,2,2
SWE,JOR,3,3
SWE,JPN,32,51
SWE,KAZ,12,14
SWE,KEN,11,13
SWE,KOR,28,90
SWE,KV,5,5
SWE,LAO,1,1
SWE,LBN,2,2
SWE,LIE,1,1
SWE,LKA,7,13
SWE,LTU,34,56
SWE,LUX,22,278
SWE,LVA,33,69
SWE,MAC,2,2
SWE,MAR,11,12
SWE,MDA,1,1
SWE,MEX,31,79
SWE,MKD,4,4
SWE,MLI,4,5
SWE,MLT,7,25
SWE,MMR,2,3
SWE,MNE,3,4
SWE,MNG,2,2
SWE,MOZ,3,4
SWE,MUS,4,5
SWE,MYS,31,65
SWE,NAM,3,5
SWE,NGA,6,8
SWE,NLD,64,749
SWE,NOR,90,700
SWE,NPL,1,1
SWE,NZL,27,42
SWE,OMN,1,1
SWE,PAK,7,9
SWE,PAN,4,4
SWE,PER,20,27
SWE,PHL,14,24
SWE,PNG,2,2
SWE,POL,74,281
SWE,PRT,32,99
SWE,PRY,2,2
SWE,QAT,3,4
SWE,ROU,36,76
SWE,RUS,43,150
SWE,RWA,1,1
SWE,SAU,5,7
SWE,SEN,3,3
SWE,SGP,45,92
SWE,SLV,1,1
SWE,SRB,23,58
SWE,SVK,39,124
SWE,SVN,16,21
SWE,SWE,204,13151
SWE,SWZ,2,2
SWE,TGO,1,1
SWE,THA,21,36
SWE,TJK,1,1
SWE,TKM,1,1
SWE,TUN,1,1
SWE,TUR,39,175
SWE,TWN,17,21
SWE,TZA,9,12
SWE,UGA,4,4
SWE,UKR,24,68
SWE,URY,10,22
SWE,USA,77,8283
SWE,UZB,4,6
SWE,VEN,9,12
SWE,VGB,4,8
SWE,VNM,14,22
SWE,YY,34,74
SWE,ZAF,34,159
SWE,ZMB,8,8
SWE,ZWE,5,5
TGO,BDI,1,1
TGO,BEN,1,1
TGO,BFA,1,3
TGO,CAF,1,1
TGO,CIV,1,3
TGO,CMR,1,2
TGO,COD,1,3
TGO,COG,1,1
TGO,CPV,1,2
TGO,FRA,1,3
TGO,GAB,1,1
TGO,GBR,1,2
TGO,GHA,1,9
TGO,GIN,1,1
TGO,GMB,1,1
TGO,GNB,1,1
TGO,GNQ,1,1
TGO,KEN,1,2
TGO,LBR,1,1
TGO,MLI,1,1
TGO,MOZ,1,1
TGO,MUS,1,3
TGO,MWI,1,1
TGO,NER,1,1
TGO,NGA,1,3
TGO,RWA,1,1
TGO,SEN,1,1
TGO,SLE,1,2
TGO,SSD,1,1
TGO,STP,1,1
TGO,TCD,1,1
TGO,TGO,1,5
TGO,TZA,1,1
TGO,UGA,1,1
TGO,USA,1,1
TGO,ZMB,1,1
TGO,ZWE,1,1
THA,AFG,1,1
THA,ARE,5,10
THA,ARG,1,9
THA,AUS,7,449
THA,AUT,1,7
THA,BEL,6,40
THA,BGD,4,8
THA,BMU,3,4
THA,BRA,6,17
THA,BTN,1,1
THA,BWA,1,1
THA,CAN,3,34
THA,CHE,3,5
THA,CHL,1,9
THA,CHN,17,240
THA,COL,1,20
THA,CUB,1,1
THA,CYM,7,9
THA,CYP,1,1
THA,CZE,1,3
THA,DEU,6,107
THA,DNK,2,5
THA,DOM,1,2
THA,ECU,1,2
THA,EGY,1,1
THA,ESP,2,259
THA,FRA,3,25
THA,GBR,12,143
THA,GHA,1,2
THA,GRC,1,1
THA,HKG,20,76
THA,HUN,1,1
THA,IDN,15,80
THA,IND,6,11
THA,IRL,2,3
THA,ISL,1,1
THA,ITA,4,68
THA,JOR,1,1
THA,JPN,4,10
THA,KEN,1,1
THA,KHM,11,33
THA,KOR,1,1
THA,LAO,10,20
THA,LKA,3,9
THA,LTU,1,1
THA,LUX,2,5
THA,MDG,1,1
THA,MEX,3,24
THA,MHL,1,1
THA,MMR,13,33
THA,MNG,1,16
THA,MOZ,1,3
THA,MUS,8,23
THA,MYS,15,43
THA,NAM,1,1
THA,NLD,9,83
THA,NOR,3,13
THA,NZL,2,11
THA,PAK,1,1
THA,PAN,2,2
THA,PHL,9,21
THA,POL,3,9
THA,PRT,3,21
THA,ROU,1,1
THA,RUS,2,47
THA,SAU,2,5
THA,SGP,31,136
THA,SWE,1,1
THA,SYC,3,6
THA,THA,158,1618
THA,TLS,1,1
THA,TUR,1,12
THA,TWN,6,8
THA,TZA,1,1
THA,URY,1,2
THA,USA,20,272
THA,VGB,10,38
THA,VNM,24,155
THA,YY,28,253
THA,ZAF,1,2
THA,ZMB,1,1
TTO,BRB,3,20
TTO,COL,1,5
TTO,CYM,1,2
TTO,GHA,1,10
TTO,GRD,2,3
TTO,GUY,2,3
TTO,JAM,1,1
TTO,KNA,1,2
TTO,LCA,2,7
TTO,SUR,1,1
TTO,TTO,3,65
TTO,USA,2,9
TTO,YY,1,1
TUN,TUN,1,1
TUR,ARE,9,28
TUR,AZE,3,5
TUR,BFA,1,3
TUR,BGR,4,11
TUR,BIH,1,2
TUR,BLR,1,1
TUR,BRA,6,12
TUR,CAN,1,1
TUR,CHE,5,12
TUR,CHN,3,4
TUR,CUW,1,1
TUR,CYP,4,4
TUR,CZE,1,1
TUR,DEU,12,39
TUR,DZA,1,2
TUR,ECU,1,1
TUR,EGY,4,5
TUR,ESP,8,20
TUR,FIN,1,1
TUR,FRA,2,5
TUR,GBR,9,36
TUR,GEO,5,6
TUR,GRC,2,7
TUR,HKG,2,3
TUR,HRV,3,9
TUR,HUN,1,2
TUR,IDN,1,2
TUR,IND,2,2
TUR,IRL,1,1
TUR,IRQ,1,3
TUR,ISR,1,1
TUR,ITA,5,17
TUR,JOR,1,4
TUR,KAZ,4,11
TUR,KGZ,1,2
TUR,KV,2,4
TUR,LBY,1,1
TUR,LTU,1,1
TUR,LUX,2,2
TUR,LVA,1,1
TUR,MAR,3,5
TUR,MDA,1,1
TUR,MEX,2,2
TUR,MKD,5,5
TUR,MLT,3,4
TUR,MNE,2,2
TUR,NLD,13,74
TUR,OMN,2,2
TUR,PAK,1,7
TUR,POL,2,2
TUR,QAT,2,5
TUR,ROU,7,10
TUR,RUS,10,55
TUR,SAU,5,8
TUR,SGP,2,2
TUR,SRB,2,2
TUR,SVK,2,2
TUR,THA,2,2
TUR,TJK,1,2
TUR,TKM,2,3
TUR,TUR,96,1122
TUR,UKR,5,22
TUR,URY,1,2
TUR,USA,10,88
TUR,UZB,2,2
TUR,VCT,1,1
TUR,VGB,4,4
TUR,YY,10,41
TWN,AIA,3,3
TWN,ARE,9,15
TWN,ARG,2,2
TWN,AUS,28,161
TWN,AUT,5,9
TWN,BEL,29,35
TWN,BGD,2,2
TWN,BGR,2,3
TWN,BHS,3,19
TWN,BLZ,4,4
TWN,BMU,16,27
TWN,BRA,27,122
TWN,BRN,3,4
TWN,CAN,28,82
TWN,CHE,8,15
TWN,CHL,3,3
TWN,CHN,187,3541
TWN,COD,1,1
TWN,COL,5,7
TWN,CUW,3,3
TWN,CYM,88,266
TWN,CZE,18,51
TWN,DEU,45,113
TWN,DNK,10,13
TWN,ECU,1,1
TWN,EGY,2,2
TWN,ESP,13,17
TWN,EST,1,1
TWN,FIN,12,17
TWN,FRA,31,70
TWN,GBR,51,122
TWN,GRC,3,3
TWN,HKG,146,621
TWN,HRV,1,2
TWN,HUN,6,8
TWN,IDN,36,64
TWN,IND,39,87
TWN,IRL,2,2
TWN,IRN,1,1
TWN,ISL,1,1
TWN,ISR,6,9
TWN,ITA,21,71
TWN,JOR,1,1
TWN,JPN,81,168
TWN,KEN,1,1
TWN,KHM,15,22
TWN,KOR,39,144
TWN,LBR,3,9
TWN,LUX,3,3
TWN,LVA,1,1
TWN,MAC,7,12
TWN,MAR,1,1
TWN,MEX,22,49
TWN,MKD,1,1
TWN,MMR,12,14
TWN,MOZ,1,2
TWN,MUS,23,28
TWN,MYS,54,113
TWN,NLD,44,102
TWN,NOR,7,17
TWN,NZL,7,7
TWN,PAK,1,2
TWN,PAN,7,19
TWN,PER,2,2
TWN,PHL,26,47
TWN,POL,19,23
TWN,PRT,2,3
TWN,ROU,3,3
TWN,RUS,13,20
TWN,SAU,1,2
TWN,SGP,86,209
TWN,SLB,1,1
TWN,SMR,1,1
TWN,SOM,5,5
TWN,SRB,4,5
TWN,SVK,5,16
TWN,SWE,10,15
TWN,SYC,10,15
TWN,THA,36,63
TWN,TUN,1,5
TWN,TUR,11,15
TWN,TWN,250,2089
TWN,TZA,1,1
TWN,USA,136,2524
TWN,VGB,154,728
TWN,VNM,61,151
TWN,WSM,85,286
TWN,YY,199,2516
TWN,ZAF,6,12
TWN,ZMB,1,1
UKR,UKR,11,78
URY,ARG,1,1
URY,BRA,1,5
URY,URY,5,11
URY,USA,1,1
USA,ABW,14,28
USA,AFG,2,2
USA,AGO,24,28
USA,AIA,5,5
USA,ALB,10,11
USA,AND,2,2
USA,ARE,262,632
USA,ARG,259,662
USA,ARM,9,9
USA,ATG,4,7
USA,AUS,536,15249
USA,AUT,302,1121
USA,AZE,11,13
USA,BEL,494,3348
USA,BEN,1,2
USA,BFA,5,5
USA,BGD,27,36
USA,BGR,110,178
USA,BHR,46,86
USA,BHS,46,214
USA,BIH,19,23
USA,BLR,22,26
USA,BLZ,6,6
USA,BMU,229,734
USA,BOL,31,43
USA,BRA,649,10985
USA,BRB,145,292
USA,BRN,17,21
USA,BWA,20,33
USA,CAF,1,1
USA,CAN,960,21298
USA,CHE,478,1528
USA,CHL,238,753
USA,CHN,608,15246
USA,CIV,22,29
USA,CMR,7,9
USA,COD,5,6
USA,COG,5,5
USA,COL,243,471
USA,COM,1,1
USA,CRI,137,232
USA,CUB,3,3
USA,CUW,31,60
USA,CYM,312,2796
USA,CYP,106,184
USA,CZE,283,1211
USA,DEU,659,7952
USA,DJI,1,1
USA,DMA,9,10
USA,DNK,314,1061
USA,DOM,70,115
USA,DZA,29,69
USA,ECU,98,148
USA,EGY,107,276
USA,ESP,512,4987
USA,EST,61,86
USA,ETH,8,9
USA,FIN,282,776
USA,FJI,6,7
USA,FRA,612,10793
USA,GAB,12,15
USA,GBR,841,33618
USA,GEO,19,21
USA,GHA,33,43
USA,GIB,44,111
USA,GIN,5,7
USA,GNB,1,1
USA,GNQ,7,10
USA,GRC,143,487
USA,GRD,1,1
USA,GTM,90,151
USA,GUY,7,7
USA,HKG,534,1921
USA,HND,48,104
USA,HRV,81,110
USA,HTI,6,11
USA,HUN,221,542
USA,IDN,178,369
USA,IND,530,1744
USA,IRL,449,2022
USA,IRN,4,5
USA,IRQ,17,20
USA,ISL,29,44
USA,ISR,208,544
USA,ITA,512,5296
USA,JAM,35,53
USA,JOR,26,40
USA,JPN,432,1294
USA,KAZ,55,83
USA,KEN,56,72
USA,KGZ,3,3
USA,KHM,12,17
USA,KNA,11,37
USA,KOR,353,1250
USA,KP,1,1
USA,KV,5,7
USA,KWT,12,18
USA,LAO,1,3
USA,LBN,29,49
USA,LBR,10,20
USA,LBY,7,7
USA,LCA,14,31
USA,LIE,9,10
USA,LKA,41,57
USA,LSO,3,5
USA,LTU,79,110
USA,LUX,359,2826
USA,LVA,58,78
USA,MAC,44,72
USA,MAR,81,148
USA,MCO,14,20
USA,MDA,8,8
USA,MDG,8,13
USA,MDV,2,4
USA,MEX,570,3109
USA,MHL,3,13
USA,MKD,13,16
USA,MLI,4,4
USA,MLT,58,144
USA,MMR,19,22
USA,MNE,4,4
USA,MNG,4,7
USA,MOZ,16,25
USA,MRT,2,2
USA,MUS,134,293
USA,MWI,8,11
USA,MYS,313,739
USA,NAM,14,23
USA,NER,14,17
USA,NGA,46,74
USA,NIC,33,46
USA,NLD,636,5629
USA,NOR,257,723
USA,NPL,7,9
USA,NZL,284,677
USA,OMN,33,46
USA,PAK,66,98
USA,PAN,114,236
USA,PER,140,248
USA,PHL,174,380
USA,PNG,17,30
USA,POL,366,1074
USA,PRT,222,619
USA,PRY,27,49
USA,PSE,1,1
USA,QAT,44,58
USA,ROU,204,337
USA,RUS,296,1217
USA,RWA,5,5
USA,SAU,127,240
USA,SDN,2,2
USA,SEN,18,21
USA,SGP,560,2055
USA,SLB,1,1
USA,SLE,3,3
USA,SLV,53,123
USA,SMR,2,2
USA,SRB,85,129
USA,SUR,3,4
USA,SVK,160,488
USA,SVN,62,80
USA,SWE,404,1649
USA,SWZ,10,12
USA,SXM,1,2
USA,SYC,8,10
USA,TCD,2,2
USA,TGO,1,1
USA,THA,254,556
USA,TKM,1,1
USA,TTO,46,65
USA,TUN,47,97
USA,TUR,257,778
USA,TUV,1,1
USA,TWN,222,415
USA,TZA,20,24
USA,UGA,16,17
USA,UKR,117,329
USA,URY,101,191
USA,USA,2594,1363224
USA,UZB,10,13
USA,VCT,1,2
USA,VEN,118,253
USA,VGB,170,441
USA,VNM,128,204
USA,VUT,2,5
USA,WSM,4,5
USA,YEM,1,1
USA,YY,254,1749
USA,ZAF,265,1129
USA,ZMB,14,19
USA,ZWE,19,31
UZB,UZB,4,4
VEN,VEN,1,1
VGB,ALB,1,1
VGB,ARE,1,1
VGB,AUS,1,4
VGB,AUT,3,11
VGB,BEL,2,12
VGB,BLR,1,1
VGB,BRA,3,16
VGB,CAN,2,4
VGB,CHE,2,10
VGB,CHN,4,133
VGB,CRI,1,1
VGB,CYP,1,20
VGB,CZE,1,5
VGB,DEU,3,22
VGB,DNK,2,4
VGB,ESP,3,49
VGB,EST,1,1
VGB,FIN,2,2
VGB,FRA,2,21
VGB,GBR,3,40
VGB,GRC,1,1
VGB,HKG,3,20
VGB,HRV,1,2
VGB,HUN,3,10
VGB,IDN,1,1
VGB,IND,1,1
VGB,IRL,2,3
VGB,ISR,1,1
VGB,ITA,3,71
VGB,JPN,2,4
VGB,KOR,2,8
VGB,KV,1,1
VGB,LTU,1,1
VGB,LUX,3,3
VGB,LVA,2,2
VGB,MAC,1,1
VGB,MCO,1,1
VGB,MEX,2,2
VGB,MLT,1,1
VGB,MNE,1,1
VGB,MYS,1,2
VGB,NLD,3,19
VGB,NOR,1,3
VGB,PAK,1,1
VGB,PAN,1,1
VGB,POL,2,16
VGB,PRT,2,3
VGB,ROU,1,1
VGB,RUS,1,38
VGB,SGP,2,12
VGB,SRB,1,1
VGB,SVN,1,1
VGB,SWE,2,7
VGB,THA,3,3
VGB,TUR,1,1
VGB,TWN,1,1
VGB,UKR,1,6
VGB,USA,3,50
VGB,VGB,9,25
VNM,AUS,1,2
VNM,CAN,1,2
VNM,CHN,2,4
VNM,CYM,1,1
VNM,CZE,1,1
VNM,DEU,3,17
VNM,DNK,1,1
VNM,ESP,1,4
VNM,FRA,2,3
VNM,GBR,2,3
VNM,HKG,1,2
VNM,IND,1,1
VNM,IRL,1,4
VNM,JPN,3,8
VNM,KHM,7,9
VNM,KOR,2,3
VNM,LAO,5,10
VNM,MMR,1,1
VNM,NLD,1,1
VNM,PRT,1,1
VNM,RUS,1,3
VNM,SGP,6,14
VNM,SVK,1,1
VNM,THA,1,1
VNM,TWN,1,1
VNM,USA,4,10
VNM,VGB,1,2
VNM,VNM,106,912
VNM,YY,6,10
ZAF,AFG,1,1
ZAF,AGO,10,15
ZAF,ALB,1,1
ZAF,ARE,13,41
ZAF,ARG,6,14
ZAF,AUS,28,1266
ZAF,AUT,6,16
ZAF,BDI,1,1
ZAF,BEL,14,61
ZAF,BEN,1,1
ZAF,BFA,4,6
ZAF,BGR,1,3
ZAF,BMU,4,8
ZAF,BOL,1,1
ZAF,BRA,18,144
ZAF,BRN,1,2
ZAF,BWA,42,148
ZAF,CAF,1,1
ZAF,CAN,15,38
ZAF,CHE,15,29
ZAF,CHL,10,23
ZAF,CHN,13,40
ZAF,CIV,4,7
ZAF,CMR,4,7
ZAF,COD,8,9
ZAF,COG,6,7
ZAF,COL,6,8
ZAF,CRI,2,2
ZAF,CUW,2,2
ZAF,CYM,3,5
ZAF,CYP,1,2
ZAF,CZE,7,22
ZAF,DEU,12,117
ZAF,DNK,3,7
ZAF,ECU,2,2
ZAF,EGY,2,2
ZAF,ESP,12,83
ZAF,ETH,4,4
ZAF,FIN,3,6
ZAF,FJI,2,2
ZAF,FRA,14,25
ZAF,GAB,2,2
ZAF,GBR,51,1338
ZAF,GHA,23,54
ZAF,GIB,3,4
ZAF,GIN,6,12
ZAF,GNB,1,2
ZAF,GRC,1,1
ZAF,HKG,14,31
ZAF,HUN,3,29
ZAF,IDN,7,18
ZAF,IND,13,30
ZAF,IRL,12,125
ZAF,IRN,1,1
ZAF,ISR,1,1
ZAF,ITA,10,101
ZAF,JOR,1,1
ZAF,JPN,3,3
ZAF,KEN,29,86
ZAF,KNA,1,1
ZAF,LAO,1,1
ZAF,LBN,2,5
ZAF,LBR,4,4
ZAF,LSO,23,41
ZAF,LTU,1,1
ZAF,LUX,7,15
ZAF,LVA,1,1
ZAF,MAC,2,2
ZAF,MAR,4,17
ZAF,MDG,2,3
ZAF,MEX,3,11
ZAF,MLI,4,7
ZAF,MLT,3,9
ZAF,MNG,2,4
ZAF,MOZ,32,84
ZAF,MRT,1,2
ZAF,MUS,37,141
ZAF,MWI,12,20
ZAF,MYS,8,16
ZAF,NAM,50,285
ZAF,NGA,19,46
ZAF,NLD,19,130
ZAF,NOR,4,11
ZAF,NZL,10,38
ZAF,OMN,2,2
ZAF,PAK,1,1
ZAF,PAN,2,3
ZAF,PER,5,8
ZAF,PHL,6,6
ZAF,PNG,4,15
ZAF,POL,13,56
ZAF,PRT,7,23
ZAF,PRY,1,1
ZAF,QAT,1,2
ZAF,ROU,3,18
ZAF,RUS,5,20
ZAF,RWA,3,7
ZAF,SAU,3,3
ZAF,SDN,2,2
ZAF,SEN,1,1
ZAF,SGP,11,36
ZAF,SLE,3,3
ZAF,SRB,1,1
ZAF,SVK,2,7
ZAF,SWE,5,12
ZAF,SWZ,30,56
ZAF,SYC,4,5
ZAF,SYR,1,2
ZAF,TGO,1,1
ZAF,THA,4,8
ZAF,TUR,5,23
ZAF,TWN,2,3
ZAF,TZA,22,48
ZAF,UGA,13,29
ZAF,UKR,3,4
ZAF,URY,2,3
ZAF,USA,27,503
ZAF,VEN,1,2
ZAF,VGB,12,72
ZAF,VNM,1,4
ZAF,WSM,1,2
ZAF,YEM,1,1
ZAF,YY,55,461
ZAF,ZAF,85,5454
ZAF,ZMB,37,79
ZAF,ZWE,19,82
ZMB,ZMB,2,2
ZWE,BWA,2,3
ZWE,GBR,1,1
ZWE,GHA,1,1
ZWE,KEN,2,4
ZWE,MUS,5,10
ZWE,MWI,2,4
ZWE,NAM,1,1
ZWE,OMN,1,1
ZWE,VGB,1,1
ZWE,YY,7,39
ZWE,ZAF,3,5
ZWE,ZMB,4,7
ZWE,ZWE,27,214
