hq_iso3,market_iso3,n_groups,n_entities
CHN,CAN,52,200
CHN,CHE,33,84
CHN,CHL,17,27
CHN,CHN,3318,132507
CHN,CIV,3,4
CHN,COD,6,10
CHN,COG,8,9
CHN,COL,9,20
CHN,CRI,3,3
CHN,CUB,1,1
CHN,CUW,1,1
CHN,CYM,75,211
CHN,CYP,6,10
CHN,CZE,25,48
CHN,DEU,159,565
CHN,DNK,21,51
CHN,DOM,1,3
CHN,DZA,3,6
CHN,ECU,7,9
CHN,EGY,9,12
CHN,ESP,56,269
CHN,EST,3,3
CHN,ETH,3,3
CHN,FIN,21,30
CHN,FRA,68,188
CHN,GAB,1,5
CHN,GBR,111,345
CHN,GHA,8,16
CHN,GIB,1,1
CHN,GIN,1,1
CHN,GRC,9,108
CHN,GUY,1,1
CHN,HKG,549,2314
CHN,HRV,5,5
CHN,HUN,18,51
CHN,IDN,33,42
CHN,IND,73,100
CHN,IRL,13,334
CHN,ISR,7,15
CHN,ITA,61,240
CHN,JAM,1,1
CHN,JPN,59,111
CHN,KAZ,8,10
CHN,KEN,8,9
CHN,KGZ,3,6
CHN,KHM,13,20
CHN,KOR,59,127
CHN,KWT,1,1
CHN,LAO,7,11
CHN,LBN,1,2
CHN,LBR,3,39
CHN,LKA,5,5
CHN,LTU,3,4
CHN,LUX,42,147
CHN,LVA,5,6
CHN,MAC,16,23
CHN,MAR,10,10
CHN,MCO,3,24
CHN,MDV,1,1
CHN,MEX,36,65
CHN,MHL,5,119
CHN,MKD,3,4
CHN,MLI,2,3
CHN,MLT,3,13
CHN,MMR,7,17
CHN,MNE,1,3
CHN,MNG,4,5
CHN,MOZ,1,1
CHN,MUS,11,15
CHN,MWI,1,1
CHN,MYS,61,108
CHN,NAM,1,1
CHN,NER,1,1
CHN,NGA,4,4
CHN,NLD,62,158
CHN,NOR,13,25
CHN,NZL,17,55
CHN,OMN,1,1
CHN,PAK,7,8
CHN,PAN,8,16
CHN,PER,12,14
CHN,PHL,19,23
CHN,POL,39,54
CHN,PRT,6,12
CHN,QAT,1,1
CHN,ROU,19,34
CHN,RUS,48,80
CHN,SAU,11,11
CHN,SEN,1,2
CHN,SGP,209,583
CHN,SLE,1,1
CHN,SMR,1,1
CHN,SRB,16,33
CHN,SVK,14,24
CHN,SVN,2,2
CHN,SWE,23,45
CHN,SYC,8,9
CHN,THA,42,56
CHN,TTO,1,1
CHN,TUN,2,2
CHN,TUR,32,65
CHN,TWN,14,15
CHN,TZA,7,9
CHN,UGA,2,2
CHN,UKR,4,5
CHN,URY,4,7
CHN,USA,229,2190
CHN,UZB,6,6
CHN,VCT,2,4
CHN,VEN,3,3
CHN,VGB,115,490
CHN,VNM,46,63
CHN,VUT,1,1
CHN,WSM,6,7
CHN,YY,86,1649
CHN,ZAF,31,64
CHN,ZMB,5,6
CHN,ZWE,4,7
CIV,CIV,2,8
CIV,FRA,1,1
CIV,GHA,1,1
CIV,LBR,1,1
CIV,YY,1,2
COL,ABW,1,2
COL,ARG,3,8
COL,ATG,1,3
COL,BHS,1,1
COL,BMU,2,3
COL,BRA,4,5
COL,BRB,2,2
COL,CHL,4,37
COL,COL,27,201
COL,CRI,5,27
COL,CUW,2,2
COL,CYM,2,3
COL,DMA,1,1
COL,DOM,2,11
COL,ECU,2,6
COL,FRA,1,1
COL,GTM,4,22
COL,HND,2,4
COL,HTI,1,1
COL,MEX,4,31
COL,NIC,1,2
COL,NLD,1,1
COL,PAN,7,66
COL,PER,5,16
COL,SLV,5,21
COL,SUR,1,2
COL,URY,1,6
COL,USA,6,55
COL,VEN,2,2
COL,VGB,2,8
COL,YY,4,14
CRI,CRI,6,29
CRI,CYM,1,1
CRI,GTM,1,1
CRI,PAN,1,1
CRI,SLV,1,1
CRI,USA,1,47
CUW,AGO,1,2
CUW,ALB,1,2
CUW,ARE,1,15
CUW,ARG,1,2
CUW,AUS,1,76
CUW,AUT,1,4
CUW,BEL,1,4
CUW,BGR,1,1
CUW,BHR,1,1
CUW,BMU,1,1
CUW,BOL,1,1
CUW,BRA,1,83
CUW,BRB,1,1
CUW,BRN,1,3
CUW,CAN,1,158
CUW,CHE,1,1
CUW,CHL,1,1
CUW,CHN,1,25
CUW,CIV,1,1
CUW,COG,1,1
CUW,COL,1,2
CUW,CUW,2,3
CUW,CYM,1,11
CUW,CYP,1,1
CUW,DEU,1,11
CUW,DNK,1,5
CUW,DZA,1,5
CUW,ECU,1,3
CUW,EGY,1,1
CUW,ESP,1,1
CUW,FIN,1,1
CUW,FRA,1,41
CUW,GAB,1,1
CUW,GBR,1,92
CUW,GNQ,1,1
CUW,HKG,1,1
CUW,HUN,1,3
CUW,IDN,1,4
CUW,IND,1,4
CUW,IRL,1,6
CUW,IRQ,1,2
CUW,ITA,1,24
CUW,JPN,1,1
CUW,KAZ,1,2
CUW,KEN,1,1
CUW,KOR,1,1
CUW,LBY,1,1
CUW,LUX,1,15
CUW,MEX,1,8
CUW,MYS,1,13
CUW,NGA,1,3
CUW,NLD,1,26
CUW,NOR,1,27
CUW,NZL,1,1
CUW,OMN,1,8
CUW,PAN,1,8
CUW,POL,1,2
CUW,QAT,1,1
CUW,ROU,1,6
CUW,RUS,1,41
CUW,SAU,1,7
CUW,SDN,1,1
CUW,SGP,1,4
CUW,SRB,1,1
CUW,TCD,1,1
CUW,THA,1,3
CUW,TTO,1,2
CUW,UKR,1,1
CUW,URY,1,1
CUW,USA,1,2673
CUW,UZB,1,1
CUW,VEN,1,6
CUW,VGB,1,10
CUW,YY,1,14
CYM,ARE,3,5
CYM,ARG,1,1
CYM,AUS,13,1015
CYM,AUT,5,76
CYM,BEL,10,455
CYM,BEN,1,1
CYM,BGR,4,5
CYM,BHS,2,15
CYM,BLR,2,2
CYM,BLZ,1,1
CYM,BMU,9,16
CYM,BOL,1,1
CYM,BRA,18,61
CYM,BRB,1,1
CYM,CAN,16,54
CYM,CHE,10,19
CYM,CHL,1,3
CYM,CHN,149,14328
CYM,CIV,2,2
CYM,CMR,1,1
CYM,COL,2,3
CYM,CRI,2,2
CYM,CUW,2,2
CYM,CYM,336,578
CYM,CYP,4,6
CYM,CZE,5,162
CYM,DEU,31,166
CYM,DNK,5,60
CYM,DOM,1,1
CYM,ECU,1,1
CYM,EGY,1,2
CYM,ESP,14,27
CYM,FIN,2,2
CYM,FRA,12,23
CYM,GBR,27,3100
CYM,GHA,1,1
CYM,GIB,2,3
CYM,GIN,1,1
CYM,GMB,1,1
CYM,GRC,2,2
CYM,HKG,160,1410
CYM,HRV,1,1
CYM,HUN,3,254
CYM,IDN,6,19
CYM,IND,14,22
CYM,IRL,9,82
CYM,ISR,3,4
CYM,ITA,15,205
CYM,JPN,23,25
CYM,KAZ,1,2
CYM,KEN,1,2
CYM,KHM,4,20
CYM,KOR,15,22
CYM,LAO,1,1
CYM,LBR,3,3
CYM,LKA,1,1
CYM,LTU,1,1
CYM,LUX,11,51
CYM,LVA,1,1
CYM,MAC,16,22
CYM,MAR,1,1
CYM,MDA,1,1
CYM,MEX,10,18
CYM,MKD,1,1
CYM,MLT,5,11
CYM,MNG,1,1
CYM,MUS,7,11
CYM,MYS,22,48
CYM,NGA,1,1
CYM,NLD,19,1560
CYM,NOR,1,2
CYM,NZL,7,18
CYM,PAK,1,1
CYM,PAN,2,146
CYM,PER,3,3
CYM,PHL,3,3
CYM,POL,8,48
CYM,PRT,3,3
CYM,PRY,1,1
CYM,ROU,4,11
CYM,RUS,9,14
CYM,SEN,2,2
CYM,SGP,49,372
CYM,SRB,2,3
CYM,SVK,4,9
CYM,SVN,1,1
CYM,SWE,8,87
CYM,SYC,2,2
CYM,THA,20,28
CYM,TUR,7,17
CYM,TWN,15,106
CYM,UKR,2,89
CYM,URY,1,1
CYM,USA,55,2357
CYM,VCT,1,2
CYM,VEN,1,1
CYM,VGB,119,662
CYM,VNM,14,21
CYM,VUT,1,1
CYM,WSM,10,22
CYM,YY,21,401
CYM,ZAF,5,7
CYP,ARE,3,4
CYP,AUT,2,5
CYP,AZE,1,1
CYP,BEL,1,1
CYP,BGR,1,2
CYP,BLR,1,9
CYP,BRA,1,2
CYP,CAN,2,2
CYP,CHE,1,2
CYP,CHN,2,3
CYP,CYP,22,41
CYP,CZE,2,8
CYP,DEU,3,9
CYP,DNK,1,4
CYP,ESP,1,5
CYP,EST,3,5
CYP,FIN,2,3
CYP,FRA,1,1
CYP,GBR,4,22
CYP,GEO,1,1
CYP,HKG,1,1
CYP,HRV,1,4
CYP,HUN,1,3
CYP,ITA,2,2
CYP,KAZ,2,5
CYP,LTU,2,7
CYP,LUX,1,1
CYP,LVA,2,9
CYP,MAR,1,1
CYP,MLT,1,2
CYP,POL,3,5
CYP,ROU,3,4
CYP,RUS,8,322
CYP,SAU,1,1
CYP,SGP,2,2
CYP,SRB,1,3
CYP,SVK,3,9
CYP,SVN,1,2
CYP,SWE,1,7
CYP,TKM,1,1
CYP,TUR,1,2
CYP,UKR,2,6
CYP,USA,2,49
CYP,YY,1,1
CZE,CZE,6,6
DEU,AGO,5,8
DEU,ALB,9,15
DEU,AND,1,1
DEU,ARE,67,227
DEU,ARG,55,125
DEU,ARM,3,5
DEU,ATG,3,4
DEU,AUS,99,2004
DEU,AUT,176,5008
DEU,AZE,8,10
DEU,BEL,181,1562
DEU,BEN,4,8
DEU,BFA,5,7
DEU,BGD,13,23
DEU,BGR,64,181
DEU,BHR,13,22
DEU,BHS,7,9
DEU,BIH,21,33
DEU,BLR,10,14
DEU,BLZ,2,2
DEU,BMU,15,35
DEU,BOL,6,7
DEU,BRA,168,2823
DEU,BRB,2,3
DEU,BRN,4,4
DEU,BWA,5,7
DEU,CAF,2,2
DEU,CAN,109,1299
DEU,CHE,157,719
DEU,CHL,52,172
DEU,CHN,133,1335
DEU,CIV,7,16
DEU,CMR,2,4
DEU,COD,5,6
DEU,COG,3,5
DEU,COL,42,109
DEU,CPV,1,4
DEU,CRI,18,29
DEU,CUB,7,8
DEU,CUW,8,18
DEU,CYM,18,122
DEU,CYP,19,33
DEU,CZE,146,2328
DEU,DEU,855,37175
DEU,DJI,2,2
DEU,DNK,127,594
DEU,DOM,14,19
DEU,DZA,12,50
DEU,ECU,20,49
DEU,EGY,29,99
DEU,ESP,180,6081
DEU,EST,24,35
DEU,ETH,4,4
DEU,FIN,98,541
DEU,FJI,2,3
DEU,FRA,203,6061
DEU,FSM,1,2
DEU,GAB,2,3
DEU,GBR,185,5110
DEU,GEO,6,9
DEU,GHA,9,13
DEU,GIB,5,5
DEU,GIN,1,1
DEU,GMB,2,3
DEU,GNB,1,1
DEU,GNQ,1,2
DEU,GRC,60,255
DEU,GRD,1,1
DEU,GTM,11,25
DEU,HKG,102,301
DEU,HND,6,16
DEU,HRV,52,109
DEU,HTI,1,1
DEU,HUN,102,1337
DEU,IDN,52,122
DEU,IND,126,476
DEU,IRL,74,181
DEU,IRN,13,17
DEU,IRQ,5,7
DEU,ISL,6,12
DEU,ISR,29,71
DEU,ITA,172,4324
DEU,JAM,3,5
DEU,JOR,9,16
DEU,JPN,78,207
DEU,KAZ,20,40
DEU,KEN,18,25
DEU,KGZ,3,3
DEU,KHM,10,13
DEU,KIR,1,1
DEU,KOR,71,251
DEU,KV,4,8
DEU,KWT,5,17
DEU,LAO,3,3
DEU,LBN,11,17
DEU,LBR,4,11
DEU,LBY,3,3
DEU,LCA,1,3
DEU,LIE,6,8
DEU,LKA,15,28
DEU,LSO,2,2
DEU,LTU,46,93
DEU,LUX,70,594
DEU,LVA,37,62
DEU,MAC,3,4
DEU,MAR,29,95
DEU,MCO,4,8
DEU,MDA,7,7
DEU,MDG,6,11
DEU,MDV,1,1
DEU,MEX,99,397
DEU,MHL,3,60
DEU,MKD,8,12
DEU,MLI,3,5
DEU,MLT,23,84
DEU,MMR,14,18
DEU,MNE,5,7
DEU,MNG,2,2
DEU,MOZ,6,9
DEU,MRT,3,5
DEU,MUS,16,33
DEU,MWI,4,6
DEU,MYS,75,267
DEU,NAM,16,16
DEU,NER,1,1
DEU,NGA,10,17
DEU,NIC,6,9
DEU,NLD,174,2284
DEU,NOR,94,288
DEU,NPL,1,1
DEU,NRU,1,1
DEU,NZL,52,117
DEU,OMN,6,6
DEU,PAK,23,40
DEU,PAN,24,48
DEU,PER,36,75
DEU,PHL,45,92
DEU,PNG,1,2
DEU,POL,181,1154
DEU,PRT,78,447
DEU,PRY,8,11
DEU,PSE,2,2
DEU,QAT,10,15
DEU,ROU,108,295
DEU,RUS,128,657
DEU,RWA,3,3
DEU,SAU,34,65
DEU,SEN,6,11
DEU,SGP,125,360
DEU,SLE,1,1
DEU,SLV,7,13
DEU,SRB,63,136
DEU,SVK,107,724
DEU,SVN,50,66
DEU,SWE,147,1148
DEU,SWZ,3,3
DEU,SYC,1,2
DEU,SYR,1,1
DEU,TCD,1,1
DEU,TGO,5,11
DEU,THA,61,142
DEU,TKM,1,1
DEU,TLS,1,1
DEU,TON,1,1
DEU,TTO,3,3
DEU,TUN,11,28
DEU,TUR,110,504
DEU,TWN,47,94
DEU,TZA,11,18
DEU,UGA,1,2
DEU,UKR,63,168
DEU,URY,22,51
DEU,USA,179,35218
DEU,UZB,4,5
DEU,VCT,1,2
DEU,VEN,19,37
DEU,VGB,11,29
DEU,VNM,44,62
DEU,VUT,1,1
DEU,WSM,1,1
DEU,YY,36,295
DEU,ZAF,83,438
DEU,ZMB,9,12
DEU,ZWE,4,8
DNK,AGO,3,4
DNK,AIA,1,2
DNK,ALB,1,1
DNK,ARE,14,42
DNK,ARG,16,34
DNK,ARM,1,3
DNK,AUS,24,611
DNK,AUT,21,198
DNK,AZE,2,4
DNK,BDI,1,2
DNK,BEL,25,238
DNK,BGD,3,8
DNK,BGR,11,17
DNK,BHR,3,6
DNK,BIH,4,4
DNK,BLR,3,3
DNK,BMU,2,3
DNK,BOL,1,2
DNK,BRA,27,668
DNK,BRB,1,1
DNK,BRN,1,1
DNK,BWA,2,3
DNK,CAN,22,210
DNK,CHE,23,127
DNK,CHL,16,41
DNK,CHN,28,280
DNK,CIV,2,3
DNK,CMR,1,2
DNK,COD,2,4
DNK,COG,1,1
DNK,COL,11,25
DNK,CPV,1,2
DNK,CRI,5,9
DNK,CUB,1,1
DNK,CUW,1,3
DNK,CYM,3,5
DNK,CYP,1,1
DNK,CZE,29,237
DNK,DEU,47,946
DNK,DMA,1,1
DNK,DNK,177,6020
DNK,DOM,4,5
DNK,DZA,3,10
DNK,ECU,5,7
DNK,EGY,6,12
DNK,ESP,34,382
DNK,EST,13,30
DNK,ETH,1,1
DNK,FIN,36,454
DNK,FRA,40,498
DNK,GAB,1,2
DNK,GBR,41,1016
DNK,GEO,3,3
DNK,GHA,4,6
DNK,GIB,1,1
DNK,GRC,13,32
DNK,GTM,1,2
DNK,HKG,27,84
DNK,HND,2,4
DNK,HRV,12,16
DNK,HUN,20,164
DNK,IDN,9,28
DNK,IND,24,61
DNK,IRL,15,49
DNK,IRN,3,4
DNK,IRQ,1,3
DNK,ISL,4,5
DNK,ISR,5,26
DNK,ITA,28,488
DNK,JAM,1,1
DNK,JOR,3,5
DNK,JPN,22,43
DNK,KAZ,7,10
DNK,KEN,6,10
DNK,KHM,1,4
DNK,KOR,14,32
DNK,KV,1,1
DNK,LBN,2,3
DNK,LIE,2,3
DNK,LKA,7,10
DNK,LTU,19,31
DNK,LUX,13,32
DNK,LVA,16,26
DNK,MAC,3,5
DNK,MAR,5,7
DNK,MDA,1,1
DNK,MDV,1,1
DNK,MEX,18,62
DNK,MKD,4,5
DNK,MMR,2,4
DNK,MNG,2,2
DNK,MOZ,3,5
DNK,MUS,1,3
DNK,MWI,2,3
DNK,MYS,15,36
DNK,NAM,3,4
DNK,NGA,4,4
DNK,NIC,2,3
DNK,NLD,34,303
DNK,NOR,46,205
DNK,NPL,1,2
DNK,NZL,15,31
DNK,OMN,1,1
DNK,PAK,5,10
DNK,PAN,8,16
DNK,PER,9,12
DNK,PHL,9,24
DNK,POL,40,190
DNK,PRT,17,99
DNK,PRY,2,2
DNK,QAT,4,4
DNK,ROU,15,27
DNK,RUS,29,120
DNK,RWA,1,2
DNK,SAU,5,6
DNK,SEN,3,3
DNK,SGP,20,67
DNK,SLE,1,1
DNK,SLV,3,4
DNK,SRB,8,9
DNK,SVK,20,122
DNK,SVN,11,20
DNK,SWE,48,1031
DNK,SWZ,2,2
DNK,TGO,1,1
DNK,THA,14,33
DNK,TKM,1,1
DNK,TUN,2,3
DNK,TUR,19,98
DNK,TWN,10,19
DNK,TZA,2,4
DNK,UGA,3,5
DNK,UKR,13,21
DNK,URY,7,31
DNK,USA,43,2409
DNK,VCT,2,2
DNK,VEN,5,6
DNK,VGB,3,15
DNK,VNM,8,21
DNK,YY,12,125
DNK,ZAF,18,117
DNK,ZMB,2,6
DNK,ZWE,2,3
DOM,CYM,1,1
DOM,DOM,2,12
DOM,PAN,1,2
DOM,YY,1,1
ECU,BRA,1,2
ECU,CHL,1,1
ECU,COL,2,2
ECU,ECU,8,43
ECU,ESP,2,20
ECU,PAN,2,8
ECU,USA,1,1
ECU,YY,1,4
EGY,ARE,5,39
EGY,AUT,1,1
EGY,BEL,1,3
EGY,BGD,1,1
EGY,BHR,2,5
EGY,CAN,1,3
EGY,CHE,2,5
EGY,CHN,1,1
EGY,CYM,1,10
EGY,CYP,2,2
EGY,DEU,1,1
EGY,DZA,3,4
EGY,EGY,15,302
EGY,ESP,2,12
EGY,ETH,2,6
EGY,FRA,1,1
EGY,GBR,2,2
EGY,GHA,1,1
EGY,GRC,1,10
EGY,HRV,1,1
EGY,IDN,1,2
EGY,IND,1,2
EGY,ITA,1,1
EGY,KEN,1,2
EGY,KV,1,1
EGY,KWT,2,3
EGY,LBY,1,1
EGY,LUX,2,2
EGY,MLT,2,3
EGY,MUS,1,1
EGY,MWI,1,1
EGY,NGA,2,2
EGY,NLD,2,6
EGY,OMN,1,1
EGY,PAN,1,2
EGY,POL,1,2
EGY,QAT,1,3
EGY,SAU,2,6
EGY,SDN,3,9
EGY,SVN,1,2
EGY,SWE,1,1
EGY,SYR,2,4
EGY,TZA,2,4
EGY,USA,1,2
EGY,VGB,2,24
EGY,YEM,1,1
EGY,YY,3,9
EGY,ZMB,1,1
ESP,ABW,1,1
ESP,AGO,6,12
ESP,ALB,2,3
ESP,AND,9,11
ESP,ARE,21,58
ESP,ARG,37,191
ESP,ATG,1,1
ESP,AUS,25,1195
ESP,AUT,19,76
ESP,AZE,3,3
ESP,BEL,40,126
ESP,BEN,1,2
ESP,BFA,1,1
ESP,BGR,13,21
ESP,BHR,4,7
ESP,BHS,5,14
ESP,BIH,3,3
ESP,BMU,4,12
ESP,BOL,11,18
ESP,BRA,65,6468
ESP,BRB,4,19
ESP,BRN,1,1
ESP,BWA,1,4
ESP,CAN,28,278
ESP,CHE,26,52
ESP,CHL,43,447
ESP,CHN,33,150
ESP,CIV,5,7
ESP,CMR,2,2
ESP,COD,1,1
ESP,COL,39,187
ESP,CPV,4,9
ESP,CRI,19,41
ESP,CUB,7,12
ESP,CUW,1,1
ESP,CYM,7,20
ESP,CYP,5,6
ESP,CZE,21,104
ESP,DEU,48,639
ESP,DNK,16,160
ESP,DOM,16,39
ESP,DZA,9,43
ESP,ECU,19,45
ESP,EGY,12,24
ESP,ESP,256,28065
ESP,EST,3,4
ESP,FIN,13,21
ESP,FJI,1,1
ESP,FRA,65,532
ESP,GAB,4,6
ESP,GBR,58,2830
ESP,GEO,1,1
ESP,GHA,6,9
ESP,GIB,4,4
ESP,GIN,3,3
ESP,GMB,1,1
ESP,GNB,1,1
ESP,GNQ,1,1
ESP,GRC,14,34
ESP,GTM,13,21
ESP,GUY,1,1
ESP,HKG,21,56
ESP,HND,9,11
ESP,HRV,5,12
ESP,HTI,2,2
ESP,HUN,14,22
ESP,IDN,8,12
ESP,IND,30,95
ESP,IRL,24,88
ESP,IRN,1,1
ESP,IRQ,2,3
ESP,ISR,7,9
ESP,ITA,48,374
ESP,JAM,3,3
ESP,JOR,3,4
ESP,JPN,11,17
ESP,KAZ,6,8
ESP,KEN,7,8
ESP,KHM,2,2
ESP,KOR,9,11
ESP,KWT,2,3
ESP,LAO,1,1
ESP,LBN,4,5
ESP,LBR,1,1
ESP,LBY,1,2
ESP,LCA,1,1
ESP,LIE,1,1
ESP,LKA,1,1
ESP,LTU,5,6
ESP,LUX,27,79
ESP,LVA,5,6
ESP,MAR,25,57
ESP,MDA,2,2
ESP,MEX,60,651
ESP,MKD,1,4
ESP,MLI,1,1
ESP,MLT,7,24
ESP,MNE,2,2
ESP,MNG,3,5
ESP,MOZ,4,8
ESP,MRT,3,3
ESP,MUS,2,6
ESP,MYS,9,37
ESP,NAM,2,2
ESP,NGA,1,3
ESP,NIC,4,5
ESP,NLD,40,158
ESP,NOR,16,41
ESP,NZL,8,30
ESP,OMN,9,22
ESP,PAK,1,1
ESP,PAN,22,53
ESP,PER,33,176
ESP,PHL,8,13
ESP,PNG,5,10
ESP,POL,34,232
ESP,PRT,74,1612
ESP,PRY,8,21
ESP,QAT,5,11
ESP,ROU,19,39
ESP,RUS,21,58
ESP,SAU,20,38
ESP,SEN,4,4
ESP,SGP,18,43
ESP,SLE,2,2
ESP,SLV,9,13
ESP,SRB,5,6
ESP,STP,1,1
ESP,SVK,16,41
ESP,SVN,2,2
ESP,SWE,19,259
ESP,SYR,1,1
ESP,TGO,2,3
ESP,THA,11,19
ESP,TKM,1,1
ESP,TLS,1,1
ESP,TTO,2,3
ESP,TUN,8,9
ESP,TUR,23,59
ESP,TWN,7,8
ESP,TZA,4,5
ESP,UGA,3,3
ESP,UKR,4,13
ESP,URY,23,105
ESP,USA,68,5805
ESP,UZB,3,4
ESP,VEN,15,48
ESP,VGB,1,1
ESP,VNM,7,9
ESP,WSM,1,1
ESP,YEM,1,1
ESP,YY,33,397
ESP,ZAF,18,107
ESP,ZMB,1,1
ESP,ZWE,1,1
EST,CYP,1,15
EST,DEU,1,3
EST,EST,2,19
EST,FIN,1,12
EST,GBR,1,1
EST,LTU,1,1
EST,LVA,1,5
EST,POL,1,1
EST,RUS,1,1
EST,SGP,1,1
EST,SWE,1,1
EST,USA,1,1
EST,YY,1,20
ETH,ETH,1,1
FIN,AFG,1,1
FIN,AGO,1,2
FIN,ARE,9,30
FIN,ARG,8,10
FIN,ARM,1,1
FIN,ATG,1,1
FIN,AUS,16,237
FIN,AUT,14,50
FIN,AZE,2,3
FIN,BEL,19,104
FIN,BEN,1,2
FIN,BFA,1,1
FIN,BGD,3,4
FIN,BGR,6,9
FIN,BHR,2,2
FIN,BLR,1,3
FIN,BOL,1,1
FIN,BRA,18,256
FIN,CAN,16,250
FIN,CHE,14,20
FIN,CHL,9,19
FIN,CHN,27,195
FIN,CMR,2,2
FIN,COL,4,6
FIN,CPV,1,2
FIN,CRI,1,2
FIN,CUB,1,1
FIN,CYM,3,5
FIN,CYP,3,7
FIN,CZE,19,80
FIN,DEU,30,350
FIN,DMA,1,1
FIN,DNK,25,227
FIN,DOM,2,2
FIN,DZA,2,5
FIN,ECU,5,7
FIN,EGY,5,8
FIN,ESP,22,199
FIN,EST,30,52
FIN,FIN,102,4722
FIN,FRA,23,150
FIN,GAB,1,1
FIN,GBR,27,254
FIN,GEO,1,1
FIN,GHA,1,2
FIN,GIB,1,1
FIN,GIN,2,3
FIN,GRC,8,16
FIN,GTM,3,6
FIN,GUY,1,1
FIN,HKG,17,33
FIN,HND,1,1
FIN,HRV,5,5
FIN,HUN,11,20
FIN,IDN,12,22
FIN,IND,15,43
FIN,IRL,10,16
FIN,IRN,1,1
FIN,ISR,3,3
FIN,ITA,19,86
FIN,JPN,14,19
FIN,KAZ,5,8
FIN,KEN,3,4
FIN,KGZ,1,1
FIN,KOR,12,21
FIN,LAO,1,1
FIN,LBN,1,1
FIN,LCA,1,1
FIN,LKA,3,5
FIN,LTU,22,32
FIN,LUX,7,14
FIN,LVA,19,30
FIN,MAR,4,6
FIN,MCO,1,1
FIN,MDA,1,1
FIN,MEX,13,45
FIN,MKD,2,2
FIN,MLI,1,1
FIN,MLT,2,2
FIN,MMR,2,3
FIN,MNG,1,1
FIN,MOZ,1,1
FIN,MRT,1,2
FIN,MYS,13,25
FIN,NAM,2,2
FIN,NGA,1,1
FIN,NIC,1,2
FIN,NLD,22,146
FIN,NOR,29,156
FIN,NZL,8,15
FIN,OMN,1,1
FIN,PAK,2,3
FIN,PAN,3,6
FIN,PER,5,5
FIN,PHL,5,10
FIN,PNG,2,2
FIN,POL,27,96
FIN,PRT,11,26
FIN,PRY,2,2
FIN,QAT,2,2
FIN,ROU,11,15
FIN,RUS,33,194
FIN,SAU,4,6
FIN,SEN,2,2
FIN,SGP,18,31
FIN,SLV,3,4
FIN,SRB,6,9
FIN,SUR,2,2
FIN,SVK,13,37
FIN,SVN,8,10
FIN,SWE,40,1379
FIN,TGO,1,1
FIN,THA,11,28
FIN,TUN,1,2
FIN,TUR,10,26
FIN,TWN,9,10
FIN,TZA,2,2
FIN,UGA,1,1
FIN,UKR,14,23
FIN,URY,5,12
FIN,USA,30,3203
FIN,UZB,1,2
FIN,VEN,3,6
FIN,VGB,3,4
FIN,VNM,11,14
FIN,YY,18,52
FIN,ZAF,12,40
FIN,ZMB,2,5
FRA,AGO,11,25
FRA,ALB,5,9
FRA,AND,4,4
FRA,ARE,58,215
FRA,ARG,47,168
FRA,ARM,4,5
FRA,AUS,70,2957
FRA,AUT,66,668
FRA,AZE,8,10
FRA,BDI,3,3
FRA,BEL,127,3736
FRA,BEN,12,21
FRA,BFA,13,21
FRA,BGD,4,5
FRA,BGR,46,112
FRA,BHR,13,32
FRA,BHS,4,5
FRA,BIH,5,7
FRA,BLR,7,7
FRA,BMU,10,41
FRA,BOL,3,4
FRA,BRA,103,9600
FRA,BRB,5,16
FRA,BRN,8,9
FRA,BTN,1,1
FRA,BWA,8,14
FRA,CAF,2,2
FRA,CAN,87,2313
FRA,CHE,98,801
FRA,CHL,51,277
FRA,CHN,88,1669
FRA,CIV,35,93
FRA,CMR,19,46
FRA,COD,9,27
FRA,COG,14,31
FRA,COL,54,162
FRA,COM,2,2
FRA,CPV,1,1
FRA,CRI,18,38
FRA,CUB,10,14
FRA,CUW,4,7
FRA,CYM,15,42
FRA,CYP,17,23
FRA,CZE,68,2162
FRA,DEU,120,5698
FRA,DJI,3,4
FRA,DMA,1,1
FRA,DNK,59,651
FRA,DOM,14,23
FRA,DZA,36,367
FRA,ECU,19,32
FRA,EGY,33,112
FRA,ERI,1,1
FRA,ESP,123,6816
FRA,EST,16,27
FRA,ETH,8,11
FRA,FIN,54,701
FRA,FJI,3,3
FRA,FRA,465,98362
FRA,GAB,18,45
FRA,GBR,119,8998
FRA,GEO,5,7
FRA,GHA,19,24
FRA,GIB,10,12
FRA,GIN,6,10
FRA,GMB,1,1
FRA,GNQ,4,5
FRA,GRC,50,156
FRA,GRD,1,1
FRA,GTM,13,19
FRA,GUY,4,5
FRA,HKG,81,385
FRA,HND,5,8
FRA,HRV,34,51
FRA,HTI,1,3
FRA,HUN,60,798
FRA,IDN,44,153
FRA,IND,73,401
FRA,IRL,56,283
FRA,IRN,11,21
FRA,IRQ,3,3
FRA,ISL,5,7
FRA,ISR,32,58
FRA,ITA,112,5755
FRA,JAM,7,11
FRA,JOR,9,24
FRA,JPN,59,197
FRA,KAZ,25,39
FRA,KEN,25,50
FRA,KGZ,2,2
FRA,KHM,9,15
FRA,KOR,52,181
FRA,KP,2,2
FRA,KV,6,40
FRA,KWT,7,11
FRA,LAO,2,3
FRA,LBN,20,40
FRA,LBR,5,10
FRA,LBY,7,8
FRA,LCA,1,1
FRA,LIE,2,3
FRA,LKA,6,11
FRA,LSO,3,4
FRA,LTU,28,42
