iso_partner,year,median_positive_misalignment,median_negative_misalignment,avg_positive_misalignment,avg_negative_misalignment,sd_positive_misalignment,sd_negative_misalignment,percentile_2_5_positive_misalignment,percentile_2_5_negative_misalignment,percentile_97_5_positive_misalignment,percentile_97_5_negative_misalignment,gdp_current_usd,gvt_health_expenditure,population,cit,etr_average_corrected,total_avg_positive_misalignment,total_avg_negative_misalignment,loss_incurred_cit_usd,loss_incurred_etr_usd,total_loss_cit,total_loss_etr,loss_inflicted_share,loss_inflicted_cit_usd,loss_inflicted_etr_usd
ABW,2019.0,0.1529977762328904,-0.0005071506688549888,0.15573800991035341,-0.0005162353532396276,0.00630131746041715,2.0887518357818334e-05,0.1529656062906936,-0.0005768557895093157,0.17402911858326522,-0.0005070035587942667,3395798882.68156,0.0,106442.0,0.25,0.1097439873564686,1473329.4303707627,-1240089.2811487105,-0.0001290588383099069,-5.66537260788918e-05,-243511.33071857743,-213760.43436562293,1.0570481163276702e-07,-0.025740319344051663,-0.02259550644915663
ABW,2019.0,0.1529977762328904,-0.0005071506688549888,0.15573800991035341,-0.0005162353532396276,0.00630131746041715,2.0887518357818334e-05,0.1529656062906936,-0.0005768557895093157,0.17402911858326522,-0.0005070035587942667,3395798882.68156,0.0,106442.0,0.25,0.1097439873564686,1473329.4303707627,-1240089.2811487105,-0.0001290588383099069,-5.66537260788918e-05,-243511.33071857743,-213760.43436562293,1.0570481163276702e-07,-0.025740319344051663,-0.02259550644915663
ABW,2020.0,1.964324796349204e-05,-0.08762986490029157,1.9960263436113708e-05,-0.08919971796154678,8.171316298262762e-07,0.0036130533470905,1.9565142415503306e-05,-0.09968827824141327,2.2327859891997588e-05,-0.08760057702267979,2558906303.88098,0.0,106585.0,0.25,0.0699794021039379,1585807.459474308,-1247494.7933691046,-0.022299929490386696,-0.006242142930788934,-210669.83012816196,-189973.37100691992,1.2586813939398732e-11,-2.651661954467912e-06,-2.3911594743044667e-06
ABW,2020.0,1.964324796349204e-05,-0.08762986490029157,1.9960263436113708e-05,-0.08919971796154678,8.171316298262762e-07,0.0036130533470905,1.9565142415503306e-05,-0.09968827824141327,2.2327859891997588e-05,-0.08760057702267979,2558906303.88098,0.0,106585.0,0.25,0.0699794021039379,1585807.459474308,-1247494.7933691046,-0.022299929490386696,-0.006242142930788934,-210669.83012816196,-189973.37100691992,1.2586813939398732e-11,-2.651661954467912e-06,-2.3911594743044667e-06
ABW,2020.0,1.964324796349204e-05,-0.08762986490029157,1.9960263436113708e-05,-0.08919971796154678,8.171316298262762e-07,0.0036130533470905,1.9565142415503306e-05,-0.09968827824141327,2.2327859891997588e-05,-0.08760057702267979,2558906303.88098,0.0,106585.0,0.25,0.0699794021039379,1585807.459474308,-1247494.7933691046,-0.022299929490386696,-0.006242142930788934,-210669.83012816196,-189973.37100691992,1.2586813939398732e-11,-2.651661954467912e-06,-2.3911594743044667e-06
ABW,2021.0,0.016644244851141427,-0.15742643178443239,0.01694419875799248,-0.1602467047637749,0.0006862866858584455,0.006513523693430649,0.016643385533669335,-0.17916086482813418,0.018936303570113347,-0.1573592057374922,3103184101.51354,0.0,106537.0,0.25,0.0715666544999897,1040528.4419489814,-1130695.7387311675,-0.040061676190943724,-0.011468320554590931,-170621.33062327662,-170286.03921121365,1.628422451024484e-08,-0.0027784360541061497,-0.002772976093475759
ABW,2021.0,0.016644244851141427,-0.15742643178443239,0.01694419875799248,-0.1602467047637749,0.0006862866858584455,0.006513523693430649,0.016643385533669335,-0.17916086482813418,0.018936303570113347,-0.1573592057374922,3103184101.51354,0.0,106537.0,0.25,0.0715666544999897,1040528.4419489814,-1130695.7387311675,-0.040061676190943724,-0.011468320554590931,-170621.33062327662,-170286.03921121365,1.628422451024484e-08,-0.0027784360541061497,-0.002772976093475759
ABW,2021.0,0.016644244851141427,-0.15742643178443239,0.01694419875799248,-0.1602467047637749,0.0006862866858584455,0.006513523693430649,0.016643385533669335,-0.17916086482813418,0.018936303570113347,-0.1573592057374922,3103184101.51354,0.0,106537.0,0.25,0.0715666544999897,1040528.4419489814,-1130695.7387311675,-0.040061676190943724,-0.011468320554590931,-170621.33062327662,-170286.03921121365,1.628422451024484e-08,-0.0027784360541061497,-0.002772976093475759
ABW,2021.0,0.016644244851141427,-0.15742643178443239,0.01694419875799248,-0.1602467047637749,0.0006862866858584455,0.006513523693430649,0.016643385533669335,-0.17916086482813418,0.018936303570113347,-0.1573592057374922,3103184101.51354,0.0,106537.0,0.25,0.0715666544999897,1040528.4419489814,-1130695.7387311675,-0.040061676190943724,-0.011468320554590931,-170621.33062327662,-170286.03921121365,1.628422451024484e-08,-0.0027784360541061497,-0.002772976093475759
AFG,2016.0,0.0,-1.152924976840615e-05,0.0,-1.1567897916469601e-05,0.0,9.658892664608772e-08,0.0,-1.1848026405730783e-05,0.0,-1.15184105337681e-05,18116572395.0772,108140731.84,34636207.0,0.2,0.0979851339218924,241480.65761403742,-197399.0220908607,-2.3135795832939203e-06,-1.1334820265400539e-06,-41860.78933717287,-46025.447648869376,0.0,-0.0,-0.0
AFG,2017.0,0.0,-0.07489118339406245,0.0,-0.07515023880927348,0.0,0.0006307167209229943,0.0,-0.0769841997798241,0.0,-0.07486656947027219,18753456497.8159,121528826.51,35643418.0,0.2,0.1503432686517048,729772.2581859297,-628457.57180211,-0.015030047761854695,-0.011298332542542375,-114705.62143170962,-135171.86524955707,0.0,-0.0,-0.0
