"year","cou","own","isic","GO","flag_go","GVA","flag_gva","EXGR","flag_exgr","IMGR","flag_imgr"
2008,"AUS","D_MNE","J62T63",9202.232043244,"e",4072.177902847,"e",264.821172889433,"e",271.475157513,"e"
2008,"AUS","D_MNE","K64T66",41120.370608145,"e",22477.733158801,"e",907.576345087166,"e",787.37204625,"e"
2008,"AUS","D_MNE","L68",7854.515373418,"e",5409.219159856,"e",65.0543882025829,"e",66.060778153,"e"
2008,"AUS","D_MNE","M69T75",19844.28691214,"e",9158.189934531,"e",1113.84378596452,"e",672.686090689,"e"
2008,"AUS","D_MNE","N77T82",12033.464455966,"e",6198.350095725,"e",602.30067301103,"e",332.224494238,"e"
2008,"AUS","D_MNE","O84",0,"",0,"",0,"",0,""
2008,"AUS","D_MNE","P85",520.111246574,"e",283.071282322,"e",57.0009137543936,"e",26.418101093,"e"
2008,"AUS","D_MNE","Q86T88",955.638829104,"e",605.438011565,"e",6.75212090339353,"e",42.688417942,"e"
2008,"AUS","D_MNE","R90T93",1853.008370381,"e",750.838266391,"e",74.1529982803174,"e",134.773411698,"e"
2008,"AUS","D_MNE","S94T96",616.75976656,"e",309.034883174,"e",14.4400765185284,"e",45.876501844,"e"
2008,"AUS","D_MNE","T97T98",0,"",0,"",0,"",0,""
2008,"AUS","D_OTH","A01T03",54435.244033681,"e",23261.271992173,"e",7406.3338974249,"e",3196.746617379,"e"
2008,"AUS","D_OTH","B05T09",61665.150152183,"e",38648.723018566,"e",20627.2254528273,"e",1800.481936476,"e"
2008,"AUS","D_OTH","C10T12",34533.832548423,"e",9295.130655623,"e",5200.41313421433,"e",1550.154357982,"e"
2008,"AUS","D_OTH","C13T15",4601.84686175,"e",1646.598247513,"e",340.552100123552,"e",582.298695566,"e"
2008,"AUS","D_OTH","C16",7438.444542524,"e",2624.662647107,"e",743.77595975775,"e",377.236702654,"e"
2008,"AUS","D_OTH","C17T18",6654.987180717,"e",2821.56945619,"e",280.777582708974,"e",503.171924313,"e"
2008,"AUS","D_OTH","C19",9531.360148254,"e",1344.621894305,"e",1071.79707948206,"e",3209.159293779,"e"
2008,"AUS","D_OTH","C20",1807.804121072,"e",696.613561823,"e",218.434038508458,"e",233.863534035,"e"
2008,"AUS","D_OTH","C21",147.184965246,"e",55.420495516,"e",15.597260197262,"e",9.67497039,"e"
2008,"AUS","D_OTH","C22",4708.888041685,"e",1765.335071366,"e",318.329025394184,"e",590.11622901,"e"
2008,"AUS","D_OTH","C23",7402.432070739,"e",2534.91713977,"e",224.485934758557,"e",540.136641894,"e"
2008,"AUS","D_OTH","C24",17141.523125123,"e",3522.476896493,"e",8295.62239553681,"e",2013.473407348,"e"
2008,"AUS","D_OTH","C25",16248.702771017,"e",6701.694980197,"e",1008.97135608634,"e",1230.615811304,"e"
2008,"AUS","D_OTH","C26",607.534800545,"e",364.826059588,"e",55.1679868452436,"e",62.11231284,"e"
2008,"AUS","D_OTH","C27",1526.010012699,"e",719.397598108,"e",82.443316558716,"e",161.676029183,"e"
2008,"AUS","D_OTH","C28",2011.668780152,"e",943.00122415,"e",179.816855672357,"e",198.357165657,"e"
2008,"AUS","D_OTH","C29",204.079461989,"e",88.731949571,"e",13.6215523682408,"e",25.667937679,"e"
2008,"AUS","D_OTH","C30",1587.49856771,"e",615.491891548,"e",147.632222797883,"e",201.76385036,"e"
2008,"AUS","D_OTH","C31T33",3422.734061158,"e",1446.040764712,"e",162.968392647907,"e",430.362207612,"e"
2008,"AUS","D_OTH","D35_E36T39",29741.398326976,"e",12851.178736758,"e",129.209488557752,"e",814.310011405,"e"
2008,"AUS","D_OTH","F41T43",191384.900836044,"e",63332.086482358,"e",859.140876639171,"e",11178.435941497,"e"
2008,"AUS","D_OTH","G45T47",106316.462261129,"e",61627.870241824,"e",13559.6524834363,"e",4197.186766276,"e"
2008,"AUS","D_OTH","H49",25408.800718207,"e",12457.422224477,"e",1918.55945531524,"e",2001.315673142,"e"
2008,"AUS","D_OTH","H50",4883.122168149,"e",2727.746046879,"e",604.825702081478,"e",131.1956127,"e"
2008,"AUS","D_OTH","H51",6181.798173847,"e",2551.761867412,"e",1833.68635840937,"e",450.537089108,"e"
2008,"AUS","D_OTH","H52",21692.605359244,"e",11333.630263599,"e",910.989185295196,"e",275.244444047,"e"
2008,"AUS","D_OTH","H53",4283.623787054,"e",2112.352911796,"e",499.059139851206,"e",325.465743693,"e"
2008,"AUS","D_OTH","I55T56",43921.442157122,"e",20999.700979141,"e",4388.63771760752,"e",1757.984135034,"e"
2008,"AUS","D_OTH","J58T60",11163.872268518,"e",6905.027266337,"e",454.615877875255,"e",349.51656291,"e"
2008,"AUS","D_OTH","J61",12337.06434556,"e",6420.503992405,"e",301.163320162751,"e",495.537878561,"e"
2008,"AUS","D_OTH","J62T63",14163.069729753,"e",9101.419488042,"e",407.583775137658,"e",331.444078975,"e"
2008,"AUS","D_OTH","K64T66",58310.346967642,"e",38666.255057262,"e",922.449797576131,"e",887.624018085,"e"
2008,"AUS","D_OTH","L68",131609.527034521,"e",91828.345319273,"e",772.034450849534,"e",1267.861527302,"e"
2008,"AUS","D_OTH","M69T75",68562.233693552,"e",33849.7697171141,"e",2372.90306431357,"e",1913.126759008,"e"
2008,"AUS","D_OTH","N77T82",40907.451806737,"e",21117.488493362,"e",1549.04772866126,"e",1000.580937848,"e"
2008,"AUS","D_OTH","O84",83034.130200008,"",52339.717389024,"",68.797604488,"",2501.339497388,""
2008,"AUS","D_OTH","P85",61273.888207991,"e",44048.125002121,"e",5403.75141887283,"e",1841.351654666,"e"
2008,"AUS","D_OTH","Q86T88",83055.815555691,"e",57369.97222725,"e",373.288768065986,"e",4560.906562627,"e"
