Country or Area,SNA93 Table Code,Sub Group,Item,SNA93 Item Code,Year,Series,Currency,SNA System,Fiscal Year Type,Value,Value Footnotes
Israel,3.2,Individual consumption expenditure of households,Health,6,2012,1000,new sheqel,2008,Western calendar year,16685147300,
Israel,3.2,Individual consumption expenditure of households,Transport,7,2012,1100,new sheqel,2008,Western calendar year,80846414800,
Israel,3.2,Individual consumption expenditure of households,Transport,7,2012,1000,new sheqel,2008,Western calendar year,80353243200,
Israel,3.2,Individual consumption expenditure of households,Communication,8,2012,1100,new sheqel,2008,Western calendar year,32549122300,
Israel,3.2,Individual consumption expenditure of households,Communication,8,2012,1000,new sheqel,2008,Western calendar year,20646105300,
Israel,3.2,Individual consumption expenditure of households,Recreation and culture,9,2012,1100,new sheqel,2008,Western calendar year,32468921600,
Israel,3.2,Individual consumption expenditure of households,Recreation and culture,9,2012,1000,new sheqel,2008,Western calendar year,36250973400,
Israel,3.2,Individual consumption expenditure of households,Education,10,2012,1100,new sheqel,2008,Western calendar year,16898845500,
Israel,3.2,Individual consumption expenditure of households,Education,10,2012,1000,new sheqel,2008,Western calendar year,16155110100,
Israel,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2012,1100,new sheqel,2008,Western calendar year,27378979100,
Israel,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2012,1000,new sheqel,2008,Western calendar year,35144784500,
Israel,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2012,1100,new sheqel,2008,Western calendar year,65535155000,
Israel,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2012,1000,new sheqel,2008,Western calendar year,66315016000,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2012,1100,new sheqel,2008,Western calendar year,5.45516E+11,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2012,1000,new sheqel,2008,Western calendar year,5.45516E+11,
Israel,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2012,1100,new sheqel,2008,Western calendar year,12774251700,
Israel,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2012,1000,new sheqel,2008,Western calendar year,12774134700,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Health,13.2,2012,1100,new sheqel,2008,Western calendar year,952800000,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Health,13.2,2012,1000,new sheqel,2008,Western calendar year,952800000,
Israel,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2012,1100,new sheqel,2008,Western calendar year,16742795600,
Israel,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2012,1000,new sheqel,2008,Western calendar year,21013087700,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Recreation and culture,13.3,2012,1100,new sheqel,2008,Western calendar year,2608482984,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Recreation and culture,13.3,2012,1000,new sheqel,2008,Western calendar year,2616537874,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2012,1100,new sheqel,2008,Western calendar year,5.41548E+11,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2012,1000,new sheqel,2008,Western calendar year,5.37277E+11,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Education,13.4,2012,1100,new sheqel,2008,Western calendar year,1885600151,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Education,13.4,2012,1000,new sheqel,2008,Western calendar year,1885500232,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Social protection,13.5,2012,1100,new sheqel,2008,Western calendar year,3580160947,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Social protection,13.5,2012,1000,new sheqel,2008,Western calendar year,3598877717,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Other services,13.6,2012,1100,new sheqel,2008,Western calendar year,4290418717,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Other services,13.6,2012,1000,new sheqel,2008,Western calendar year,4305469205,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2012,1100,new sheqel,2008,Western calendar year,13317462799,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2012,1000,new sheqel,2008,Western calendar year,13359185028,
Israel,3.2,Individual consumption expenditure of general government,Health,14.2,2012,1100,new sheqel,2008,Western calendar year,43015000913,
Israel,3.2,Individual consumption expenditure of general government,Health,14.2,2012,1000,new sheqel,2008,Western calendar year,43013981907,
Israel,3.2,Individual consumption expenditure of general government,Recreation and culture,14.3,2012,1100,new sheqel,2008,Western calendar year,5860352730,
Israel,3.2,Individual consumption expenditure of general government,Recreation and culture,14.3,2012,1000,new sheqel,2008,Western calendar year,5936089085,
Israel,3.2,Individual consumption expenditure of general government,Education,14.4,2012,1100,new sheqel,2008,Western calendar year,53515125603,
Israel,3.2,Individual consumption expenditure of general government,Education,14.4,2012,1000,new sheqel,2008,Western calendar year,53650014332,
Israel,3.2,Individual consumption expenditure of general government,Social protection,14.5,2012,1100,new sheqel,2008,Western calendar year,14189984923,
Israel,3.2,Individual consumption expenditure of general government,Social protection,14.5,2012,1000,new sheqel,2008,Western calendar year,14193425052,
Israel,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2012,1100,new sheqel,2008,Western calendar year,1.1658E+11,
Israel,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2012,1000,new sheqel,2008,Western calendar year,1.16794E+11,
Israel,3.2,,Equals: Total actual individual consumption,P.41,2012,1100,new sheqel,2008,Western calendar year,6.71446E+11,
Israel,3.2,,Equals: Total actual individual consumption,P.41,2012,1000,new sheqel,2008,Western calendar year,6.6743E+11,
Israel,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2011,1100,new sheqel,2008,Western calendar year,78831995100,
Israel,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2011,1000,new sheqel,2008,Western calendar year,78893122000,
Israel,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2011,100,new sheqel                              ,1993,Western calendar year,78275000000,
Israel,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2011,1100,new sheqel,2008,Western calendar year,13415514700,
Israel,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2011,1000,new sheqel,2008,Western calendar year,13354391000,
Israel,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2011,100,new sheqel                              ,1993,Western calendar year,11788000000,
Israel,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2011,1100,new sheqel,2008,Western calendar year,15630836800,
Israel,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2011,1000,new sheqel,2008,Western calendar year,15374901000,
Israel,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2011,100,new sheqel                              ,1993,Western calendar year,15551000000,
Israel,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2011,1100,new sheqel,2008,Western calendar year,1.19734E+11,
Israel,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2011,1000,new sheqel,2008,Western calendar year,1.19734E+11,
Israel,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2011,100,new sheqel                              ,1993,Western calendar year,1.48019E+11,
Israel,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2011,1100,new sheqel,2008,Western calendar year,29906345300,
Israel,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2011,1000,new sheqel,2008,Western calendar year,30958276200,
Israel,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2011,100,new sheqel                              ,1993,Western calendar year,45247000000,
Israel,3.2,Individual consumption expenditure of households,Health,6,2011,1100,new sheqel,2008,Western calendar year,15852962100,
Israel,3.2,Individual consumption expenditure of households,Health,6,2011,1000,new sheqel,2008,Western calendar year,15852962300,
Israel,3.2,Individual consumption expenditure of households,Health,6,2011,100,new sheqel                              ,1993,Western calendar year,21532000000,
Israel,3.2,Individual consumption expenditure of households,Transport,7,2011,1100,new sheqel,2008,Western calendar year,78321660100,
Israel,3.2,Individual consumption expenditure of households,Transport,7,2011,1000,new sheqel,2008,Western calendar year,77851886700,
Israel,3.2,Individual consumption expenditure of households,Transport,7,2011,100,new sheqel                              ,1993,Western calendar year,52797000000,
Israel,3.2,Individual consumption expenditure of households,Communication,8,2011,1100,new sheqel,2008,Western calendar year,34212231700,
Israel,3.2,Individual consumption expenditure of households,Communication,8,2011,1000,new sheqel,2008,Western calendar year,23155187100,
Israel,3.2,Individual consumption expenditure of households,Communication,8,2011,100,new sheqel                              ,1993,Western calendar year,19408000000,
Israel,3.2,Individual consumption expenditure of households,Recreation and culture,9,2011,1100,new sheqel,2008,Western calendar year,31007795900,
Israel,3.2,Individual consumption expenditure of households,Recreation and culture,9,2011,1000,new sheqel,2008,Western calendar year,34342197300,
Israel,3.2,Individual consumption expenditure of households,Recreation and culture,9,2011,100,new sheqel                              ,1993,Western calendar year,26909000000,
Israel,3.2,Individual consumption expenditure of households,Education,10,2011,1100,new sheqel,2008,Western calendar year,16102532900,
Israel,3.2,Individual consumption expenditure of households,Education,10,2011,1000,new sheqel,2008,Western calendar year,15394181900,
Israel,3.2,Individual consumption expenditure of households,Education,10,2011,100,new sheqel                              ,1993,Western calendar year,15529000000,
Israel,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2011,1100,new sheqel,2008,Western calendar year,25865376700,
Israel,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2011,1000,new sheqel,2008,Western calendar year,33245267800,
Israel,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2011,100,new sheqel                              ,1993,Western calendar year,30785000000,
Israel,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2011,1100,new sheqel,2008,Western calendar year,62547265800,
Israel,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2011,1000,new sheqel,2008,Western calendar year,63272147700,
Israel,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2011,100,new sheqel                              ,1993,Western calendar year,39215000000,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2011,1100,new sheqel,2008,Western calendar year,5.21428E+11,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2011,1000,new sheqel,2008,Western calendar year,5.21428E+11,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2011,100,new sheqel                              ,1993,Western calendar year,5.05055E+11,
Israel,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2011,1100,new sheqel,2008,Western calendar year,11291834200,
Israel,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2011,1000,new sheqel,2008,Western calendar year,11291939500,
Israel,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2011,100,new sheqel                              ,1993,Western calendar year,10570000000,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Health,13.2,2011,1100,new sheqel,2008,Western calendar year,938000000,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Health,13.2,2011,1000,new sheqel,2008,Western calendar year,938000000,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Health,13.2,2011,100,new sheqel                              ,1993,Western calendar year,1731299768,
Israel,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2011,1100,new sheqel,2008,Western calendar year,14537787100,
Israel,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2011,1000,new sheqel,2008,Western calendar year,18455049100,
Israel,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2011,100,new sheqel                              ,1993,Western calendar year,17819000000,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Recreation and culture,13.3,2011,1100,new sheqel,2008,Western calendar year,2457510480,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Recreation and culture,13.3,2011,1000,new sheqel,2008,Western calendar year,2463905590,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Recreation and culture,13.3,2011,100,new sheqel                              ,1993,Western calendar year,3504344448,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2011,1100,new sheqel,2008,Western calendar year,5.18182E+11,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2011,1000,new sheqel,2008,Western calendar year,5.14265E+11,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2011,100,new sheqel                              ,1993,Western calendar year,4.97806E+11,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Education,13.4,2011,1100,new sheqel,2008,Western calendar year,1750600071,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Education,13.4,2011,1000,new sheqel,2008,Western calendar year,1750600130,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Education,13.4,2011,100,new sheqel                              ,1993,Western calendar year,1119410084,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Social protection,13.5,2011,1100,new sheqel,2008,Western calendar year,3538150158,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Social protection,13.5,2011,1000,new sheqel,2008,Western calendar year,3552846550,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Social protection,13.5,2011,100,new sheqel                              ,1993,Western calendar year,2937885897,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Other services,13.6,2011,1100,new sheqel,2008,Western calendar year,3713832660,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Other services,13.6,2011,1000,new sheqel,2008,Western calendar year,3725781865,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Other services,13.6,2011,100,new sheqel                              ,1993,Western calendar year,3894897457,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2011,1100,new sheqel,2008,Western calendar year,12398093370,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2011,1000,new sheqel,2008,Western calendar year,12431134134,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2011,100,new sheqel                              ,1993,Western calendar year,13187837655,
Israel,3.2,Individual consumption expenditure of general government,Housing,14.1,2011,100,new sheqel                              ,1993,Western calendar year,652432801.7,
Israel,3.2,Individual consumption expenditure of general government,Health,14.2,2011,1100,new sheqel,2008,Western calendar year,39850292951,
Israel,3.2,Individual consumption expenditure of general government,Health,14.2,2011,1000,new sheqel,2008,Western calendar year,39849382839,
Israel,3.2,Individual consumption expenditure of general government,Health,14.2,2011,100,new sheqel                              ,1993,Western calendar year,38602214372,
Israel,3.2,Individual consumption expenditure of general government,Recreation and culture,14.3,2011,1100,new sheqel,2008,Western calendar year,5809711036,
Israel,3.2,Individual consumption expenditure of general government,Recreation and culture,14.3,2011,1000,new sheqel,2008,Western calendar year,5878977373,
Israel,3.2,Individual consumption expenditure of general government,Recreation and culture,14.3,2011,100,new sheqel                              ,1993,Western calendar year,6327288043,
Israel,3.2,Individual consumption expenditure of general government,Education,14.4,2011,1100,new sheqel,2008,Western calendar year,48796394375,
Israel,3.2,Individual consumption expenditure of general government,Education,14.4,2011,1000,new sheqel,2008,Western calendar year,48951749060,
Israel,3.2,Individual consumption expenditure of general government,Education,14.4,2011,100,new sheqel                              ,1993,Western calendar year,52288380410,
Israel,3.2,Individual consumption expenditure of general government,Social protection,14.5,2011,1100,new sheqel,2008,Western calendar year,12978077505,
Israel,3.2,Individual consumption expenditure of general government,Social protection,14.5,2011,1000,new sheqel,2008,Western calendar year,12983994018,
Israel,3.2,Individual consumption expenditure of general government,Social protection,14.5,2011,100,new sheqel                              ,1993,Western calendar year,12673856011,
Israel,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2011,1100,new sheqel,2008,Western calendar year,1.07434E+11,
Israel,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2011,1000,new sheqel,2008,Western calendar year,1.07664E+11,
Israel,3.2,Individual consumption expenditure of general government,Equals: Individual consumption expenditure of general government,P.31/14,2011,100,new sheqel                              ,1993,Western calendar year,1.10544E+11,
Israel,3.2,,Equals: Total actual individual consumption,P.41,2011,1100,new sheqel,2008,Western calendar year,6.38015E+11,
Israel,3.2,,Equals: Total actual individual consumption,P.41,2011,1000,new sheqel,2008,Western calendar year,6.34361E+11,
Israel,3.2,,Equals: Total actual individual consumption,P.41,2011,100,new sheqel                              ,1993,Western calendar year,6.21538E+11,
Israel,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2010,1100,new sheqel,2008,Western calendar year,74751746300,
Israel,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2010,1000,new sheqel,2008,Western calendar year,74813251000,
Israel,3.2,Individual consumption expenditure of households,Food and non-alcoholic beverages,1,2010,100,new sheqel                              ,1993,Western calendar year,73157000000,
Israel,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2010,1100,new sheqel,2008,Western calendar year,12330081600,
Israel,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2010,1000,new sheqel,2008,Western calendar year,12268576000,
Israel,3.2,Individual consumption expenditure of households,"Alcoholic beverages, tobacco and narcotics",2,2010,100,new sheqel                              ,1993,Western calendar year,10943000000,
Israel,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2010,1100,new sheqel,2008,Western calendar year,13914474900,
Israel,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2010,1000,new sheqel,2008,Western calendar year,13680383000,
Israel,3.2,Individual consumption expenditure of households,Clothing and footwear,3,2010,100,new sheqel                              ,1993,Western calendar year,14127000000,
Israel,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2010,1100,new sheqel,2008,Western calendar year,1.10969E+11,
Israel,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2010,1000,new sheqel,2008,Western calendar year,1.10969E+11,
Israel,3.2,Individual consumption expenditure of households,"Housing, water, electricity, gas and other fuels",4,2010,100,new sheqel                              ,1993,Western calendar year,1.3647E+11,
Israel,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2010,1100,new sheqel,2008,Western calendar year,28252587100,
Israel,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2010,1000,new sheqel,2008,Western calendar year,29263930600,
Israel,3.2,Individual consumption expenditure of households,"Furnishings, household equipment and routine maintenance of the house",5,2010,100,new sheqel                              ,1993,Western calendar year,41816000000,
Israel,3.2,Individual consumption expenditure of households,Health,6,2010,1100,new sheqel,2008,Western calendar year,14966699600,
Israel,3.2,Individual consumption expenditure of households,Health,6,2010,1000,new sheqel,2008,Western calendar year,14966699500,
Israel,3.2,Individual consumption expenditure of households,Health,6,2010,100,new sheqel                              ,1993,Western calendar year,19864000000,
Israel,3.2,Individual consumption expenditure of households,Transport,7,2010,1100,new sheqel,2008,Western calendar year,71878056200,
Israel,3.2,Individual consumption expenditure of households,Transport,7,2010,1000,new sheqel,2008,Western calendar year,71444915600,
Israel,3.2,Individual consumption expenditure of households,Transport,7,2010,100,new sheqel                              ,1993,Western calendar year,49986000000,
Israel,3.2,Individual consumption expenditure of households,Communication,8,2010,1100,new sheqel,2008,Western calendar year,31413904500,
Israel,3.2,Individual consumption expenditure of households,Communication,8,2010,1000,new sheqel,2008,Western calendar year,20377632500,
Israel,3.2,Individual consumption expenditure of households,Communication,8,2010,100,new sheqel                              ,1993,Western calendar year,19818000000,
Israel,3.2,Individual consumption expenditure of households,Recreation and culture,9,2010,1100,new sheqel,2008,Western calendar year,29359936700,
Israel,3.2,Individual consumption expenditure of households,Recreation and culture,9,2010,1000,new sheqel,2008,Western calendar year,33267291800,
Israel,3.2,Individual consumption expenditure of households,Recreation and culture,9,2010,100,new sheqel                              ,1993,Western calendar year,25870000000,
Israel,3.2,Individual consumption expenditure of households,Education,10,2010,1100,new sheqel,2008,Western calendar year,15026631800,
Israel,3.2,Individual consumption expenditure of households,Education,10,2010,1000,new sheqel,2008,Western calendar year,14351475800,
Israel,3.2,Individual consumption expenditure of households,Education,10,2010,100,new sheqel                              ,1993,Western calendar year,14478000000,
Israel,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2010,1100,new sheqel,2008,Western calendar year,23584670700,
Israel,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2010,1000,new sheqel,2008,Western calendar year,30423655200,
Israel,3.2,Individual consumption expenditure of households,Restaurants and hotels,11,2010,100,new sheqel                              ,1993,Western calendar year,28566000000,
Israel,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2010,1100,new sheqel,2008,Western calendar year,58916980200,
Israel,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2010,1000,new sheqel,2008,Western calendar year,59537958100,
Israel,3.2,Individual consumption expenditure of households,Miscellaneous goods and services,12,2010,100,new sheqel                              ,1993,Western calendar year,36750000000,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2010,1100,new sheqel,2008,Western calendar year,4.85364E+11,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2010,1000,new sheqel,2008,Western calendar year,4.85364E+11,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure in domestic market,P.31,2010,100,new sheqel                              ,1993,Western calendar year,4.71845E+11,
Israel,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2010,1100,new sheqel,2008,Western calendar year,11430133100,
Israel,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2010,1000,new sheqel,2008,Western calendar year,11430111500,
Israel,3.2,Individual consumption expenditure of households,Plus: Direct purchases abroad by residents,,2010,100,new sheqel                              ,1993,Western calendar year,10745000000,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Health,13.2,2010,1100,new sheqel,2008,Western calendar year,899100000,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Health,13.2,2010,1000,new sheqel,2008,Western calendar year,899100000,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Health,13.2,2010,100,new sheqel                              ,1993,Western calendar year,1641402560,
Israel,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2010,1100,new sheqel,2008,Western calendar year,14388872400,
Israel,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2010,1000,new sheqel,2008,Western calendar year,18357544300,
Israel,3.2,Individual consumption expenditure of households,Less: Direct purchases in domestic market by non-residents,,2010,100,new sheqel                              ,1993,Western calendar year,18074000000,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Recreation and culture,13.3,2010,1100,new sheqel,2008,Western calendar year,2281243459,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Recreation and culture,13.3,2010,1000,new sheqel,2008,Western calendar year,2286183177,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Recreation and culture,13.3,2010,100,new sheqel                              ,1993,Western calendar year,3229459561,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2010,1100,new sheqel,2008,Western calendar year,4.82406E+11,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2010,1000,new sheqel,2008,Western calendar year,4.78437E+11,
Israel,3.2,Individual consumption expenditure of households,Equals: Household final consumption expenditure,P.31,2010,100,new sheqel                              ,1993,Western calendar year,4.64516E+11,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Education,13.4,2010,1100,new sheqel,2008,Western calendar year,1686700083,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Education,13.4,2010,1000,new sheqel,2008,Western calendar year,1686600312,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Education,13.4,2010,100,new sheqel                              ,1993,Western calendar year,1060371031,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Social protection,13.5,2010,1100,new sheqel,2008,Western calendar year,3227986153,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Social protection,13.5,2010,1000,new sheqel,2008,Western calendar year,3239178516,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Social protection,13.5,2010,100,new sheqel                              ,1993,Western calendar year,2725508039,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Other services,13.6,2010,1100,new sheqel,2008,Western calendar year,3540351731,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Other services,13.6,2010,1000,new sheqel,2008,Western calendar year,3549581549,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Other services,13.6,2010,100,new sheqel                              ,1993,Western calendar year,3599817545,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2010,1100,new sheqel,2008,Western calendar year,11635381425,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2010,1000,new sheqel,2008,Western calendar year,11660643554,
Israel,3.2,Individual consumption expenditure of non-profit institutions serving households (NPISHs),Equals: NPISHs final consumption expenditure,P.31/13,2010,100,new sheqel                              ,1993,Western calendar year,12256558736,
Israel,3.2,Individual consumption expenditure of general government,Housing,14.1,2010,100,new sheqel                              ,1993,Western calendar year,579700186.3,
Israel,3.2,Individual consumption expenditure of general government,Health,14.2,2010,1100,new sheqel,2008,Western calendar year,37478716408,
Israel,3.2,Individual consumption expenditure of general government,Health,14.2,2010,1000,new sheqel,2008,Western calendar year,37477837846,
Israel,3.2,Individual consumption expenditure of general government,Health,14.2,2010,100,new sheqel                              ,1993,Western calendar year,36700657666,
Israel,3.2,Individual consumption expenditure of general government,Recreation and culture,14.3,2010,1100,new sheqel,2008,Western calendar year,5467088981,
Israel,3.2,Individual consumption expenditure of general government,Recreation and culture,14.3,2010,1000,new sheqel,2008,Western calendar year,5517080339,
Israel,3.2,Individual consumption expenditure of general government,Recreation and culture,14.3,2010,100,new sheqel                              ,1993,Western calendar year,5866655437,
Israel,3.2,Individual consumption expenditure of general government,Education,14.4,2010,1100,new sheqel,2008,Western calendar year,45159011811,
Israel,3.2,Individual consumption expenditure of general government,Education,14.4,2010,1000,new sheqel,2008,Western calendar year,45303415898,
Israel,3.2,Individual consumption expenditure of general government,Education,14.4,2010,100,new sheqel                              ,1993,Western calendar year,48247766569,
Israel,3.2,Individual consumption expenditure of general government,Social protection,14.5,2010,1100,new sheqel,2008,Western calendar year,12114786495,
Israel,3.2,Individual consumption expenditure of general government,Social protection,14.5,2010,1000,new sheqel,2008,Western calendar year,12117035449,
Israel,3.2,Individual consumption expenditure of general government,Social protection,14.5,2010,100,new sheqel                              ,1993,Western calendar year,12148670295,
