year,sample_name,formula_name,etr_name,rate_mode,n_countries,total_shifted_musd,total_tax_loss_musd,total_tax_gain_musd,total_revenue_gain_from_ut_musd,total_current_tax_paid_cash_musd,revenue_gain_from_ut_pct_of_current_tax_paid
2022,disaggregated,employees_payroll,average,loss_cit_gain_etr,226,449007.6476625819,110711.09976223815,43358.47682274389,67352.62293949428,489024.2624681231,13.772859162357951
2016,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,343073.4958489636,123866.5278964782,27622.119858794453,96244.40803768374,276598.97115195054,34.795649324672134
2017,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,487240.3939962412,180505.11601238,42086.34323313109,138418.77277924892,327312.3011115984,42.28951136549387
2018,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,279434.04355793784,79760.20089609099,23644.189565000863,56116.011331090114,249348.81259853733,22.505024486095863
2019,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,354595.2821418769,74540.28445973048,29309.266573258472,45231.01788647201,327120.27281339164,13.82702988642786
2020,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,518969.6205361728,95871.0278711209,39693.28432334373,56177.74354777717,301567.1847649635,18.628599657340427
2021,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,460061.9747379914,70205.29297006491,39657.89125197198,30547.401718092933,404738.3144899063,7.547445009398721
2022,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,449007.6476625819,76631.81578307434,43358.47682274389,33273.33896033045,489024.2624681231,6.804026203607713
2016,disaggregated,sales_employees,average,loss_cit_gain_cit,226,321985.20341807127,117653.0573065718,59426.89442336939,58226.16288320242,276598.97115195054,21.05075179445107
2017,disaggregated,sales_employees,average,loss_cit_gain_cit,226,443368.3684190429,158953.7454644978,84197.18124045242,74756.56422404539,327312.3011115984,22.83952175648811
2018,disaggregated,sales_employees,average,loss_cit_gain_cit,226,248211.36033872692,66559.12226727576,43778.59364210466,22780.52862517109,249348.81259853733,9.136008464515433
2019,disaggregated,sales_employees,average,loss_cit_gain_cit,226,324693.85229809175,86541.01901789356,57955.898946117646,28585.12007177592,327120.27281339164,8.738412885856981
