iso3,year,commodity,sub_commodity,bgs_commodity_code,hs_code,production,unit,source
MWI,2019,coal,Coal,613,,54728.0,tonnes (metric),BGS_WMS
MWI,2019,iron ore,,662,2601,3000.0,tonnes (metric),BGS_WMS
MWI,2019,phosphate rock,,738,2510,1753.0,tonnes (metric),BGS_WMS
MLI,2019,"silver, mine",,1995,7106,2700.0,kilograms (metal content),BGS_WMS
AGO,2019,diamond,,853,7102,9149746.0,Carats,BGS_WMS
MLI,2019,phosphate rock,,738,2510,110000.0,tonnes (metric),BGS_WMS
AGO,2019,"gold, mine",,883,7108,23.0,kilograms,BGS_WMS
MLI,2019,"gold, mine",,883,7108,63000.0,kilograms,BGS_WMS
AGO,2019,natural gas,,905,,6740.0,million cubic metres,BGS_WMS
MRT,2019,"copper, mine",,19941,2603,29620.0,tonnes (metal content),BGS_WMS
AGO,2019,"steel, crude",,946,,290000.0,tonnes (metric),BGS_WMS
MRT,2019,gypsum and plaster,,653,,250000.0,tonnes (metric),BGS_WMS
MRT,2019,iron ore,,662,2601,12037000.0,tonnes (metric),BGS_WMS
MRT,2019,salt,,760,,1000.0,tonnes (metric),BGS_WMS
MRT,2019,"gold, mine",,883,7108,13554.0,kilograms,BGS_WMS
MRT,2019,"steel, crude",,946,,5000.0,tonnes (metric),BGS_WMS
MUS,2019,salt,,760,,500.0,tonnes (metric),BGS_WMS
MAR,2019,barytes,,1043,,1119811.0,tonnes (metric),BGS_WMS
MAR,2019,"copper, mine",,19941,2603,30700.0,tonnes (metal content),BGS_WMS
MAR,2019,"nickel, mine",,19951,2604,131.0,tonnes (metal content),BGS_WMS
MAR,2019,"silver, mine",,1995,7106,216600.0,kilograms (metal content),BGS_WMS
MAR,2019,bentonite and fuller's earth,Bentonite,596,,188080.0,tonnes (metric),BGS_WMS
MAR,2019,bentonite and fuller's earth,Fuller's earth,597,,99790.0,tonnes (metric),BGS_WMS
MAR,2019,"cobalt, refined",,617,,2397.0,tonnes (metric),BGS_WMS
MAR,2019,"petroleum, crude",,634,,4335.0,tonnes (metric),BGS_WMS
MAR,2019,feldspar,,643,,75000.0,tonnes (metric),BGS_WMS
MAR,2019,fluorspar,,644,,73240.0,tonnes (metric),BGS_WMS
MAR,2019,gypsum and plaster,,653,,600000.0,tonnes (metric),BGS_WMS
MAR,2019,iron ore,,662,2601,19886.0,tonnes (metric),BGS_WMS
MAR,2019,mercury,,715,,2000.0,kilograms,BGS_WMS
MAR,2019,mica,,716,,48892.0,tonnes (metric),BGS_WMS
MAR,2019,phosphate rock,,738,2510,35300000.0,tonnes (metric),BGS_WMS
MAR,2019,salt,,760,,854390.0,tonnes (metric),BGS_WMS
MAR,2019,"cobalt, mine",,848,2605,2397.0,tonnes (metal content),BGS_WMS
MAR,2019,"gold, mine",,883,7108,221.0,kilograms,BGS_WMS
MAR,2019,"lead, mine",,891,2607,32736.0,tonnes (metal content),BGS_WMS
MAR,2019,manganese ore,,898,2602,71210.0,tonnes (metric),BGS_WMS
MAR,2019,natural gas,,905,,105.0,million cubic metres,BGS_WMS
MAR,2019,"lead, refined",,929,,8000.0,tonnes (metric),BGS_WMS
MAR,2019,"steel, crude",,946,,800000.0,tonnes (metric),BGS_WMS
MAR,2019,"arsenic, white",,980,,5055.0,tonnes (metric),BGS_WMS
MAR,2019,"zinc, mine",,982,2608,43600.0,tonnes (metal content),BGS_WMS
MOZ,2019,tantalum and niobium minerals,Tantalite -Ta content,20301,2615,65.0,tonnes (metric),BGS_WMS
MOZ,2019,bauxite,,589,2606,8024.0,tonnes (metric),BGS_WMS
MOZ,2019,bentonite and fuller's earth,Bentonite,596,,77734.0,tonnes (metric),BGS_WMS
MOZ,2019,coal,Bituminous,610,,10339536.0,tonnes (metric),BGS_WMS
MOZ,2019,diatomite,,642,,72439.0,tonnes (metric),BGS_WMS
MOZ,2019,graphite,,652,,113803.0,tonnes (metric),BGS_WMS
MOZ,2019,salt,,760,,95000.0,tonnes (metric),BGS_WMS
MOZ,2019,titanium minerals,Ilmenite,791,2614,892900.0,tonnes (metric),BGS_WMS
MOZ,2019,titanium minerals,Rutile,796,2614,8278.0,tonnes (metric),BGS_WMS
MOZ,2019,beryl,,833,,45.0,tonnes (metric),BGS_WMS
MOZ,2019,"gold, mine",,883,7108,430.0,kilograms,BGS_WMS
MOZ,2019,natural gas,,905,,4549.0,million cubic metres,BGS_WMS
MOZ,2019,"aluminium, primary",,922,,569002.0,tonnes (metric),BGS_WMS
MOZ,2019,"lead, refined",,929,,3943.0,tonnes (metric),BGS_WMS
MOZ,2019,tantalum and niobium minerals,Tantalite,969,2615,132.0,tonnes (metric),BGS_WMS
MOZ,2019,zirconium minerals,,9961,2615,87181.0,tonnes (metric),BGS_WMS
NAM,2019,"copper, mine",,19941,2603,15743.0,tonnes (metal content),BGS_WMS
NAM,2019,"silver, mine",,1995,7106,6221.0,kilograms (metal content),BGS_WMS
NAM,2019,iron ore,,662,2601,12530.0,tonnes (metric),BGS_WMS
NAM,2019,salt,,760,,1108364.0,tonnes (metric),BGS_WMS
NAM,2019,"copper, smelter",,850,,45953.0,tonnes (metric),BGS_WMS
NAM,2019,diamond,,853,7102,1745281.0,Carats,BGS_WMS
NAM,2019,"gold, mine",,883,7108,7016.0,kilograms,BGS_WMS
NAM,2019,"lead, mine",,891,2607,5892.0,tonnes (metal content),BGS_WMS
NAM,2019,manganese ore,,898,2602,32145.0,tonnes (metric),BGS_WMS
NAM,2019,"copper, refined",,928,,15743.0,tonnes (metric),BGS_WMS
NAM,2019,"zinc, slab",,945,,64985.0,tonnes (metric),BGS_WMS
NAM,2019,"tin, mine",,971,2609,4.0,tonnes (metal content),BGS_WMS
NAM,2019,uranium,,977,2617,5622.0,tonnes (metal content),BGS_WMS
NAM,2019,"zinc, mine",,982,2608,53392.0,tonnes (metal content),BGS_WMS
NER,2019,"silver, mine",,1995,7106,31.0,kilograms (metal content),BGS_WMS
NER,2019,coal,Coal,613,,225920.0,tonnes (metric),BGS_WMS
NER,2019,"petroleum, crude",,634,,547646.0,tonnes (metric),BGS_WMS
NER,2019,gypsum and plaster,,653,,6211.0,tonnes (metric),BGS_WMS
NER,2019,"gold, mine",,883,7108,5224.0,kilograms,BGS_WMS
NER,2019,uranium,,977,2617,2863.0,tonnes (metal content),BGS_WMS
NGA,2019,tantalum and niobium minerals,Columbite,1032,2615,1721.0,tonnes (metric),BGS_WMS
NGA,2019,barytes,,1043,,370.0,tonnes (metric),BGS_WMS
NGA,2019,lithium minerals,Lithium minerals (Li content),20300,,2.0,tonnes (metric),BGS_WMS
NGA,2019,tantalum and niobium minerals,Tantalite -Ta content,20301,2615,1.0,tonnes (metric),BGS_WMS
NGA,2019,tantalum and niobium minerals,Columbite- Nb content,20305,2615,670.0,tonnes (metric),BGS_WMS
NGA,2019,tantalum and niobium minerals,Columbite- Ta content,20306,2615,266.0,tonnes (metric),BGS_WMS
NGA,2019,coal,Bituminous,610,,2722620.0,tonnes (metric),BGS_WMS
NGA,2019,"petroleum, crude",,634,,100900000.0,tonnes (metric),BGS_WMS
NGA,2019,feldspar,,643,,33702.0,tonnes (metric),BGS_WMS
NGA,2019,gypsum and plaster,,653,,22300.0,tonnes (metric),BGS_WMS
NGA,2019,iron ore,,662,2601,160.0,tonnes (metric),BGS_WMS
NGA,2019,kaolin,,697,,8649.0,tonnes (metric),BGS_WMS
NGA,2019,mica,,716,,212.0,tonnes (metric),BGS_WMS
NGA,2019,talc,,774,,3414.0,tonnes (metric),BGS_WMS
NGA,2019,beryl,,833,,100.0,tonnes (metric),BGS_WMS
NGA,2019,"gold, mine",,883,7108,9000.0,kilograms,BGS_WMS
NGA,2019,"lead, mine",,891,2607,23500.0,tonnes (metal content),BGS_WMS
NGA,2019,lithium minerals,Petalite,895,,133.0,tonnes (metric),BGS_WMS
NGA,2019,manganese ore,,898,2602,1100.0,tonnes (metric),BGS_WMS
NGA,2019,natural gas,,905,,49300.0,million cubic metres,BGS_WMS
NGA,2019,"lead, refined",,929,,17000.0,tonnes (metric),BGS_WMS
NGA,2019,"steel, crude",,946,,650000.0,tonnes (metric),BGS_WMS
NGA,2019,tantalum and niobium minerals,Tantalite,969,2615,1.0,tonnes (metric),BGS_WMS
NGA,2019,"tin, mine",,971,2609,7020.0,tonnes (metal content),BGS_WMS
NGA,2019,"tungsten, mine",,976,2611,15.0,tonnes (metal content),BGS_WMS
NGA,2019,"zinc, mine",,982,2608,23500.0,tonnes (metal content),BGS_WMS
NGA,2019,zirconium minerals,,9961,2615,500.0,tonnes (metric),BGS_WMS
RWA,2019,"tin, smelter",,19961,,92.0,tonnes (metric),BGS_WMS
RWA,2019,tantalum and niobium minerals,Columbite-tantalite,777,2615,1519.0,tonnes (metric),BGS_WMS
RWA,2019,beryl,,833,,20.0,tonnes (metric),BGS_WMS
RWA,2019,"gold, mine",,883,7108,11400.0,kilograms,BGS_WMS
RWA,2019,tantalum and niobium minerals,Columbite-tantalite-Nb content,965,2615,591.0,tonnes (metric),BGS_WMS
RWA,2019,tantalum and niobium minerals,Columbite-tantalite-Ta content,968,2615,235.0,tonnes (metric),BGS_WMS
RWA,2019,"tin, mine",,971,2609,2688.0,tonnes (metal content),BGS_WMS
RWA,2019,"tungsten, mine",,976,2611,1303.0,tonnes (metal content),BGS_WMS
SEN,2019,"silver, mine",,1995,7106,900.0,kilograms (metal content),BGS_WMS
SEN,2019,"petroleum, crude",,634,,28600.0,tonnes (metric),BGS_WMS
SEN,2019,phosphate rock,,738,2510,2295975.0,tonnes (metric),BGS_WMS
SEN,2019,salt,,760,,286103.0,tonnes (metric),BGS_WMS
SEN,2019,titanium minerals,Ilmenite,791,2614,491602.0,tonnes (metric),BGS_WMS
SEN,2019,titanium minerals,Leucoxene,792,2614,10130.0,tonnes (metric),BGS_WMS
SEN,2019,bentonite and fuller's earth,Attapulgite,829,,197673.0,tonnes (metric),BGS_WMS
SEN,2019,"gold, mine",,883,7108,16100.0,kilograms,BGS_WMS
SEN,2019,manganese ore,,898,2602,20000.0,tonnes (metric),BGS_WMS
SEN,2019,natural gas,,905,,16.0,million cubic metres,BGS_WMS
SEN,2019,phosphate rock,Aluminium phosphate,910,2510,643900.0,tonnes (metric),BGS_WMS
SEN,2019,"lead, refined",,929,,4121.0,tonnes (metric),BGS_WMS
SEN,2019,zirconium minerals,,9961,2615,58432.0,tonnes (metric),BGS_WMS
SLE,2019,bauxite,,589,2606,1962500.0,tonnes (metric),BGS_WMS
SLE,2019,iron ore,,662,2601,728300.0,tonnes (metric),BGS_WMS
SLE,2019,titanium minerals,Ilmenite,791,2614,63350.0,tonnes (metric),BGS_WMS
SLE,2019,titanium minerals,Rutile,796,2614,136790.0,tonnes (metric),BGS_WMS
SLE,2019,diamond,,853,7102,824430.0,Carats,BGS_WMS
SLE,2019,"gold, mine",,883,7108,75.0,kilograms,BGS_WMS
SLE,2019,zirconium minerals,,9961,2615,8500.0,tonnes (metric),BGS_WMS
SOM,2019,salt,,760,,100.0,tonnes (metric),BGS_WMS
ZAF,2019,"platinum group metals, mine",Rhodium,1021,7110,18545.0,kilograms (metal content),BGS_WMS
ZAF,2019,"copper, mine",,19941,2603,52501.0,tonnes (metal content),BGS_WMS
ZAF,2019,"nickel, mine",,19951,2604,43443.0,tonnes (metal content),BGS_WMS
ZAF,2019,"silver, mine",,1995,7106,55903.0,kilograms (metal content),BGS_WMS
ZAF,2019,"platinum group metals, mine",Ruthenium,2031,7110,28386.0,kilograms (metal content),BGS_WMS
ZAF,2019,"platinum group metals, mine",Iridium,2055,7110,6464.0,kilograms (metal content),BGS_WMS
ZAF,2019,bentonite and fuller's earth,Bentonite,596,,105084.0,tonnes (metric),BGS_WMS
ZAF,2019,chromium ores and concentrates,,607,2610,17664239.0,tonnes (metric),BGS_WMS
ZAF,2019,coal,Anthracite,609,,3077839.0,tonnes (metric),BGS_WMS
ZAF,2019,coal,Bituminous,610,,251332874.0,tonnes (metric),BGS_WMS
ZAF,2019,"cobalt, refined",,617,,1027.0,tonnes (metric),BGS_WMS
ZAF,2019,feldspar,,643,,76255.0,tonnes (metric),BGS_WMS
ZAF,2019,fluorspar,,644,,210000.0,tonnes (metric),BGS_WMS
ZAF,2019,gypsum and plaster,,653,,277102.0,tonnes (metric),BGS_WMS
ZAF,2019,iron ore,,662,2601,72430288.0,tonnes (metric),BGS_WMS
ZAF,2019,kaolin,,697,,27827.0,tonnes (metric),BGS_WMS
ZAF,2019,magnesite,,712,,7000.0,tonnes (metric),BGS_WMS
ZAF,2019,mica,,716,,9.0,tonnes (metric),BGS_WMS
ZAF,2019,phosphate rock,,738,2510,1825719.0,tonnes (metric),BGS_WMS
ZAF,2019,"platinum group metals, mine",Palladium,743,7110,80684.0,kilograms (metal content),BGS_WMS
ZAF,2019,"platinum group metals, mine",Platinum,744,7110,132989.0,kilograms (metal content),BGS_WMS
ZAF,2019,salt,,760,,510499.0,tonnes (metric),BGS_WMS
ZAF,2019,sillimanite minerals,Andalusite,762,,190000.0,tonnes (metric),BGS_WMS
ZAF,2019,talc,,774,,979.0,tonnes (metric),BGS_WMS
ZAF,2019,titanium minerals,Ilmenite,791,2614,1100000.0,tonnes (metric),BGS_WMS
ZAF,2019,titanium minerals,Rutile,796,2614,110000.0,tonnes (metric),BGS_WMS
ZAF,2019,bentonite and fuller's earth,Attapulgite,829,,11422.0,tonnes (metric),BGS_WMS
ZAF,2019,"cobalt, mine",,848,2605,1027.0,tonnes (metal content),BGS_WMS
ZAF,2019,"copper, smelter",,850,,15000.0,tonnes (metric),BGS_WMS
ZAF,2019,diamond,,853,7102,7177435.0,Carats,BGS_WMS
ZAF,2019,ferro-alloys,Ferro-alloys,859,,3781663.0,tonnes (metric),BGS_WMS
ZAF,2019,"gold, mine",,883,7108,105185.0,kilograms,BGS_WMS
ZAF,2019,"lead, mine",,891,2607,42936.0,tonnes (metal content),BGS_WMS
ZAF,2019,manganese ore,,898,2602,17008951.0,tonnes (metric),BGS_WMS
ZAF,2019,natural gas,,905,,668.0,million cubic metres,BGS_WMS
ZAF,2019,"nickel, smelter/refinery",,907,,39100.0,tonnes (metric),BGS_WMS
ZAF,2019,perlite,,908,,1000.0,tonnes (metric),BGS_WMS
ZAF,2019,"iron, pig",,913,,4500000.0,tonnes (metric),BGS_WMS
ZAF,2019,"aluminium, primary",,922,,717000.0,tonnes (metric),BGS_WMS
ZAF,2019,"copper, refined",,928,,15000.0,tonnes (metric),BGS_WMS
ZAF,2019,"lead, refined",,929,,56000.0,tonnes (metric),BGS_WMS
ZAF,2019,"steel, crude",,946,,6151700.0,tonnes (metric),BGS_WMS
ZAF,2019,talc,Pyrophyllite,958,,134451.0,tonnes (metric),BGS_WMS
ZAF,2019,uranium,,977,2617,163.0,tonnes (metal content),BGS_WMS
ZAF,2019,"vanadium, mine",,978,2615,14858.0,tonnes (metal content),BGS_WMS
ZAF,2019,vermiculite,,979,,158013.0,tonnes (metric),BGS_WMS
ZAF,2019,"zinc, mine",,982,2608,125157.0,tonnes (metal content),BGS_WMS
ZAF,2019,zirconium minerals,,9961,2615,370000.0,tonnes (metric),BGS_WMS
SSD,2019,"petroleum, crude",,634,,8400000.0,tonnes (metric),BGS_WMS
SSD,2019,"gold, mine",,883,7108,200.0,kilograms,BGS_WMS
SDN,2019,"silver, mine",,1995,7106,2000.0,kilograms (metal content),BGS_WMS
SDN,2019,chromium ores and concentrates,,607,2610,12728.0,tonnes (metric),BGS_WMS
SDN,2019,"petroleum, crude",,634,,3600000.0,tonnes (metric),BGS_WMS
SDN,2019,feldspar,,643,,15300.0,tonnes (metric),BGS_WMS
SDN,2019,gypsum and plaster,,653,,236000.0,tonnes (metric),BGS_WMS
SDN,2019,kaolin,,697,,20600.0,tonnes (metric),BGS_WMS
SDN,2019,salt,,760,,256000.0,tonnes (metric),BGS_WMS
SDN,2019,talc,,774,,1500.0,tonnes (metric),BGS_WMS
SDN,2019,"gold, mine",,883,7108,55400.0,kilograms,BGS_WMS
SDN,2019,manganese ore,,898,2602,1000.0,tonnes (metric),BGS_WMS
SWZ,2019,coal,Anthracite,609,,109926.0,tonnes (metric),BGS_WMS
SWZ,2019,"gold, mine",,883,7108,6.0,kilograms,BGS_WMS
TZA,2019,"copper, mine",,19941,2603,10000.0,tonnes (metal content),BGS_WMS
TZA,2019,"silver, mine",,1995,7106,12607.0,kilograms (metal content),BGS_WMS
TZA,2019,coal,Bituminous,610,,712136.0,tonnes (metric),BGS_WMS
TZA,2019,gypsum and plaster,,653,,256529.0,tonnes (metric),BGS_WMS
TZA,2019,kaolin,,697,,15343.0,tonnes (metric),BGS_WMS
TZA,2019,salt,,760,,99510.0,tonnes (metric),BGS_WMS
TZA,2019,"copper, smelter",,850,,10000.0,tonnes (metric),BGS_WMS
TZA,2019,diamond,,853,7102,416750.0,Carats,BGS_WMS
TZA,2019,"gold, mine",,883,7108,48408.0,kilograms,BGS_WMS
TZA,2019,natural gas,,905,,1444.0,million cubic metres,BGS_WMS
TZA,2019,"tin, mine",,971,2609,18.0,tonnes (metal content),BGS_WMS
TGO,2019,phosphate rock,,738,2510,703773.0,tonnes (metric),BGS_WMS
TGO,2019,diamond,,853,7102,16.0,Carats,BGS_WMS
TGO,2019,"gold, mine",,883,7108,8227.0,kilograms,BGS_WMS
TUN,2019,"petroleum, crude",,634,,1686000.0,tonnes (metric),BGS_WMS
TUN,2019,gypsum and plaster,,653,,1046885.0,tonnes (metric),BGS_WMS
TUN,2019,iron ore,,662,2601,186519.0,tonnes (metric),BGS_WMS
TUN,2019,phosphate rock,,738,2510,4108800.0,tonnes (metric),BGS_WMS
TUN,2019,salt,,760,,1966528.0,tonnes (metric),BGS_WMS
TUN,2019,natural gas,,905,,1795.0,million cubic metres,BGS_WMS
TUN,2019,"steel, crude",,946,,60000.0,tonnes (metric),BGS_WMS
UGA,2019,diatomite,,642,,100.0,tonnes (metric),BGS_WMS
UGA,2019,kaolin,,697,,10448.0,tonnes (metric),BGS_WMS
UGA,2019,tantalum and niobium minerals,Columbite-tantalite,777,2615,7.0,tonnes (metric),BGS_WMS
UGA,2019,beryl,,833,,15.0,tonnes (metric),BGS_WMS
UGA,2019,"gold, mine",,883,7108,170.0,kilograms,BGS_WMS
UGA,2019,"lead, refined",,929,,800.0,tonnes (metric),BGS_WMS
UGA,2019,"steel, crude",,946,,30000.0,tonnes (metric),BGS_WMS
UGA,2019,tantalum and niobium minerals,Columbite-tantalite-Nb content,965,2615,3.0,tonnes (metric),BGS_WMS
UGA,2019,tantalum and niobium minerals,Columbite-tantalite-Ta content,968,2615,1.0,tonnes (metric),BGS_WMS
UGA,2019,"tin, mine",,971,2609,15.0,tonnes (metal content),BGS_WMS
UGA,2019,"tungsten, mine",,976,2611,110.0,tonnes (metal content),BGS_WMS
UGA,2019,vermiculite,,979,,9674.0,tonnes (metric),BGS_WMS
BEN,2019,"gold, mine",,883,7108,5.0,kilograms,BGS_WMS
BWA,2019,"sodium carbonate, natural",,2001,,269119.0,tonnes (metric),BGS_WMS
ZMB,2019,"copper, mine",,19941,2603,787699.0,tonnes (metal content),BGS_WMS
ZMB,2019,"nickel, mine",,19951,2604,2500.0,tonnes (metal content),BGS_WMS
ZMB,2019,"silver, mine",,1995,7106,7212.0,kilograms (metal content),BGS_WMS
ZMB,2019,coal,Bituminous,610,,335042.0,tonnes (metric),BGS_WMS
ZMB,2019,"cobalt, refined",,617,,1271.0,tonnes (metric),BGS_WMS
ZMB,2019,beryl,,833,,6.0,tonnes (metric),BGS_WMS
ZMB,2019,"cobalt, mine",,848,2605,367.0,tonnes (metal content),BGS_WMS
ZMB,2019,"copper, smelter",,850,,648100.0,tonnes (metric),BGS_WMS
ZMB,2019,"gold, mine",,883,7108,4522.0,kilograms,BGS_WMS
ZMB,2019,manganese ore,,898,2602,48771.0,tonnes (metric),BGS_WMS
ZMB,2019,"copper, refined",,928,,264300.0,tonnes (metric),BGS_WMS
ZMB,2019,"lead, refined",,929,,5004.0,tonnes (metric),BGS_WMS
ZWE,2019,"platinum group metals, mine",Rhodium,1021,7110,1224.0,kilograms (metal content),BGS_WMS
ZWE,2019,"copper, mine",,19941,2603,8700.0,tonnes (metal content),BGS_WMS
ZWE,2019,"nickel, mine",,19951,2604,16279.0,tonnes (metal content),BGS_WMS
ZWE,2019,"silver, mine",,1995,7106,1493.0,kilograms (metal content),BGS_WMS
ZWE,2019,lithium minerals,Lithium minerals (Li content),20300,,1191.0,tonnes (metric),BGS_WMS
ZWE,2019,"platinum group metals, mine",Ruthenium,2031,7110,791.0,kilograms (metal content),BGS_WMS
ZWE,2019,"platinum group metals, mine",Iridium,2055,7110,845.0,kilograms (metal content),BGS_WMS
ZWE,2019,chromium ores and concentrates,,607,2610,1550064.0,tonnes (metric),BGS_WMS
ZWE,2019,coal,Bituminous,610,,2729922.0,tonnes (metric),BGS_WMS
ZWE,2019,phosphate rock,,738,2510,14649.0,tonnes (metric),BGS_WMS
ZWE,2019,"platinum group metals, mine",Palladium,743,7110,11639.0,kilograms (metal content),BGS_WMS
ZWE,2019,"platinum group metals, mine",Platinum,744,7110,13857.0,kilograms (metal content),BGS_WMS
ZWE,2019,tantalum and niobium minerals,Columbite-tantalite,777,2615,7.0,tonnes (metric),BGS_WMS
ZWE,2019,"cobalt, mine",,848,2605,400.0,tonnes (metal content),BGS_WMS
ZWE,2019,diamond,,853,7102,2119189.0,Carats,BGS_WMS
ZWE,2019,ferro-alloys,Ferro-chrome,861,,348672.0,tonnes (metric),BGS_WMS
ZWE,2019,"gold, mine",,883,7108,29429.0,kilograms,BGS_WMS
ZWE,2019,lithium minerals,Petalite,895,,62623.0,tonnes (metric),BGS_WMS
ZWE,2019,"steel, crude",,946,,3583.0,tonnes (metric),BGS_WMS
ZWE,2019,tantalum and niobium minerals,Columbite-tantalite-Nb content,965,2615,3.0,tonnes (metric),BGS_WMS
ZWE,2019,tantalum and niobium minerals,Columbite-tantalite-Ta content,968,2615,1.0,tonnes (metric),BGS_WMS
ZWE,2019,"tungsten, mine",,976,2611,37.0,tonnes (metal content),BGS_WMS
ZWE,2019,vermiculite,,979,,25704.0,tonnes (metric),BGS_WMS
BWA,2019,coal,Coal,613,,2110891.0,tonnes (metric),BGS_WMS
BWA,2019,salt,,760,,383779.0,tonnes (metric),BGS_WMS
BWA,2019,diamond,,853,7102,23687000.0,Carats,BGS_WMS
BWA,2019,"gold, mine",,883,7108,942.0,kilograms,BGS_WMS
ARG,2019,barytes,,1043,,3898.0,tonnes (metric),BGS_WMS
ARG,2019,"silver, mine",,1995,7106,1025000.0,kilograms (metal content),BGS_WMS
ARG,2019,lithium minerals,Chloride,1998,,4284.0,tonnes (metric),BGS_WMS
ARG,2019,lithium minerals,Lithium minerals (Carbonate -Li content),20309,,5642.0,tonnes (metric),BGS_WMS
ARG,2019,lithium minerals,Lithium minerals (Chloride -Li content),20310,,698.0,tonnes (metric),BGS_WMS
ARG,2019,bentonite and fuller's earth,Bentonite,596,,113750.0,tonnes (metric),BGS_WMS
ARG,2019,cadmium,,602,,80.0,tonnes (metric),BGS_WMS
ARG,2019,coal,Bituminous,610,,68830.0,tonnes (metric),BGS_WMS
ARG,2019,"petroleum, crude",,634,,26060312.0,tonnes (metric),BGS_WMS
ARG,2019,diatomite,,642,,95000.0,tonnes (metric),BGS_WMS
ARG,2019,feldspar,,643,,56500.0,tonnes (metric),BGS_WMS
ARG,2019,fluorspar,,644,,8000.0,tonnes (metric),BGS_WMS
ARG,2019,gypsum and plaster,,653,,761023.0,tonnes (metric),BGS_WMS
ARG,2019,kaolin,,697,,11853.0,tonnes (metric),BGS_WMS
ARG,2019,lithium minerals,Carbonate,707,,30009.0,tonnes (metric),BGS_WMS
ARG,2019,salt,,760,,1412348.0,tonnes (metric),BGS_WMS
ARG,2019,talc,,774,,11700.0,tonnes (metric),BGS_WMS
ARG,2019,borates,,835,,181818.0,tonnes (metric),BGS_WMS
ARG,2019,ferro-alloys,Ferro-silicon,872,,13000.0,tonnes (metric),BGS_WMS
ARG,2019,"gold, mine",,883,7108,53092.0,kilograms,BGS_WMS
ARG,2019,"lead, mine",,891,2607,29766.0,tonnes (metal content),BGS_WMS
ARG,2019,natural gas,,905,,46305.0,million cubic metres,BGS_WMS
ARG,2019,perlite,,908,,19000.0,tonnes (metric),BGS_WMS
ARG,2019,"iron, pig",,913,,3050000.0,tonnes (metric),BGS_WMS
ARG,2019,"aluminium, primary",,922,,438434.0,tonnes (metric),BGS_WMS
ARG,2019,"copper, refined",,928,,14000.0,tonnes (metric),BGS_WMS
ARG,2019,"lead, refined",,929,,100000.0,tonnes (metric),BGS_WMS
ARG,2019,"steel, crude",,946,,4644500.0,tonnes (metric),BGS_WMS
ARG,2019,strontium minerals,,947,,700.0,tonnes (metric),BGS_WMS
ARG,2019,"zinc, mine",,982,2608,16407.0,tonnes (metal content),BGS_WMS
BHS,2019,salt,,760,,653355.0,tonnes (metric),BGS_WMS
BRB,2019,"petroleum, crude",,634,,28733.0,tonnes (metric),BGS_WMS
BRB,2019,natural gas,,905,,14.0,million cubic metres,BGS_WMS
BOL,2019,barytes,,1043,,39458.0,tonnes (metric),BGS_WMS
BOL,2019,"copper, mine",,19941,2603,4478.0,tonnes (metal content),BGS_WMS
BOL,2019,"silver, mine",,1995,7106,1157580.0,kilograms (metal content),BGS_WMS
BOL,2019,"tin, smelter",,19961,,15111.0,tonnes (metric),BGS_WMS
BOL,2019,lithium minerals,Lithium minerals (Li content),20300,,75.0,tonnes (metric),BGS_WMS
BOL,2019,tantalum and niobium minerals,Tantalite -Ta content,20301,2615,20.0,tonnes (metric),BGS_WMS
BOL,2019,"petroleum, crude",,634,,1646000.0,tonnes (metric),BGS_WMS
BOL,2019,gypsum and plaster,,653,,1100.0,tonnes (metric),BGS_WMS
BOL,2019,iron ore,,662,2601,79023.0,tonnes (metric),BGS_WMS
BOL,2019,lithium minerals,Carbonate,707,,400.0,tonnes (metric),BGS_WMS
BOL,2019,salt,,760,,5100.0,tonnes (metric),BGS_WMS
BOL,2019,"antimony, mine",,821,2617,2747.0,tonnes (metal content),BGS_WMS
BOL,2019,borates,,835,,214500.0,tonnes (metric),BGS_WMS
BOL,2019,"gold, mine",,883,7108,42040.0,kilograms,BGS_WMS
BOL,2019,"lead, mine",,891,2607,88342.0,tonnes (metal content),BGS_WMS
BOL,2019,manganese ore,,898,2602,3550.0,tonnes (metric),BGS_WMS
BOL,2019,natural gas,,905,,16893.0,million cubic metres,BGS_WMS
BOL,2019,"copper, refined",,928,,3100.0,tonnes (metric),BGS_WMS
BOL,2019,"lead, refined",,929,,4200.0,tonnes (metric),BGS_WMS
BOL,2019,tantalum and niobium minerals,Tantalite,969,2615,40.0,tonnes (metric),BGS_WMS
BOL,2019,"tin, mine",,971,2609,17122.0,tonnes (metal content),BGS_WMS
BOL,2019,"tungsten, mine",,976,2611,1342.0,tonnes (metal content),BGS_WMS
BOL,2019,"arsenic, white",,980,,130.0,tonnes (metric),BGS_WMS
BOL,2019,"zinc, mine",,982,2608,529115.0,tonnes (metal content),BGS_WMS
BRA,2019,tantalum and niobium minerals,Columbite,1032,2615,10692.0,tonnes (metric),BGS_WMS
BRA,2019,barytes,,1043,,100000.0,tonnes (metric),BGS_WMS
BRA,2019,"copper, mine",,19941,2603,363268.0,tonnes (metal content),BGS_WMS
BRA,2019,"nickel, mine",,19951,2604,55761.0,tonnes (metal content),BGS_WMS
BRA,2019,"silver, mine",,1995,7106,68400.0,kilograms (metal content),BGS_WMS
BRA,2019,"tin, smelter",,19961,,16000.0,tonnes (metric),BGS_WMS
BRA,2019,"indium, refinery",,20243,,5.0,tonnes (metric),BGS_WMS
