iso3	year	resource_revenue	resource_taxes	total_taxes_revenue	cit_revenue	greenfieldfdi_outward	greenfieldfdi_inward	ip_payments	ip_receipts	fdi_inflows_wdi	external_debt_stocks	new_businesses_registered	imports	exports	gdp_pc	gdp_deflator	govt_exp_gdp	govt_exp_educ_gdp	physicians_per_1000	nurses_per_1000	health_exp_gdp	population	month_wage	who_gvt_health_expenditure	gdp	cthi_2021_rank	cthi_2021_share	cthi_2021_score	fsi_2022_rank	fsi_2022_score	region	region_tjn	eu28	oecd	g20	ukt	oecd_oct	physicians	nurses	resource_revenue_gdp	cit
SHN	2017.5																														Africa	Africa	0.0	0.0	0.0	1.0	0.0				
SJM	2017.5																														Europe	Europe	0.0	0.0	0.0	0.0	0.0				
SLB	2017.5			355897865.9947257	67507488.59827796	0.0	4225000.0	4033065.1059139743	746732.4190597248	31287273.525565784	313956565.0222222		654192081.6488881	546106581.107903	2270.562234507128	114.91995625209545	44240817591.82026	164643126.2294383	0.1927857142857143	2.1263111111111113	65179763.09591558	650527.1	287.67497227009	51333734.51132173	1481243032.9331288						Oceania	Oceania	0.0	0.0	0.0	0.0	0.0	125.4123316357143	1383.223000808889		0.3
SLE	2017.5	28610041.09879928	28610041.09879928	451434077.8715629	46556623.84734327	1212500.0	229387500.0	1068427.0937963058	1385989.4882418923	287473156.46565765	1771838552.5222223	1168.1666666666667	1959028211.4058812	934742584.6344159	551.1244680568195	304.6671086014628		223958738.46197546	0.06313333333333332	0.8373666666666666	541678201.3847322	7757515.9	279.68	63096733.91447897	4185784703.8356934						Africa	Africa	0.0	0.0	0.0	0.0	0.0	489.75783715333324	6495.885230796667	0.006835048413403138	0.3
SLV	2017.5		0.0	4382575433.270864	874572175.6784825	35450000.0	401518750.0	97960769.37194444	23046787.975833334	504647659.56510234	16802967507.177778	2168.125	11806302222.222221	7180944444.444445	3965.809632208031	103.58729963844367	631927564894.5963	950151877.3955225	2.290477777777778	1.8079111111111112	2213282579.869705	6262102.2	313.7814285714286	1203646427.8897855	25213218000.0				97.0	60.5	Americas	Latin America	0.0	0.0	0.0	0.0	0.0	14343.205931273334	11321.324146293335		0.3
SMR	2017.5	0.0	0.0	266737144.0976404	0.0	1055000.0							2217914842.40089	2590102683.825868	46526.4176167732	113.81676543302375	70712167370.94028	53544610.23813547	5.89366	8.3077	133460267.24784063	33796.5	2504.778333333333	93450407.70898204	1566432084.546072	67.0	0.0009305597744858	60.54379890197161	140.0	60.35	Europe	Europe	0.0	0.0	0.0	0.0	0.0	199.18508018999998	280.77118305	0.0	0.17
SOM	2017.5			125133759.75658476			269800000.0			366166666.6666667	3866673327.011111		4797444445.426973	1117000000.1954722	392.75457088178155	105.10912607658412	1242297.8277273139	12680562.71870746	0.023	0.1119		15114326.6	67.92884056235833		6056000002.086625						Africa	Africa	0.0	0.0	0.0	0.0	0.0	347.6295118	1691.29314654		
SPM	2017.5																								261300000.0						Americas	Northern America	0.0	0.0	0.0	0.0	1.0				
SRB	2017.5	0.0	0.0	11459897155.390694	921349144.3286079	213157500.0	3635802418.75	315064134.646066	77725931.6471465	3267137591.8184977	33242481432.37778	8532.75	27247100597.356823	23440009934.212666	6959.493588181618	105.14083205802247	2001739168436.5886	1860908637.247814	2.4661333333333335	6.3647857142857145	4388246569.426227	6996488.8	523.46	2569074143.335438	50165955200.46147				110.0	54.375	Europe	Europe	0.0	0.0	0.0	0.0	0.0	17254.274245973334	44531.1519644	0.0	0.1500000059604645
SSD	2017.5	3115150891.2340136					91687500.0	4137325.0	16036000.0	-72812686.03		2028.0	4899764972.22167	3850850971.150734	1325.35595437083	271.29464501167536		135253311.6195327	0.0374	0.3395	627258429.928649	10818371.1	135.0877313506304	71742655.90139005	10272884536.07011						Africa	Africa	0.0	0.0	0.0	0.0	0.0	404.60707914	3672.8369884500003	0.3032401347738416	0.25
STP	2017.5	3249725.2485678936	0.0	55745079.32209465			12662500.0	97572.71359168529	3.387656537476997	30902044.528531834	256152921.60000002	297.375			1870.6014704438178	202.82954808958368		20213949.400730904	0.43665000000000004	2.10176	24744624.632952314	209584.4	259.73095146718504	10149643.4149052	404979607.9580616						Africa	Africa	0.0	0.0	0.0	0.0	0.0	91.51502826000001	440.49610854400004	0.008024416994606862	0.25
SUR	2017.5	202468288.2036973	140276377.096129	648434657.7435133			35925000.0	10857798.469544575	60348.747637258995	71658261.77770384		701.25			6904.0341733598025	174.90593020492122		218826232.20196548	0.9702888888888889	2.87652	236012022.60571012	590516.7	671.1819220930354	132293662.54206243	3931511543.685193						Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	0.0	572.9717927133332	1698.633097884	0.051498841082866086	0.36
SVK	2017.5	0.0	0.0	19551812093.272724	3388470458.2729106	168712937.5	2146717000.0	672947423.3872072	36608003.96838277	1721077730.6856768		18652.625	91017636599.08636	93395522956.83563	18593.673360743665	103.00536385950673	4113769715812.948	4315754127.70563	3.49097	6.04104	7182981221.571262	5438011.2	1293.07125	5594762560.939908	102648512593.65569	51.0	0.003489708180776	55.15104688199142	101.0	53.175	Europe	Europe	1.0	1.0	0.0	0.0	0.0	18983.933958864	32851.243179648	0.0	0.2099999934434891
SVN	2017.5	0.0	0.0	11365602531.003408	852144347.9694208	264386235.0	375819411.25000006	255086983.52117246	85135180.14852093	1360064587.8259676		4734.125	36866275235.721855	40799719706.213	24534.38606657672	103.49381666047225	2228925232464.9336	2654117470.5560193	3.05697	9.752860000000002	4500159871.891126	2079775.0	2145.55625	3142879665.29219	52058961658.353836	58.0	0.0021014483280767	51.86075189100553	137.0	35.875	Europe	Europe	1.0	1.0	0.0	0.0	0.0	6357.80978175	20283.754406500004	0.0	0.1899999976158142
SWE	2017.5	0.0	0.0	190015012754.31863	15645042570.666721	9742872086.249998	2012696521.2500005	5715664183.0902605	8351611159.435026	14432468058.122572		46839.5	226226436310.61978	246358821244.00955	55427.17614611771	104.42900575417951	18370228189229.707	42474467816.58863	4.284933333333333	11.795822222222222	61850713740.03174	10071562.3	3992.0485714285714	51690859437.40528	563829971893.7336	26.0	0.0105470933939647	60.7499361807556	67.0	44.625	Europe	Europe	1.0	1.0	0.0	0.0	0.0	43155.973018013334	118802.35839083556	0.0	0.2199999988079071
SWZ	2017.5	0.0	0.0	1146674056.780091	113523001.12314473		28411250.0	8261741.394480437	125531.75983091358	46558893.52900967	785034585.7444444	2483.875	1909303195.4561644	1890720555.52766	3777.9907797964834	140.51936601085723		247611571.7564917	0.13828000000000001	3.2459200000000004	307903074.5418438	1156727.2	310.91	128037245.6245679	4393213525.06806						Africa	Africa	0.0	0.0	0.0	0.0	0.0	159.95223721600001	3754.6439530240004	0.0	0.28
SXM	2017.5							1386180.2352576044	729389.6697703288	33856762.84357541			1170409683.4264417	1102541899.4413412	30539.242868252597	125.82836654900835						40416.5	2308.791654985462		1190937306.0211058						Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	1.0				0.35
SYC	2017.5		0.0	455146970.6648781	87571337.8752519	5837500.0	96312500.0	2381890.3300573137	1383677.66977258	143440379.17424908		127.875	1464704762.8785098	1327956931.5606549	15432.677282489787	104.31313100172416	44577910203.56335	61639878.94300566	2.24354	8.0773	72585526.93177576	95661.2	1002.89	50842064.969636954	1468613602.703144	49.0	0.0037413983870652	68.45288413728007	89.0	72.175	Africa	Africa	0.0	0.0	0.0	0.0	0.0	214.61972864799998	772.6842107599999		0.300000011920929
SYR	2017.5					3388750.0	29362500.0				4636776775.833333		6815126877.370715	2395372410.839981	900.4487020814773	1176.4149528324986			1.3628	1.7602571428571427		20157389.9	118.59654239228483		16533459911.72915						Asia	Asia	0.0	0.0	0.0	0.0	0.0	27470.49095572	35482.18955283143		0.28
TCA	2017.5					87500.0	19625000.0			3441854.1375					24594.214390612713	111.67280188507999		29164364.55424881				40227.8	1973.9993254480307		971391060.0	36.0	0.0065540700912406	100.0	120.0	75.65	Americas	Caribbean/American isl.	0.0	0.0	0.0	1.0	1.0				0.0
TCD	2017.5	702456328.569948		818751505.7976254	309144399.656732		123364375.0			351083144.4799778	3287682561.0	826.5	4550959605.677141	3787848939.7011566	764.2788233764853	119.45539454272267		293742087.1780379	0.05067000000000001	0.23235999999999998	529762418.8225558	15346789.2	219.16	106128280.07834244	11477234550.756329						Africa	Africa	0.0	0.0	0.0	0.0	0.0	777.6218087640001	3565.979938512	0.06120431933872584	0.35
TGO	2017.5		0.0	853854561.7170345	102799887.59581426	38862500.0	399234300.0	373509.7455059929	138.9887859903286	85903702.54108597	1739351177.588889	2167.5	2482312809.5002856	1734665971.5198634	780.8007537779192	91.81271594352408	94943688624.13063	271953825.86699057	0.06728999999999999	0.40381999999999996	366135122.87684405	7940400.1	153.76	78178970.90652047	6423824719.9504175						Africa	Africa	0.0	0.0	0.0	0.0	0.0	534.3095227289998	3206.4923683819993		0.175
THA	2017.5	0.0	0.0	79228548940.28102	20920369040.519672	8592209630.0	6165831071.249998	4624117831.864894	137260612.67060906	7841075150.903091	166000444748.0	55530.75	256752827779.63293	290935790057.6238	6519.476791021231	149.32368004309043	9175321519049.428	16433549875.864973	0.72213	2.82027	17985867319.458073	70845261.6	432.59285714285716	13086936428.352337	466110371033.7015				23.0	69.825	Asia	Asia	0.0	0.0	0.0	0.0	0.0	51159.488759208	199802.76593263197	0.0	0.2000000029802322
TJK	2017.5		0.0	1724653316.836472		1900000.0	299176250.0	24659.163662691743	7891.111111111111	235048349.46885565	5878396909.777778	1815.8333333333333	3657971201.1837335	1111059534.1378682	915.3273932445902	1005.8361443676414		461658569.7147233	1.72022	4.69714	575001848.547759	9014633.4	140.13	165186522.15945673	8205363955.8609295						Asia	Asia	0.0	0.0	0.0	0.0	0.0	15507.152667348	42342.995128476		0.14
TKL	2017.5																								12658000.0						Oceania	Oceania	0.0	0.0	0.0	0.0	0.0				
TKM	2017.5					68987500.0	510987500.0			2312477769.866667	7180437934.966666		14342055973.2665	13073391395.154562	6789.626861060132	256.94681650958074		1292911298.9215384	2.22226	4.430899999999999	2180656917.5148206	5998425.6	653.646085207013	582487690.396571	41430832581.45365						Asia	Asia	0.0	0.0	0.0	0.0	0.0	13330.061273856	26578.423991039996		0.2
TLS	2017.5	904984244.7335459		80020197.50929418			148732500.0	12477.854444444445	0.0	45408742.62600272	154203945.62222221	3230.0	1024510415.65775	429785171.37814224	1511.3381318144056	100.64037721086915	128645516171.69887	113492588.33587053	0.72546	1.59478	153722655.24978966	1250415.7	368.40999999999997	43392983.53496645	2067689815.3404098						Asia	Asia	0.0	0.0	0.0	0.0	0.0	907.126573722	1994.137950046	0.43767891973901113	0.1
TMP	2017.5																																0.0	0.0	0.0	0.0					
TON	2017.5		0.0	90688705.06583889				580195.690161215	18259.610772006534	5497704.092700125	193240450.23333332	55.375	293954665.288996	89937165.26169668	4373.093425413074	99.36951712624779		31802515.1785317	0.78378	4.26023	22009994.241746746	105834.8	596.63	13359733.624660231	463267835.31965464						Oceania	Oceania	0.0	0.0	0.0	0.0	0.0	82.951199544	450.880590004		0.25
TTO	2017.5	2901334305.2929034	463277326.0110874	5201332667.831584	2017627296.6502728	5162500.0	285462500.0	57609549.72940062	996735.6835105804	-149021157.69483045		4421.125			16931.582680475043	98.53234420237465	799220574436.5195	1016185110.8097955	3.70586	3.9274699999999996	1584714147.864657	1489364.1	1361.3310068039607	791276366.5665243	25034407529.47131				130.0	68.95	Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	0.0	5519.374843626	5849.432821827	0.1158938673454668	0.25
TUN	2017.5	812457533.9197408	495905929.3699325	9725766343.858707	1402728283.6692207	131294072.5	914857508.7500001	18958608.58048109	22750579.98746006	823531387.6066478	33286889335.644444	12753.0	23598720413.28379	18877066835.01799	3821.5031752567697	113.91434834737518		3093915582.5033803	1.29475	2.5856125	2790078717.3921843	11845409.1	402.87601988206256	1829343890.9183826	45176346046.82769				102.0	59.575	Africa	Africa	0.0	0.0	0.0	0.0	0.0	15336.843432225	30627.637836573747	0.017984135615518468	0.25
TUR	2017.5	0.0	0.0	145467562909.0577	14166298953.348913	4369074058.75	8396093942.500007	2077900000.0	171000000.0	12721700000.0	425892536729.19995	74201.28571428571	249396473830.25223	231869252756.25012	10367.193463031044	208.28208078826776	26462959544652.41	35781958832.24947	1.85498	2.81551	36039637648.562164	81742081.2	838.5975312031916	27673276024.23685	838651056889.9401				59.0	61.125	Asia	Asia	0.0	1.0	1.0	0.0	0.0	151629.925784376	230145.64703941203	0.0	0.2199999988079071
TUV	2017.5	19292285.101012707	0.0	9197917.48002977	3239170.6268507456					270461.6666666667					4271.761813582327	104.28300334028954			1.07548	3.83966	8025213.342035215	10967.2	534.3549874152166	6585567.416124041	48433407.18333223						Oceania	Oceania	0.0	0.0	0.0	0.0	0.0	11.795004256	42.110319152	0.39832599486521186	
TWN	2017.5					17865358250.0	3220693999.999999																		611391000000.0	55.0	0.0022200377411008	43.48285645954515	17.0	60.125		Asia	0.0	0.0	0.0	0.0	0.0				0.2
TZA	2017.5		0.0	6326706978.567513	842389018.555037	76397500.0	1311964666.2500002	3282264.719388329	87502.87494428385	1178515625.197522	21093191225.833332	7737.666666666667	10963451247.15409	8762297407.726683	1002.2023451063368	107.49324151047995	838366565569.1863	2079849500.7009723	0.053222222222222226	0.5427222222222222	2259248476.400142	57012406.0	184.875	786205330.35254	56235098106.89187	65.0	0.0011273698560192	47.77523194928685	93.0	68.85	Africa	Africa	0.0	0.0	0.0	0.0	0.0	3034.326941555556	30941.899678555557		0.3
UGA	2017.5	10660979.012093322	0.0	3486043749.3185506	239045395.1295609	51300000.00000001	523735625.00000006	12390415.723209178	7773708.879824554	958201790.4659424	12361260178.244444	17481.333333333332	7541610268.702491	5086708370.630908	827.5817739143395	99.08700671985272	428162441604.756	735029127.0961938	0.16392	1.50015	1573389551.431671	40853949.1	101.47	360087573.901339	34080386376.58202						Africa	Africa	0.0	0.0	0.0	0.0	0.0	6696.779336472001	61287.051742365	0.0003128186075794875	0.3
UKR	2017.5		0.0	36098896778.67657	4004167231.5841837	661123683.75	1904310222.4999995	577555555.5555556	92444444.44444445	3555000000.0	127547196749.11111	41236.8	69526804942.73885	62158932703.793365	3287.603624131947	121.56182559308428	5256619333894.176	8152313319.055107	3.0931400000000004	6.84284	10803851698.760138	44647812.7	315.6575	5198737270.046261	146204267503.79544				85.0	58.875	Europe	Europe	0.0	0.0	0.0	0.0	0.0	138101.93537487803	305517.838656068		0.18
UMI	2017.5																														Oceania	Oceania	0.0	0.0	0.0	0.0					
URY	2017.5		0.0	10791956953.57512	1406268798.052906	38357500.0	1514487562.5	138482884.98533535	41495889.09595079	1919972211.6193492		4607.0	13438164325.428722	15248882052.0217	17188.97078227288	106.70425545719958	1921035883598.4553	2675175432.7745833	4.4478	8.6043	5106366071.384971	3414868.3	964.90375	3716065691.4691257	58745808262.72347				71.0	57.975	Americas	Latin America	0.0	0.0	0.0	0.0	0.0	15188.651224739999	29382.55131369		0.25
USA	2017.5	0.0	0.0	3897299943087.631	341845632005.37164	132676462093.75024	76774109822.4998	41163666666.666664	116667333333.33333	337036333333.3333			2948655555555.5557	2368690333333.3335	60519.46363420374	103.89558623654665	493390589466454.0	1082039358825.9435	2.61	14.850833333333334	3365200765224.48	325383587.5	4400.0	1679648021355.5173	20037700746300.0	25.0	0.0116099644570554	46.89826722263353	1.0	67.425	Americas	Northern America	0.0	1.0	1.0	0.0	0.0	849251.163375	4832217.427364584	0.0	0.27
UZB	2017.5		1309610548.1235683	12265387752.325432		3814446.25	3033979875.0	47514375.63225935	2213133.107473198	1438622000.748075	19832110577.82222	32517.625	20024066850.991344	13797351910.3573	2170.8211449542214	292.747003442552	1120367247695.8494	3950298036.911915	2.3802399999999997	11.2895	3644910106.6088676	32713500.0	342.7722222222222	1603903160.663317	69935422757.41609						Asia	Asia	0.0	0.0	0.0	0.0	0.0	77865.98124	369319.05825		0.075
VAT	2017.5																														Europe	Europe	0.0	0.0	0.0	0.0	0.0				
VCT	2017.5	0.0	0.0	205012818.07540545	19635429.9802261		4250000.0	2966101.290705513	0.0	105042333.71984413	364521326.9444444	211.375			7945.10908703927	100.06027131298384	20374017058.64279	47201332.46672672	0.941	7.816133333333334	36104459.89237502	105585.7	809.1283285179978	23659283.61369652	845913520.7755637				122.0	66.5	Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	0.0	99.35614369999999	825.2719092933335	0.0	0.300000011920929
VEN	2017.5	4710876929.658277	3876725660.3261714	48421877039.43492	2326035396.1957026	257218625.0	821593545.0	358500000.0	0.0	682851851.8555555			130470150575.2565	86201816845.19214	14204.85508033795	4338.4068332540155		4178752658.3844013	1.73	2.03815	11433172741.884645	29555341.5	808.7822958527255	6865389197.229284	280799333239.3632				69.0	71.925	Americas	Latin America	0.0	0.0	0.0	0.0	0.0	51130.740795000005	60238.219278225	0.0167766670786307	0.34
VGB	2017.5									50342959422.744446								45325091.27194669				30089.2	3213.366313944217		1337139511.1111112	1.0	0.0644693017313464	100.0	9.0	70.65	Americas	Caribbean/American isl.	0.0	0.0	0.0	1.0	1.0				0.0
VIR	2017.5												3131875000.0	2125375000.0	35892.850070179324	100.55330063651917						107013.2	2677.8473922400717		3920900000.0				87.0	71.925	Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	1.0				0.231
VNM	2017.5	3478051596.5558367	1482974615.7326949	43453718387.02115	9753097277.874784	1655263750.0000002	24164470048.75			13297777777.777779	98999901470.52222	88331.75	222030020314.0902	231208412203.1173	3041.7172214756324	150.24121046973045		13019213381.299746	0.8106714285714285	1.438257142857143	14096012891.512407	94313000.7	251.1866666666667	7806340102.351168	294823094523.4436				24.0	80.875	Asia	Asia	0.0	0.0	0.0	0.0	0.0	76456.85501032713	135646.3469210657	0.011797079879979588	0.2000000029802322
VUT	2017.5			150762297.42877778	0.0	19712499.999999996	5975000.0	289767.28933898325	343840.0697734586	36982918.5194842	347968873.5111111	130.16666666666666	446028140.430449	341566292.4921085	2911.0556104568977	141.42096968772134	22470013587.87714	33198401.83444866	0.1653	1.50602	30746164.963700734	293501.7	357.0640718931521	13705618.075854465	858325091.7813442				112.0	76.0	Oceania	Oceania	0.0	0.0	0.0	0.0	0.0	48.51583101	442.01943023399997		0.0
WLF	2017.5																														Oceania	Oceania	0.0	0.0	0.0	0.0	1.0				0.0
WSH	2017.5																																								
WSM	2017.5		0.0	205882808.10329428	21281114.94102691	0.0	56762500.0	1281629.2318321562	380055.5029809139	11452448.91843616	434664176.6666667	115.25	409344302.75028366	236216206.54238772	4083.554934220322	105.73372173599127	24095153165.65547	39644011.56706934	0.51147	2.6907	48668997.66175147	209250.4	500.45	35375049.35472037	849533268.9476836				104.0	73.025	Oceania	Oceania	0.0	0.0	0.0	0.0	0.0	107.025302088	563.0300512800001		0.27
XKX	2017.5							4847317.858898584	534996.6232743342	327170146.7628509	2493836653.5222225	3997.5	4116338029.6242023	1956169473.4624965	4141.991138802521	119.61536175470367						1793581.6	504.45428571428573		7628923710.396128				129.0	68.9											
XXK	2017.5																														Europe	Europe	0.0	0.0	0.0	0.0	0.0				
YEM	2017.5					1825000.0000000002	105575000.0	54836377.5	625000.0	-266578783.36585784	7307412862.233334		13211362059.531708	5269801477.941544	1201.5024003100852	3651.6587249668532			0.5251	0.7917222222222222	1409052844.5312111	30314677.4	136.42587302782584	226588433.71940207	30074779822.314644						Asia	Asia	0.0	0.0	0.0	0.0	0.0	15918.237102739999	24000.803757077774		0.2
ZAF	2017.5			107288552280.57288	20116197197.44002	3621105710.0	6088142764.999997	1619036681.9330568	143363777.4522019	8328272982.256149	161562982640.25552	344006.3333333333	102801268167.93193	106349912603.84454	6623.870886768727	112.31396434120963	12943116150895.727	21852137723.459934	0.77752	4.973999999999999	30879857623.46174	57055628.1	848.67	16497108582.229666	380217036004.1897	45.0	0.0044790359264844	49.42046958526767	46.0	60.05	Africa	Africa	0.0	0.0	1.0	0.0	0.0	44361.891960312	283794.69416939997		0.2800000011920929
ZMB	2017.5	387237567.03709143	146386568.721482	3512691788.9713683	592527647.0425365	3025000.0	1173049875.0	13116276.644332642	0.0	792646491.763597	18550447155.733334	9587.5	8786328797.18059	9367261399.947151	1383.998019936524	191.39565412928155	515620219980.837	1014949167.0814744	0.106	0.9494222222222223	1112544890.5371196	17537714.9	269.01	420054444.9754757	23528765250.9674						Africa	Africa	0.0	0.0	0.0	0.0	0.0	1858.9977794	16650.696253057777	0.016458048814149733	0.35
ZWE	2017.5	212888653.96259812	0.0	3622295104.9705443	437214522.038946	90725000.0	1370572500.0000002	9884606.108572412	2220278.9081905326	353219652.71298337	11306299324.577778	13506.875	7007270921.172672	5256601660.788204	1519.698752484909	265.38331629701696	499007437674.98883	1274107319.197759	0.17592000000000002	1.8147299999999997	1393546669.031275	14883342.3	197.34320879670864	426886591.03755707	23092370981.81798						Africa	Africa	0.0	0.0	0.0	0.0	0.0	2618.2775774160004	27009.247772078998	0.0092190037190299	0.25
