iso3	year	resource_revenue	resource_taxes	total_taxes_revenue	cit_revenue	greenfieldfdi_outward	greenfieldfdi_inward	ip_payments	ip_receipts	fdi_inflows_wdi	external_debt_stocks	new_businesses_registered	imports	exports	gdp_pc	gdp_deflator	govt_exp_gdp	govt_exp_educ_gdp	physicians_per_1000	nurses_per_1000	health_exp_gdp	population	month_wage	who_gvt_health_expenditure	gdp	cthi_2021_rank	cthi_2021_share	cthi_2021_score	fsi_2022_rank	fsi_2022_score	region	region_tjn	eu28	oecd	g20	ukt	oecd_oct	physicians	nurses	resource_revenue_gdp	cit
BMU	2017.5					1833077499.9999998	30387500.0	7272557.550866895	147661.0283598889	19229014.24222837			1680685000.0	3463504777.7777777	107748.6140295989	109.7146104526309		121202343.17924426				64325.9	6365.310407808067		6968631500.0	3.0	0.0566709750434633	100.0	49.0	70.125	Americas	Caribbean/American isl.	0.0	0.0	0.0	1.0	1.0				0.0
BOL	2017.5	3315206267.022783	1975069738.002105	6868452730.857252	1727431268.4588559	70650000.0	1180537375.0	68870593.94274412	14686346.255677609	394275917.48111635	12204344106.755556	3593.0	11940531111.005615	10554724073.631905	3166.979633796864	559.663747949551		3149341066.8075686	1.31	1.3659625	2415587469.9369907	11492829.5	837.7233333333334	1504997286.303046	36673472515.2375				109.0	79.25	Americas	Latin America	0.0	0.0	0.0	0.0	0.0	15055.606645000002	15698.77411589375	0.09039793724593012	0.25
BRA	2017.5		0.0	442848219611.83453	55666372207.973145	3251949102.5	17109438229.999985	5396111248.739	616857868.437	69297826583.666	550276650815.689	278727.125	276257676458.8311	265250307071.70682	9328.70373236084	163.5427441920189	66672021466155.13	116227016088.20045	2.20958	8.15516	174553000362.20258	208953238.0	643.73	72831926115.91058	1904696728837.11	64.0	0.0012292853260096	29.28081484877269	83.0	49.15	Americas	Latin America	0.0	0.0	1.0	0.0	0.0	461698.89562004	1704047.0884080802		0.3400000035762787
BRB	2017.5		0.0	1254906822.8197508	131352000.5065429	17187500.0	86087500.0	14368099.299672002	20860711.599573337	350342979.1768248		973.0	2085334344.4444444	1760717716.6666667	17454.67347795779	110.37551659382522	167983193204.67657	237482833.64626765	2.4878	3.06	331901061.1147854	279323.8	1340.12	157319856.29866365	4869361770.0				63.0	73.725	Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	0.0	694.9017496399999	854.730828		0.25
BRN	2017.5	3202775310.4301233	1491054939.9649124	1785793199.8431854		19925000.0	1787607500.0	18994760.626826312	0.0	388662793.4306621		606.875	6149692756.919717	8372208278.504473	32359.559101955085	98.70279115603537		539474149.8989649	1.6198625	6.292344444444445	312424306.18237174	431085.8	2338.2915541078373	291900488.6949048	13870726557.35175				136.0	73.3	Asia	Asia	0.0	0.0	0.0	0.0	0.0	698.2997217025	2712.5403387088886	0.23090176979464652	0.1850000023841858
BTN	2017.5		0.0	328753522.61581993	148583972.90115014	5887500.0	175125000.0	248468.46651515755	14162.455479055188	7507739.56841452	2404446251.5555553	44.166666666666664	1207841745.394361	735664458.6267885	2956.2435361492267	238.06565525647	45486938460.36557	145574855.9188627	0.41594	1.7006900000000003	82600604.08776645	757143.5	263.8825	56765619.46521937	2266305567.338932						Asia	Asia	0.0	0.0	0.0	0.0	0.0	314.92626739	1287.6663790150003		0.3
BVT	2017.5																														Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	0.0				
BWA	2017.5	1780748001.245703	555073712.0172246	3635246274.13238		53712500.0	204176250.0	87874116.7979432	507738.6164010761	203388642.20386362	1990930864.6444445	21134.75	7807327900.240272	7427683918.620549	6506.959411345611	94.79064032725104	469520165149.74457	1199663226.0897338	0.3810222222222222	4.860388888888888	974419794.5205022	2421144.0	465.86	647358432.5889453	15834779650.04256	59.0	0.0018018830038031	54.88221436663192	113.0	56.8	Africa	Africa	0.0	0.0	0.0	0.0	0.0	922.5096671999999	11767.701395999999	0.11245802218920783	0.2199999988079071
CAF	2017.5		0.0				5650000.0			14555412.04388889	779770615.4000001	227.625	694904127.9427255	322321652.3800883	404.97634473173923	161.64603436011987	21237016816.12748	41379863.53659794	0.0719	0.2395	143470165.7094482	5088284.5	71.31396168863282	14452691.186891505	2098154928.79662						Africa	Africa	0.0	0.0	0.0	0.0	0.0	365.84765555	1218.64413775		0.3
CAN	2017.5	0.0	0.0	486761571236.3642	62865667665.86902	18810020386.25	18594430664.999992	13069174086.22023	5951874045.245685	49071226298.909035		3157.0	564913748504.4077	537347683206.4371	46972.87277753592	104.32046561906056	33582140984097.168	84713372495.9313	2.46016	10.34948	193641250969.18066	36807375.4	2856.181681365214	136844352469.80707	1747555681191.211				28.0	51.15	Americas	Northern America	0.0	1.0	1.0	0.0	0.0	90552.032664064	380937.195554792	0.0	0.2680000066757202
CCK	2017.5																														Oceania	Oceania	0.0	0.0	0.0	0.0	0.0				
CHE	2017.5	0.0	0.0	148057003385.84842	21243887317.288	19295267773.749996	2079733863.7500005	26318188003.085934	25984851189.09519	2803264554.8377395		25119.85714285714	413596195347.8681	485280292297.51074	85692.27154445565	100.02089288610387	12813642230953.283	36253254042.72456	4.2695799999999995	17.52621	81498336120.50066	8452015.5	6723.196666666667	26501791816.15272	729811898684.4498	5.0	0.0510788257055475	88.57052953006583	2.0	70.05	Europe	Europe	0.0	1.0	0.0	0.0	0.0	36086.556338489994	148131.79857625498	0.0	0.2114900052547455
CHL	2017.5	4758985124.127875	2653197277.708357	47975750427.88354	4163372820.5514693	1578307070.0	7073084427.499998	1668357504.1664178	45339153.96222222	14110379000.027542		118159.875	81971213952.05533	81765991764.29091	14743.110377462655	98.08941665987575	6450181368186.9795	14202985785.673733	2.45481	7.70582	24117116444.749096	18554723.1	1082.1000000000001	11388859685.15742	276563656277.90784				73.0	59.775	Americas	Latin America	0.0	1.0	0.0	0.0	0.0	45548.319813111004	142979.35635844202	0.017207557884416167	0.25
CHN	2017.5		0.0	2555772504052.8345	511798517140.6501	64331595901.24997	69659912097.49995	30363116602.02778	4566771364.775555	239106422450.49255	1868456084390.5889	207980.5	2338127849878.488	2596806272517.6104	9177.602207513946	105.98528541908537		490662919490.7846	1.9941900000000001	2.673	674689395040.601	1394529000.0	919.55125	382328528768.00183	13298188237736.604	19.0	0.0202516094277586	62.50157434166584	11.0	66.45	Asia	Asia	0.0	0.0	1.0	0.0	0.0	2780955.78651	3727576.017		0.25
CIV	2017.5			6671464281.011198		107251250.0	1541948377.5	6657622.265166046	738197.6333088792	718756354.8497412	16315962998.57778	7447.75	12798100112.713411	13308305197.693678	2153.014900885772	96.98808747915606	763098072935.7896	1973012625.2506635	0.26511999999999997	0.5958699999999999	1904645436.700845	25153302.9	210.35	628262299.2004782	55495613119.06107						Africa	Africa	0.0	0.0	0.0	0.0	0.0	6668.6436648479985	14988.098599022996		0.25
CMR	2017.5	1183540993.6037116	293495801.0140778	5135405392.927909	964039849.2727255	15126250.0	588369558.75	5215717.677909641	1930864.3972783743	763837589.9409556	10090806539.633333		8477688224.288829	7278718806.963476	1537.2519595846422	101.8724661000277	461891870184.7994	1092370866.6040938	0.12006666666666667	0.48605555555555546	1391605034.2662706	24679732.3	269.89	142305808.3431977	38333291530.85304				81.0	70.25	Africa	Africa	0.0	0.0	0.0	0.0	0.0	2963.213191486667	11995.720994038888	0.03087501611102515	0.33
COD	2017.5	473730945.6928663	11324161.745453918	3600147093.500473	688169369.0658233	87500.0	859952625.0	3448491.914555555	0.0	1364172061.9753397	7609413992.977778	1684.5	15207567885.994656	13679478421.191383	503.36482680033873	513.4597641519094		937958597.5198352	0.31179999999999997	0.999	1702941606.5146186	85550240.8	79.39213201843954	232970475.5055196	44042349490.4608						Africa	Africa	0.0	0.0	0.0	0.0	0.0	26674.56508144	85464.6905592	0.010756259626782	0.28
COG	2017.5	2326122537.8216286	0.0	1402811686.5322502		5000000.0	746599999.9999999	14367335.321213154	788859.3388904774	2012507172.9023268	5220530682.744444		7070037716.043186	7561961724.207129	2519.863724537017	158.31521550925456	214009350905.26556	534003054.5276509	0.1049	0.920788888888889	342009908.3470551	5372205.8	291.6488837675788	166270224.69974595	13271204109.79221						Africa	Africa	0.0	0.0	0.0	0.0	0.0	563.54438842	4946.667409464445	0.17527592210757198	0.3
COK	2017.5																							8690105.906492095	333653900.0				131.0	69.75	Oceania	Oceania	0.0	0.0	0.0	0.0	0.0				0.2
COL	2017.5	8417992940.912695	0.0			557336543.75	4773883716.249999	1335804772.327735	128170693.93795359	13073378578.309011	128590965622.88889	67388.875	68536029306.85744	51085661058.89803	6630.833463541606	110.72448700166242	9963912210322.83	14788486903.914888	2.12932	1.29641	24729678350.72876	48944138.4	338.0	16848552363.215908	320795474505.6975				108.0	54.325	Americas	Latin America	0.0	1.0	0.0	0.0	0.0	104217.73277788798	63451.67046314401	0.02624099655359442	0.33
COM	2017.5	0.0	0.0	88660534.81743984			3562500.0	734289.2515439434	316186.797337072	4357329.968316932	214824696.86666667	78.0	330933905.165622	118016459.24776825	1493.1844960847277	120.62079069690478		29470653.574015673	0.2433222222222222	1.4826	58037736.15418861	766883.2	227.85	6659640.264047123	1152315216.563374						Africa	Africa	0.0	0.0	0.0	0.0	0.0	186.59972440888885	1136.9810323199997	0.0	0.5
CPV	2017.5			345033419.3639423	44473330.53052743		109050686.25	4874643.7070115525	26449.820917895122	111691781.17300446	1739457802.6333334	3453.625	1116790177.9969172	736864940.3855009	3214.4951033242132	114.02246867031035	49875159255.79013	99060995.50677973	0.7876555555555557	1.142288888888889	95492025.56967524	566825.2	323.92	57410884.09562843	1826435836.730161						Africa	Africa	0.0	0.0	0.0	0.0	0.0	446.46301780888894	647.4781279022222		0.25
CRI	2017.5			7909649981.416602	1406720676.769933	62393375.0	1014675176.2500001	533335523.5798845	4126263.493719717	2930864421.193774	26094579384.088886	15316.125	18961752767.79811	19227985716.20562	11841.850998880822	98.86213768005511	1694016737881.7825	4061066295.1392913	2.98108	3.20246	4447366871.8566885	5002639.7	896.2011111111111	3305523548.0823016	59633177319.35527	40.0	0.0057067614548363	67.51870748299321	105.0	55.8	Americas	Latin America	0.0	0.0	0.0	0.0	0.0	14913.269156876	16020.753533662		0.3
CUB	2017.5		0.0	31388575293.75599	5382691806.011937	25422500.0	920991881.2499999						12025875000.0	14382500000.0	8210.711600078013	270.58342679630397		9023.26844668823	8.075922222222223	7.7673444444444435	11224583138.457886	11313029.9	756.3008867284658	10072659256.503338	95869200000.0						Americas	Latin America	0.0	0.0	0.0	0.0	0.0	91363.14957007446	87872.19994359888		
CUW	2017.5							27963464.27188082	6173123.05027933	127954214.91247675			2534759776.536314	2039597765.363128	18672.6712527958	109.67867537709867		190998985.6772939				156401.2	1494.46		2906633709.4972067	29.0	0.0079641909605561	72.46070611052025	90.0	76.05	Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	1.0				0.2199999988079071
CXR	2017.5																														Oceania	Oceania	0.0	0.0	0.0	0.0	0.0				
CYM	2017.5					239720000.0	99800000.0	77904594.51546122	12691124.853477076	22217667529.989353			2512300492.01968	3821012840.51362	81636.02867255287	104.45948907519546		111355005.27703589				63911.9	5129.9330480045055		5263313074.520899	2.0	0.0599385015765242	100.0	14.0	72.625	Americas	Caribbean/American isl.	0.0	0.0	0.0	1.0	1.0				0.0
CYP	2017.5			5891588437.314881	1460989308.8456988	2690641952.5	255323750.0	287898458.3764895	484370578.2168772	13547216834.104347		12371.0	17453280920.246834	17746483926.93929	27596.510199652777	101.67893849824958	977533715660.007	1453835921.8589013	2.78546	3.9859666666666667	1709019973.7941265	1211122.7	2060.70375	711314959.454062	24445595846.04287	14.0	0.0311584755286324	85.34487256599441	15.0	61.525	Asia	Europe	1.0	0.0	0.0	0.0	0.0	3373.533835942	4827.494711443333		0.125
CZE	2017.5	0.0	0.0	44917568858.79046	8319101844.7773485	2171724492.5	2930224151.249999	1352954479.8089023	544750150.4402424	8270622066.850815		27106.875	160501252940.1801	174141278836.89355	21552.074698380442	105.00142846044103	8000850217879.314	10803727567.940302	4.017989999999999	8.67226	17898182737.09352	10575764.8	1357.527142857143	14351191757.72685	233505756432.81747	37.0	0.0060757396827536	58.26330409205674	92.0	50.0	Europe	Europe	1.0	1.0	0.0	0.0	0.0	42493.317208752	91715.782044448	0.0	0.1899999976158142
DEU	2017.5	0.0	0.0	901115966129.6359	73404557443.67647	58343690538.75001	16763805057.500023	14001190584.44162	32753012928.329067	86478335808.31836		70937.25	1511510191429.531	1750693208520.7354	46102.67824173752	103.58850705583066	112223474482479.06	188105734621.7221	4.2646299999999995	13.555870000000002	446204807423.9261	82387215.8	3602.41125	331890773988.03375	3841339414627.1353	23.0	0.0143324116605501	58.017137480096	7.0	56.7	Europe	Europe	1.0	1.0	1.0	0.0	0.0	351350.99211715395	1116830.3870467462	0.0	0.2982500195503235
DJI	2017.5	0.0	0.0	368505811.33822256		52500000.0	208081250.0			175304654.03946579	1967170066.7555554	1142.0	3691900912.5258136	3809508305.0821238	2628.0457082467865	104.47889880834688		112432481.66464454	0.2237	0.7288	72050114.35069424	1046305.5	324.8031077673083	41748196.20234662	2819879087.502322						Africa	Africa	0.0	0.0	0.0	0.0	0.0	234.05854035000002	762.5474484	0.0	0.25
DMA	2017.5	0.0	0.0	122725483.8834859			30362500.0	732497.0975647373	47.5917695473251	33222787.786695633	311042339.3777778	535.375	332016666.6666667	225745061.7283952	7682.910620881367	125.39224892638943		26880511.777349874	1.1111499999999999	6.3939625	29236466.087786913	70774.5	790.2036830881929	19081026.400792938	543590740.7407405				128.0	65.175	Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	0.0	78.641085675	452.52949895625	0.0	0.25
DNK	2017.5			160567651147.90857	10079625229.688068	9240011013.75	1201142926.2499998	1610531379.17736	3333104217.746622	4641418026.150777		30029.166666666668	169657491495.0948	192988176281.38464	59930.80244344456	102.23935555350667	13548920083629.412	25560810037.04503	4.073722222222222	10.399522222222224	36134297176.25891	5758780.8	5424.82	29839924967.3437	349965703663.90564	34.0	0.0066621935888416	56.42556483980452	80.0	48.95	Europe	Europe	1.0	1.0	0.0	0.0	0.0	23459.673317866665	59888.568902506675		0.2199999988079071
DOM	2017.5		0.0	10478829478.6723	1678418276.5070496	300000.0	1429974191.25	82655555.55555555	0.0	2623977777.7777777	31633895333.0	8953.5	22386595791.775776	18024553063.353386	7334.84827434424	165.08135008379577	1311984556588.9082	3156427812.783559	1.45008	1.3927	3674487417.1402044	10690265.7	685.7141540743402	2062145310.4996173	79855788691.27127				84.0	64.725	Americas	Latin America	0.0	0.0	0.0	0.0	0.0	15501.740486256	14888.33304039		0.27
DZA	2017.5	27154226569.955307	0.0	24566480305.925537		188738738.75	3244561016.2499995	159542003.425285	639639.8091289724	1153913106.3540287	5596393579.555555	8735.833333333334	54919025554.91672	44211871136.31333	4284.15458840284	102.27344922457858		12038980181.573898	1.7696111111111112	1.9317333333333333	11116274443.582766	41421980.2	421.4199988601989	7730085402.792328	173745183774.8268				34.0	79.075	Africa	Africa	0.0	0.0	0.0	0.0	0.0	73300.79640614445	80016.21988501334	0.1562876505696244	0.26
ECU	2017.5		0.0	14978723489.111708	1342508210.0696893	47297500.0	971908287.5	126266218.0533244	5195976.482222223	924688786.7908441	40047840839.78889		24616025333.333332	24093852333.333332	6116.222832074451	146.90347572743812	2755880512142.58	4671797186.032276	2.1389	2.4839777777777776	7692791685.751501	16855689.5	490.3322222222222	4437336227.084366	102767280200.0	66.0	0.0009736506557758	42.73615196118458	116.0	52.225	Americas	Latin America	0.0	0.0	0.0	0.0	0.0	36052.63427155	41869.158147122216		0.25
EGY	2017.5	10537595269.796814	6528032062.677644	42335601821.16812	11653713066.964449	1196059422.5	18678347087.499996	273000000.0	220000.0	6596733333.333333	86519006343.37776	7532.375	72442186840.14825	44523281008.673134	3075.3270327061223	105.5234800227643	10227862902026.928	11501200326.532879	0.77718	1.9364	16279008178.935762	102361635.5	302.59285714285716	5048254172.977473	321790355619.12463				56.0	68.25	Africa	Africa	0.0	0.0	0.0	0.0	0.0	79553.41587788999	198213.0709822	0.03274677157282256	0.2249999940395355
ERI	2017.5					0.0	17462500.0			57766333.333333336	826404472.4888889								0.07082000000000001	1.3618444444444444	244355618.51417762	3446270.2	219.2055695384341	40255889.09995553	5844898011.111111						Africa	Africa	0.0	0.0	0.0	0.0	0.0	244.06485556400003	4693.283925924445		0.3
ESH	2017.5																														Africa	Africa	0.0	0.0	0.0	0.0	0.0				
ESP	2017.5	0.0	0.0	299306194695.25714	29114504620.14444	21882251287.5	15639867560.000011	5342829020.133825	2361416188.0909877	38246548894.868126		91026.875	413028564618.325	451691286245.26697	28454.678217309287	102.45648651923294	46734200351605.19	57667741083.25436	4.08669	5.82925	124182458520.34384	46875280.3	2434.80125	85829297198.21152	1341810416087.499	22.0	0.0155410597072976	64.80743455808388	29.0	56.575	Europe	Europe	1.0	1.0	0.0	0.0	0.0	191564.739249207	273247.727688775	0.0	0.25
EST	2017.5	0.0	0.0	6282741188.928323	522912816.30231595	576903832.5	518167345.0	59768026.353447095	56190938.164753154	2155164658.9902105		17415.625	21095436584.259457	21810669026.175323	21509.054851596044	107.04322726372985	1062204717686.1067	1525808131.7831018	3.43915	6.44046	1989212690.2388058	1322138.4	1410.26125	1391936434.3005164	29309716378.33716	38.0	0.0058100477413893	70.0056972601482	125.0	44.2	Europe	Europe	1.0	1.0	0.0	0.0	0.0	4547.0322783599995	8515.179479664	0.0	0.2000000029802322
ETH	2017.5	0.0	0.0	9762697529.091063		138637500.0	3230998428.7499995	6331601.086546042	1147169.2027574738	2949994625.4173355	24015316437.922222	25601.0	18316764782.40748	6811740668.81702	731.3872489270235	118.0736441566971	838459553049.0526	4064117327.776537	0.0914	0.7961666666666667	3024761688.7916613	109580120.0	72.24	742443888.4353585	83429908280.54904						Africa	Africa	0.0	0.0	0.0	0.0	0.0	10015.622968	87244.03887333334	0.0	0.3
FIN	2017.5	0.0	0.0	82818678133.03032	6293962474.451885	5110416845.0	2132826147.500002	1127797978.1206899	3146793073.152779	8608639974.46681		14660.375	100711272399.03949	99366351028.14319	48298.94684312759	102.03997272572829	10571035488301.375	17822661751.327217	4.189344444444444	20.36895555555556	25389361179.538227	5503224.0	3793.42875	20016225093.726097	268789742041.2356	32.0	0.0068692459719245	59.8055860726968	88.0	51.8	Europe	Europe	1.0	1.0	0.0	0.0	0.0	23054.90089093333	112094.92506826669	0.0	0.2000000029802322
FJI	2017.5	0.0	0.0	1163532652.187642	147005466.7165681	3312500.0	104706185.0	4990896.816376769	501252.32446483494	338518520.3875506	1390213801.4222224	1220.5	2672805766.955684	2187069332.053091	5304.807848474671	104.29645779867047	131875850379.38936	228852704.2320454	0.8525999999999999	3.49022	165381712.5672124	919070.6	506.49	100957884.79156739	4814598832.938317				121.0	70.3	Oceania	Oceania	0.0	0.0	0.0	0.0	0.0	783.5995935599999	3207.758589532	0.0	0.2
FLK	2017.5																								206400000.0						Americas	Caribbean/American isl.	0.0	0.0	0.0	1.0	1.0				0.26
FRA	2017.5	0.0	0.0	794546914920.6458	61175705436.250565	42062828381.25	13271573131.250017	13607534450.892723	15302345930.943054	42559640496.45348		190111.25	843872559635.3179	812561128541.9271	40326.08745698197	102.0040025397447	131707422442828.52	148541548953.8861	3.23761	11.151010000000001	312480996141.4485	67012147.2	3396.27	224782823449.79938	2724974077049.438	18.0	0.0205145082518795	66.9323299190448	30.0	47.875	Europe	Europe	1.0	1.0	1.0	0.0	0.0	216959.19789619202	747253.1235486721	0.0	0.3443000018596649
FRO	2017.5												1593039147.990102	1623595640.4510589	60169.532807891526			249189506.49592125				50625.8	4083.3680120956205		3098414800.683096						Europe	Europe	0.0	0.0	0.0	0.0	1.0				0.18
FSM	2017.5	63444271.22852773	0.0	64826682.4863241	44471731.9047785	937500.0	14900000.0			10104650.0		25.0	262582000.0	105658733.33333333	3290.737852177452	148.73160879777657	7679900513.2298	44214113.34208376	0.9391000000000002	2.2334444444444443	44226132.19006517	110812.6	404.1248501675067	11870640.409723464	368189760.0						Oceania	Oceania	0.0	0.0	0.0	0.0	0.0	104.06411266000003	247.49378584444443	0.17231405682908654	0.21
GAB	2017.5	1415346851.954373				5937500.0	308166746.25			1163342452.0556593	6199470433.888889	1365.0	4102862387.673209	8320606305.052466	7758.663960547982	168.1746411279679	262001055470.52847	495851660.29138863	0.5209222222222222	2.44416	481852192.56635064	2153374.7	739.4505493790965	289028608.04417723	16862619612.61945						Africa	Africa	0.0	0.0	0.0	0.0	0.0	1121.740734001111	5263.192306752001	0.08393398442642756	0.300000011920929
GBR	2017.5	-194454620.87807176	-194454620.87807176	763273004546.8722	77700005670.87979	41018994487.5	36972931911.25023	13479207728.145136	21788140681.35353	82444749676.95322		642553.0	880548741868.1599	841434077208.0106	43401.93288006824	104.98129996547306	114667963622017.62	156073028124.73648	2.84027	8.50377	295636417106.24756	66054805.1	3200.615714285714	228416377718.65204	2887202980996.909	13.0	0.031229582185366	69.20465603076573	13.0	47.175	Europe	Europe	1.0	1.0	1.0	0.0	0.0	187613.481281377	561714.869965227	-6.735051957134286e-05	0.1899999976158142
GEO	2017.5		0.0	4001134504.036951	404387054.1479878	24112500.0	821860820.0	29797997.90888889	1671921.671111111	1412841040.1111112	17067190921.866665	20798.125	9750116549.664753	7387123271.695742	4499.277912449067	112.57638810704005	455419024991.7813	583625686.9896212	5.59464	4.706300000000001	1262318066.363227	3720451.3	412.955	441596601.975678	16932419347.07952						Asia	Asia	0.0	0.0	0.0	0.0	0.0	20814.585661031997	17509.559953190004		0.15
GGY	2017.5																									17.0	0.021554701596078	98.33333333333334	10.0	70.65	Europe	Europe	0.0	0.0	0.0	1.0	1.0				0.0
GHA	2017.5	1053599688.9265088	131891075.51097666	7680470973.479974	1614956214.2003322	24324216.25	3132640125.0	157167279.37368602	56963011.04596122	3097830284.4708414	24065100157.17778		21140614860.52736	19108317128.793922	2080.39127820741	179.9182638294473	1188129841312.3696	2709343099.499719	0.13143	2.73301	2465407656.4335194	30460885.3	239.78	937239855.5265185	64445259210.78465	61.0	0.0015413013775186	51.68688641021549	70.0	52.675	Africa	Africa	0.0	0.0	0.0	0.0	0.0	4003.4741549789996	83249.904133753	0.0163487539941525	0.25
GIB	2017.5																					32593.0	4206.570383255286		2044000000.0	30.0	0.0078741692462694	66.35446263299708	96.0	66.775	Europe	Europe	0.0	0.0	0.0	1.0	1.0				0.0
GIN	2017.5	254853077.8000483	254853077.8000483	1507918436.2538147			1064162500.0	0.0	-725000.0	327429012.78028405	2738714204.7222223	2194.285714285714	6505125834.1661825	4725830608.944813	900.4196575075393	160.48548112591135		274885048.9092098	0.1802222222222222	0.5074000000000001	513037449.1023157	12388793.5	133.64934110254697	69014912.92619541	11653127703.032545						Africa	Africa	0.0	0.0	0.0	0.0	0.0	2232.735895222222	6286.0738219	0.021869929197954874	0.35
GLP	2017.5																														Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	0.0				
GMB	2017.5		0.0	171963065.91629493		14425000.0	60912500.0			99087365.15966558	720045887.4777778		555179338.5168978	255498373.56030354	663.9738944911692	130.22151678373513		38027113.45272424	0.10188	1.01343	52730824.52680101	2407303.5	82.59	17432009.54171611	1634601938.072419	69.0	0.000286459004493	49.79974966034336	138.0	72.725	Africa	Africa	0.0	0.0	0.0	0.0	0.0	245.25608058	2439.633586005		0.31
GNB	2017.5		0.0	113403230.40866052			39400000.0	1183.532983157365	92510.07599456067	25413641.37902141	579851045.8222222		392649721.87426287	282346738.47765815	687.3093581399038	154.98069113348913	18179929609.39234	31539957.36258956	0.18606	0.6738299999999999	108075518.89777239	1897704.1	162.73	8456843.800388668	1333147663.497534						Africa	Africa	0.0	0.0	0.0	0.0	0.0	353.086824846	1278.7299537029999		0.14
GNQ	2017.5	2500047031.142006	762282593.3383816	1121152215.8399973	940015651.9850919	4050000.0	19013750.0			356925065.22414446			5953438915.867386	8272710425.384511	10061.672548936944	130.07363076597568	138316996775.72324		0.4017	0.4063	400707351.35448664	1465582.1	869.9662727057132	77338494.82150482	13944059725.136042						Africa	Africa	0.0	0.0	0.0	0.0	0.0	588.72432957	595.46600723	0.17929118781923567	0.35
GRC	2017.5	0.0	0.0	56286256348.39801	3575344663.6071963	1650600047.4999998	1359015625.0	336534539.37271285	73827512.81209104	3501159398.6907797		7767.875	79079320744.39241	72804938857.3473	19416.361142468886	100.01001344390076	10866456165273.951	8264128537.5643	6.17397	3.64711	17569969311.793747	10764466.2	2342.4825	9287255134.848425	209902212051.82928	57.0	0.0021026767338654	46.49980721430329	99.0	52.825	Europe	Europe	1.0	1.0	0.0	0.0	0.0	66459.491384814	39259.192322682	0.0	0.2899999916553497
GRD	2017.5	0.0	0.0	217560250.41722503	16989206.723918647		21755778.75	10200975.648716	23102.965118312757	142163181.12850758	608143250.4333333	223.625			8708.931520146725	126.81511619872445		38770181.633104876	1.4215	4.670249999999999	52346839.119185	121222.9	864.4679658861558	20622752.178621925	1060747566.6666667				132.0	65.9	Americas	Caribbean/American isl.	0.0	0.0	0.0	0.0	0.0	172.31835235	566.1412487249999	0.0	0.3
