Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Net official development assistance received (current US$),DT.ODA.ODAT.CD,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Nicaragua,NIC,329559997.558594,501933776.855469,430980285.644531,562592102.050781,353860992.431641,388128753.662109,460904174.804688,754050720.214844,1127424682.61719,581782470.703125,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Niger,NER,387589996.337891,209208984.375,952478454.589844,1224695312.5,1308503540.03906,1440771240.23438,1930935180.66406,1806760986.32813,2045331298.82813,1282570190.42969,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Nigeria,NGA,255080001.831055,173804580.688477,2498185791.01563,3356352783.20313,3303270751.95313,3276618164.0625,3377271484.375,3530076660.15625,4408934082.03125,3596401367.1875,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,North Macedonia,MKD,..,250854995.727539,168354415.893555,149945587.158203,170320495.605469,140524383.544922,283989776.611328,339202636.71875,225123275.756836,414461212.158203,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Northern Mariana Islands,MNP,62540000.9155273,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Oman,OMN,68199996.9482422,79669998.1689453,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Pakistan,PAK,908590026.855469,549624206.542969,2961087646.48438,2364291503.90625,1386938720.70313,2010312377.92969,2593080078.125,2924211669.92188,1733554077.14844,3963701660.15625,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Palau,PLW,..,39130001.0681152,17798099.5178223,22145433.4259033,84542808.5327148,24951759.3383789,66238082.8857422,49441715.2404785,55674930.5725098,28785337.4481201,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Panama,PAN,99730003.3569336,26945899.9633789,22612695.6939697,41749691.0095215,39135925.2929688,71655578.6132813,146001403.808594,92565071.105957,131429748.535156,410184387.207031,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Papua New Guinea,PNG,370200012.207031,274980651.855469,531579223.632813,532627807.617188,790353637.695313,650619628.90625,1057487182.61719,1186668457.03125,667487365.722656,691091125.488281,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Paraguay,PRY,58319999.6948242,80189163.2080078,88539772.0336914,142754867.553711,164637954.711914,128175201.416016,305740875.244141,176413772.583008,98176002.5024414,223693115.234375,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Peru,PER,397149993.896484,412666839.599609,320201263.427734,-1257220.02983093,450834625.244141,459717102.050781,489924682.617188,304853759.765625,830557983.398438,586267578.125,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Philippines,PHL,1143089965.82031,552795410.15625,283649810.791016,160477447.509766,547397460.9375,887076354.980469,1457351196.28906,1634966552.73438,1613607910.15625,1842688842.77344,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Puerto Rico (US),PRI,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Qatar,QAT,2970000.02861023,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Rwanda,RWA,287920013.427734,321464660.644531,1150473999.02344,1231326049.80469,1119698974.60938,1169081542.96875,1626373779.29688,1331493530.27344,1075493896.48438,1387333129.88281,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Samoa,WSM,35909999.8474121,28847328.1860352,88637908.9355469,136224517.822266,128104736.328125,124878738.40332,168139617.919922,85923858.6425781,127959831.237793,117172477.722168,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Sao Tome and Principe,STP,54119998.9318848,34944332.1228027,47036037.4450684,40242568.9697266,52176284.7900391,51827579.498291,93117263.7939453,72983970.6420898,55170074.4628906,86840171.8139648,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Saudi Arabia,SAU,14659999.8474121,21959999.0844727,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Senegal,SEN,811729980.46875,432146118.164063,731164184.570313,908146728.515625,999021484.375,1439260864.25781,1613282104.49219,1390736450.19531,1454576171.875,1859611206.05469,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Serbia,SRB,..,1134270019.53125,633469238.28125,1688415649.41406,1070118896.48438,565125976.5625,489367584.228516,534290771.484375,511412139.892578,578221740.722656,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Seychelles,SYC,35560001.373291,23599033.3557129,5798510.07461548,16201305.3894043,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Sierra Leone,SLE,59319999.6948242,180639999.389648,693210266.113281,541119445.800781,508151275.634766,567083679.199219,842418395.996094,711213317.871094,519246398.925781,497800445.556641,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Singapore,SGP,-1740000.00953674,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Sint Maarten (Dutch part),SXM,57990001.6784668,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Slovenia,SVN,..,60810001.373291,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Solomon Islands,SLB,41610000.6103516,68382858.2763672,175502349.853516,186809005.737305,195561187.744141,223892639.160156,214311080.932617,264620849.609375,253521606.445313,243661376.953125,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,"Somalia, Fed. Rep.",SOM,514809997.558594,102230003.356934,1183635620.11719,1760372314.45313,1575183105.46875,1720547241.21094,3045629394.53125,2407831542.96875,1950879394.53125,2281094970.70313,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,South Africa,ZAF,..,490014770.507813,1180279663.08594,1014808898.92578,920971069.335938,965903198.242188,1204524047.85156,1042872802.73438,1029895507.8125,1506946411.13281,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,South Sudan,SSD,..,..,1587029541.01563,2183241210.9375,1577496459.96094,1678002197.26563,1824250610.35156,2120690185.54688,2077975097.65625,1791723999.02344,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Sri Lanka,LKA,615950012.207031,222429336.547852,373471252.441406,316173950.195313,-247283721.923828,192955871.582031,219439498.901367,155349655.151367,12256580.3527832,827259826.660156,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,St. Kitts and Nevis,KNA,8119999.88555908,3987540.00663757,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,St. Lucia,LCA,12310000.4196167,11093167.3049927,15228572.845459,15375439.6438599,8558011.05499268,32107833.8623047,98179611.2060547,99951652.5268555,33405929.5654297,35849578.8574219,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,St. Vincent and the Grenadines,VCT,15369999.8855591,6296500.20599365,9122389.793396,11855214.1189575,18153308.8684082,84475410.4614258,76142677.3071289,126322387.695313,15491520.8816528,21283740.9973145,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Sudan,SDN,848239990.234375,225291000.366211,809085571.289063,862414611.816406,967558044.433594,1536798583.98438,2350729980.46875,3821638427.73438,1547002441.40625,1390063232.42188,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Suriname,SUR,61029998.7792969,34834667.2058105,16526849.7467041,20128007.8887939,14181736.946106,23690048.2177734,27499084.4726563,29174047.4700928,55243419.6472168,43524604.7973633,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Syrian Arab Republic,SYR,882820007.324219,159758666.992188,8899744140.625,10415775390.625,9990871093.75,10125923828.125,10036421875,9691870117.1875,7182862792.96875,9206277343.75,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Tajikistan,TJK,..,111772903.442383,359734680.175781,328191772.460938,403749359.130859,361986358.642578,715436096.191406,557532165.527344,594651794.433594,530799865.722656,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Tanzania,TZA,1163150024.41406,1064253784.17969,2317893066.40625,2585599121.09375,2455195068.35938,2126976806.64063,2278315917.96875,2619769775.39063,2645265625,3056842041.01563,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Thailand,THA,793989990.234375,700669189.453125,227778488.15918,250222869.873047,-419287841.796875,-350669677.734375,199537307.739258,133844970.703125,555438781.738281,84968795.7763672,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Timor-Leste,TLS,100000.001490116,231270004.272461,223699493.408203,231957061.767578,207648223.876953,230733062.744141,251282043.457031,256549468.994141,224597381.591797,259935394.287109,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Togo,TGO,258239990.234375,69629600.5249023,168252273.55957,344942596.435547,336692321.777344,404710876.464844,562689758.300781,352139984.130859,429636474.609375,615510925.292969,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Tonga,TON,27149999.6185303,16418333.0535889,82605918.8842773,87229316.7114258,97448379.5166016,107947006.225586,162980010.986328,113074180.603027,295049987.792969,129549209.594727,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Trinidad and Tobago,TTO,17040000.9155273,-1559999.94277954,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Tunisia,TUN,392540008.544922,222838668.823242,646815673.828125,811885070.800781,806799804.6875,980007568.359375,975883361.816406,1116528076.17188,1200546386.71875,1225880737.30469,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Turkiye,TUR,1303849975.58594,328570007.324219,3609088623.04688,3159279785.15625,1195925048.82813,701477355.957031,543520324.707031,1060641113.28125,801440551.757813,1550410644.53125,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Turkmenistan,TKM,..,35534252.166748,32228855.1330566,28143169.4030762,20459264.755249,26333873.7487793,35199459.0759277,29797052.3834229,16325649.2614746,36352214.8132324,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Turks and Caicos Islands,TCA,11600000.3814697,6650000.09536743,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Tuvalu,TUV,5059999.94277954,4030000.20980835,24439786.9110107,28528327.9418945,27372798.9196777,36483135.2233887,43058704.3762207,35918796.5393066,63503723.1445313,68341110.2294922,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Uganda,UGA,663099975.585938,855931640.625,1762597534.17969,2011814941.40625,1945594604.49219,2030926269.53125,3087860839.84375,2565440917.96875,2156962646.48438,2256590576.17188,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Ukraine,UKR,..,..,1523319580.07813,1180661621.09375,1223212036.13281,1120386596.67969,2338972412.10938,2215911132.8125,28698720703.125,38935210937.5,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,United Arab Emirates,ARE,3539999.96185303,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Uruguay,URY,45919998.1689453,21553146.3623047,18253820.4193115,41641902.923584,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Uzbekistan,UZB,..,185241821.289063,511049285.888672,639136535.644531,1058084716.79688,1154019775.39063,1463485107.42188,1163037231.44531,1584610839.84375,1200078857.42188,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Vanuatu,VUT,46790000.9155273,35494365.6921387,129129150.390625,132704483.032227,130937530.517578,130599197.387695,154036407.470703,166813446.044922,124998733.520508,150053588.867188,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,"Venezuela, RB",VEN,80480003.3569336,78141227.722168,43419193.2678223,86841560.3637695,149078887.939453,261238525.390625,333212097.167969,274489532.470703,273561553.955078,405295074.462891,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Viet Nam,VNM,180550003.051758,1485272216.79688,2906071777.34375,2407490478.51563,1644828247.07031,1089231811.52344,1172559570.3125,527853820.800781,50037109.375,831187988.28125,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,West Bank and Gaza,PSE,..,684500000,2401660644.53125,2147182617.1875,2297173583.98438,2297391113.28125,2035608032.22656,2162431884.76563,2238307861.32813,3623873046.875,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,"Yemen, Rep.",YEM,449829986.572266,312795288.085938,2301108642.57813,3234009765.625,7985346191.40625,3760900146.48438,2550778808.59375,3906309570.3125,3639798339.84375,4146491699.21875,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Zambia,ZMB,474809997.558594,794650024.414063,966464721.679688,1040494506.83594,1000315490.72266,948674255.371094,1017031005.85938,1089042724.60938,1823696044.92188,1421932006.83594,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Zimbabwe,ZWE,334260009.765625,175639999.389648,654252685.546875,725825744.628906,794556152.34375,845411254.882813,986309692.382813,987395080.566406,788072509.765625,791534362.792969,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Africa Eastern and Southern,AFE,10480720001.2207,7995110001.56403,25069150086.4029,27881199870.1096,27591700088.501,28822059774.3988,37133369781.4941,34827059810.6385,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Africa Western and Central,AFW,6473519947.052,4049070066.45203,13834239950.1801,15914870025.1579,16923060064.7926,17690139945.9839,22601379954.3381,19151550187.1109,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Arab World,ARB,12762750096.0827,5060029939.65149,27757370086.6699,30002789398.1934,33943020240.7837,30092379943.8477,32811099685.669,40139670440.6738,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Caribbean small states,CSS,624019990.205765,192390003.681183,190039995.849133,229609999.656677,355490000.724793,505739999.771118,549110000.610352,681949996.948242,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Central Europe and the Baltics,CEB,..,126320003.509521,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Early-demographic dividend,EAR,26022280222.8928,16429480071.0678,51014930726.0514,53245169416.7853,58034579896.9269,53835359948.1583,63352999917.9841,66938980470.6574,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,East Asia & Pacific,EAS,8059170010.73807,8242361362.69569,7720121818.54248,8414673492.43164,8280042539.59656,7135199317.69371,12745176247.1199,10610911486.6257,9594499574.66125,10739873668.6707,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,East Asia & Pacific (excluding high income),EAP,8059170010.73807,8242361362.69569,7720121818.54248,8414673492.43164,8280042539.59656,7135199317.69371,12745176247.1199,10610911486.6257,9594499574.66125,10739873668.6707,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,East Asia & Pacific (IDA & IBRD countries),TEA,7116500005.01425,7946010089.39743,6993940140.72419,7501439985.27527,7467159894.94324,6185010067.22451,11676939917.0876,9137949837.68464,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Euro area,EMU,43740000.2479553,82050001.1444092,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Europe & Central Asia,ECS,1405499975.03497,4568759238.71994,9732466167.44995,9788555006.9809,8225232641.22009,7313665406.22711,10259938508.0338,10170684070.5872,36240838947.2961,47008340833.6639,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Europe & Central Asia (excluding high income),ECA,1399929974.86331,4568759238.71994,9732466167.44995,9788555006.9809,8225232641.22009,7313665406.22711,10259938508.0338,10170684070.5872,36240838947.2961,47008340833.6639,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Europe & Central Asia (IDA & IBRD countries),TEC,1314909975.77645,4196810035.70557,9600769960.40345,9626980091.09497,8053829940.79591,7067189931.86951,10617860145.5689,9445320037.84181,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,European Union,EUU,43740000.2479553,147560003.28064,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Fragile and conflict affected situations,FCS,10327719986.0588,6800980021.95358,47507100129.1275,53366339448.9289,59076190298.0805,56245419673.9197,64136479751.587,62069669792.1753,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Heavily indebted poor countries (HIPC),HPC,15708499908.4473,11692290056.2286,36607340133.667,39757549804.6875,41128560134.8877,42275679840.0879,54291840053.5584,49608640026.0926,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,High income,HIC,3272980026.43883,585241018.772125,436509096.652269,378494332.313538,382415243.148804,348124814.987183,529608840.942383,402454931.735992,1064393749.23706,760932168.960571,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,IBRD only,IBD,23158020115.2954,18377540096.9982,32304060224.2351,31523079824.3284,28479630035.8773,24710170134.7828,34609030038.3568,39505130353.9276,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,IDA & IBRD total,IBT,46005040114.8964,35161540167.0933,99352630540.5498,107216739463.687,108915640220.165,105624849730.73,133138769937.038,131216830305.1,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,IDA blend,IDB,3926680098.15365,2687340009.68933,10686089926.7197,11975550151.825,11634519974.7086,13270469863.8916,15985200050.354,15196969879.1504,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,IDA only,IDX,18920339901.4473,14096660060.4057,56362480389.5951,63718109487.5336,68801490209.5795,67644209732.0557,82544539848.3277,76514730072.0215,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,IDA total,IDA,22847019999.6009,16784000070.0951,67048570316.3147,75693659639.3586,80436010184.2881,80914679595.9473,98529739898.6817,91711699951.1719,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Late-demographic dividend,LTE,8070979962.11052,8871410050.86899,12084700069.4275,12768990048.4085,9824989892.00594,8129200014.3528,13236670042.5148,12128440089.2258,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Latin America & Caribbean,LCN,4711440019.36913,4378964489.93683,10802649203.0919,8199112858.65307,9891101299.28589,8229042750.35858,11623993209.8389,10853704571.2471,11898575427.0554,10752129661.5601,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Latin America & Caribbean (excluding high income),LAC,4713190019.60754,4375444489.9559,10802649203.0919,8199112858.65307,9891101299.28589,8229042750.35858,11623993209.8389,10853704571.2471,11898575427.0554,10752129661.5601,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,4388590013.02719,3557359996.55724,6981720130.62239,6371290007.94888,8018029971.12275,6731810027.1225,9804980072.02149,9632870056.15235,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Least developed countries: UN classification,LDC,16026389898.397,12004440017.2234,43409390375.1374,48837959821.7011,54195220167.1601,52987779647.8272,64458440105.4383,60834359786.9874,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Low & middle income,LMY,55669789062.5,47958929687.5,154190390625,160415687500,161887796875,158107750000,188363421875,199523625000,239319500000,251922406250,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Low income,LIC,9242509907.24564,5649475093.84155,34479122085.5713,39109895950.3174,43378043510.437,41216817169.1895,47712644435.8826,47707108701.7059,40319139843.9407,44640685851.0971,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Lower middle income,LMC,25333650207.1396,18186884427.0706,46527566287.9944,48738889389.0381,46582883987.4268,49219428710.9375,59870363723.7549,62951341018.6768,58866777946.4722,59241301612.854,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,"Middle East, North Africa, Afghanistan & Pakistan",MEA,14373780173.5401,5523538087.84485,33497790916.4429,34263317337.0361,37306162597.6563,33844438957.2144,34965968444.8242,42462795074.4629,34134635982.5134,35115699150.0854,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,14373780173.5401,5523538087.84485,33497790916.4429,34263317337.0361,37306162597.6563,33844438957.2144,34965968444.8242,42462795074.4629,34134635982.5134,35115699150.0854,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,10985360115.0513,3772879936.21827,23118130126.9531,25014159484.8633,28731170288.0859,24275830047.6074,24845969726.5625,31547500457.7637,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Middle income,MIC,35206789062.5,29935328125,66715765625,67831914062.5,64909953125,63457378906.25,83054460937.5,84764601562.5,106668460937.5,118616398437.5,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,North America,NAC,42189998.626709,0,0,0,0,0,0,0,0,0,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,OECD members,OED,3339049987.79297,627290004.730225,5804090118.40821,4921759941.10108,3619390022.27784,2150759952.54517,3409140029.90723,3609470100.40283,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Other small states,OSS,1653100002.14726,1040830002.78473,1691080008.50677,2015819998.26431,2110979979.03824,2040460012.43591,2986009951.59149,2566109978.67584,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Pacific island small states,PSS,225180002.838373,387540004.253387,782450005.531311,1013109998.703,1055680006.02722,1045790012.35962,1441570011.13892,1662989978.79028,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Post-demographic dividend,PST,152950000.042096,942239995.718002,4645420049.36934,2116060025.21515,2465850015.64026,2316749988.55591,4156470045.08973,2680580013.27515,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Pre-demographic dividend,PRE,14076919950.1053,9818610052.10876,36323879716.8732,41500759871.9597,41128600370.884,43641699737.5489,54058549952.5071,50968409741.4017,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Small states,SST,2502299995.1914,1620760010.7193,2663570009.88722,3258539996.62399,3522149985.79025,3591990024.56665,4976689963.34076,4911049954.41437,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,South Asia,SAS,4214130029.67834,2958676544.18945,6966247547.14966,8809141792.29736,7040354072.5708,8810967056.27441,9794245605.46875,10391704658.5083,9731089893.34106,10656686218.2617,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,South Asia (IDA & IBRD),TSA,5245440057.75451,3644300041.19873,13754680145.2637,14906799999.2371,12130689971.9239,14852809936.5234,16458270339.9658,17474579917.9077,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Sub-Saharan Africa,SSF,17841889972.6868,13057708827.0187,44314741252.8992,49571310043.335,50908974331.8558,53386942073.822,68079235101.223,64510422285.08,61025783552.1698,64836446620.9412,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Sub-Saharan Africa (excluding high income),SSA,17841889972.6868,13057708827.0187,44314741252.8992,49571310043.335,50908974331.8558,53386942073.822,68079235101.223,64510422285.08,61025783552.1698,64836446620.9412,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,16954239948.2727,12044180068.0161,38903390036.583,43796069895.2675,44514760153.2936,46512199720.3827,59734749735.8323,53978609997.7494,..,..,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,Upper middle income,UMC,9691139991.05431,11029715336.3228,19000484055.7575,17792064096.3316,16648894809.7229,12948458878.2787,21686967403.4119,20056289505.9586,45654999516.4871,57444107072.8302,..,..
Net official development assistance received (current US$),DT.ODA.ODAT.CD,World,WLD,63320050781.25,50008031250,159466796875,165616593750,167979343750,164009125000,195336593750,204922578125,246883312500,259484140625,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 04/08/2026,,,,,,,,,,,,,,,
