iso3,iso2,cthi_2019_rank,cthi_2019_share,cthi_2019_score,cthi_2021_rank,cthi_2021_share,cthi_2021_score,fsi_2009_rank,fsi_2009_score,fsi_2009_gsw,fsi_2009_value,fsi_2011_rank,fsi_2011_score,fsi_2011_gsw,fsi_2011_value,fsi_2013_rank,fsi_2013_score,fsi_2013_gsw,fsi_2013_value,fsi_2015_rank,fsi_2015_score,fsi_2015_gsw,fsi_2015_value,fsi_2018_rank,fsi_2018_score,fsi_2018_gsw,fsi_2018_value,region,subregion,continent,country,region_tjn,g7,g24,g77,eu27,g20,gafilat,cfatf,ukt,mena,latam,gbr_ot,gbr_cd,gbr_oct,nld_oct,fra_oct,dnk_oct,eu28_oct,usa_oct,oecd_oct,opec,efta,fsi_2020_rank,fsi_2020_score,fsi_2020_gsw,fsi_2020_value,fsi_2022_rank,fsi_2022_score,fsi_2022_gsw,fsi_2022_value,legal_old,legal_new,gmt_offset_2020,continent_cepii,eu28,oecd,amount_swissleaks,share_swissleaks,n_realestateowners_dubai,n_properties_dubai,propertyvalue_usd_dubai,n_villas_dubai,n_buildings_dubai,profits_c16,taxrate_c16,excessincome_c16,tre_c16,treshareofcorp_c16,tre_cj18,ps_cj18,trl_cj18,grossprofit_cj19,efftaxrate_cj19,addgrossprofit_cj19,tre_cj19,ps_cj19,trl_cj19,ectr_garcia2019,ps_garcia2020_emp,ps_garcia2020_revt,ps_garcia2020_assets,ps_garcia2020_ccctb,ps_garcia2020_wages,trl_globalmodel_jansky19,trl_devmodel_jansky19,ps_jansky19,ps_socorpprof_jansky19,ps_sofcorpprof_jansky19,trl_jansky19,trl_sogdp_jansky19,trl_socorptax_jansky19,trl_sotottax_jansky19,profits_shifted_intohaven_bnusd,profits_shifted_out_bnusd,profits_shifted_out_pctgdp,profits_shifted_out_pct_profits,corporate_tax_loss_pct_taxcollected,fdi_interest_to_haven_mnusd,fdi_interest_to_euhaven_mnusd,fdi_interest_to_noneuhaven_mnusd,royalty_payments_to_haven_mnusd,royalty_payments_to_euhaven_mnusd,royalty_payments_to_noneuhaven_mnusd,cthi_2019_value,cthi_2021_value,cthi_2021_gsw,cthi_2019_gsw,sotj23_loss_total_share,sotj23_loss_total_musd,sotj23_loss_total_share_revenue,sotj23_loss_total_share_healthexpenses,sotj23_loss_total_share_gdp,sotj23_loss_offshore_share,sotj23_loss_offshore_musd,sotj23_loss_offshore_share_revenue,sotj23_loss_corp_share,sotj23_loss_corp_musd,sotj23_loss_corp_share_revenue,sotj23_profit_shifted_outward_musd,sotj23_inflictedloss_total_share,sotj23_inflictedloss_total_musd,sotj23_gain_corp_musd,sotj23_inflictedloss_offshore_share,sotj23_inflictedloss_offshore_musd,sotj23_inflictedloss_corp_share,sotj23_inflictedloss_corp_musd,sotj23_profit_shifted_inward_musd,sotj20_loss_total_share,sotj20_loss_total_musd,sotj20_loss_total_share_revenue,sotj20_loss_total_share_healthexpenses,sotj20_loss_offshore_share,sotj20_loss_offshore_musd,sotj20_loss_corp_share,sotj20_loss_corp_musd,sotj20_inflictedloss_total_share,sotj20_inflictedloss_total_musd,sotj20_inflictedloss_offshore_share,sotj20_inflictedloss_offshore_musd,sotj20_inflictedloss_corp_share,sotj20_inflictedloss_corp_musd,sotj21_loss_total_share,sotj21_loss_total_musd,sotj21_loss_total_share_revenue,sotj21_loss_total_share_healthexpenses,sotj21_loss_offshore_share,sotj21_loss_offshore_musd,sotj21_loss_corp_share,sotj21_loss_corp_musd,sotj21_inflictedloss_total_share,sotj21_inflictedloss_total_musd,sotj21_inflictedloss_offshore_share,sotj21_inflictedloss_offshore_musd,sotj21_inflictedloss_corp_share,sotj21_inflictedloss_corp_musd,test
KEN,KE,58,0.001592085,50.83075715,63,0.0014053,49.70798214,,,,,,,,,,,,,,,,,27,80.05,0.0004013,378.3477,Africa,Sub-Saharan Africa,Africa,Kenya,Africa,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,75.9545,0.000750402,398.1913655,41,66.7,0.000854356,281.5726105,3,2,3,Africa,0,0,559.8,0.002247422,762,1393,399089160.5,159,0,,,,,,1.060974,3.5365798,1.060974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.47570843,62.19510599,0.000129847,9.76E-05,0.000395163,189.8456032,0.01364917,0.09456436,0.002058997,0.000330109,55.74559784,0.004007895,0.000430425,134.1000053,0.009641276,447,0,0,0,0,0,0,0,0,0.001322705,565.8317217,0.044527133,0.360178253,0.00034648,63.36275482,0.002051665,502.4689668,0,0,0,0,0,0,0.001157058,0.000558756,0.047779996,0.373077858,0.000368174,6.29E-05,0.001588471,0.0004959,0,0,0,0,0,0,25
KGZ,KG,,,,,,,,,,,,,,,,,,,,,,,,,3.19E-05,,Asia,Central Asia,Asia,Kyrgyz Republic,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.35E-05,,,,,,2,1,6,Asia,0,0,0.9452,3.79E-06,,,,,,,,,,,-0.082886465,,,,,,,,,,,,,,,2.772864,3.498485,51.55955,0.0506441,0.4349856,5.155955,0.0756772,2.973177,0.3729884,,,,,,,,,,,,,,7.35E-05,6.13E-05,1.15E-05,5.533579159,0.003306789,0.02390246,0.000669025,3.10E-05,5.233579159,0.003127513,9.63E-07,0.3,0.000179276,3,0,0,0,0,0,0,0,0,3.86E-05,16.49275514,0.010680237,0.066821594,3.22E-05,5.892755032,4.33E-05,10.60000011,0,0,0,0,0,0,2.68E-05,1.30E-05,0.00858966,0.056864645,3.14E-05,5.36E-06,2.43E-05,7.60E-06,0,0,0,0,0,0,62
KHM,KH,,,,,,,,,,,,,,,,,,,,,,,,,7.34E-05,,Asia,South-eastern Asia,Asia,Cambodia,Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.85E-05,,,,,,2,1,7,Asia,0,0,6.5,2.61E-05,5,5,37505.98828,0,0,,,,,,-0.057135444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000354121,9.70E-05,0.000536515,257.7541103,0.061129914,0.818216427,0.010489854,8.74E-05,14.75411034,0.003499139,0.000779964,243,0.057630774,1215,0.000139964,67.24297829,49.4,0,0,0.000215832,67.24297829,247,5.60E-05,23.95786494,0.007995903,0.078938671,9.16E-05,16.7580452,2.94E-05,7.199819747,0.000226466,96.87827242,0,0,0.00039557,96.87827242,0.000300237,0.000144988,0.049785307,0.546923489,0.000145191,2.48E-05,0.000385026,0.0001202,0,0,0,0,0,0,84
KIR,KI,,,,,,,,,,,,,,,,,,,,,,,,,7.09E-06,,Oceania,Micronesia,Pacific,Kiribati,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.75E-06,,,,,,3,2,12,Pacific,0,0,0.1699,6.82E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97E-06,2.81E-07,4.60E-07,0.221072197,0.020746631,0.012175308,0.001126594,1.31E-06,0.221072197,0.020746631,0,0,0,0,0,0,0,0,0,0,0,0,4.58E-07,0.195826232,0.006981567,0.01361387,1.07E-06,0.195826232,0,0,0,0,0,0,0,0,3.06E-07,1.48E-07,0.005261771,0.009994991,8.64E-07,1.48E-07,,,0,0,0,0,0,0,76
KNA,KN,,,,,,,46,92,1.00E-05,0.08464,67,81.4,1.93E-07,31.16919967,80,79.57,4.92E-06,18.45872,69,78.03,0.0002988,68.42789,63,76.65,3.89E-05,152.5491,Americas,Latin America and the Caribbean,America,St. Kitts and Nevis,Caribbean/American isl.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,75.175,5.57E-05,162.2543025,68,77.225,4.88E-05,168.320987,3,2,-4,America,0,0,19.5,7.83E-05,,,,,,,,,,,0.028115507,0.08519851,0.028115507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78E-05,2.42E-05,1.74E-06,0.834843278,0.003801595,0.031374586,0.00077522,4.94E-06,0.834843278,0.003801595,0,0,0,0,0,0,0,0,0,0,0,0,2.31E-06,0.990000039,0.005582483,0.050607383,,,4.04E-06,0.990000039,9.43E-05,40.35113365,,,0.00016476,40.35113365,3.07E-06,1.48E-06,0.007919776,0.070071751,6.75E-06,1.15E-06,1.06E-06,3.30E-07,5.99E-05,2.89E-05,0,0,9.27E-05,2.89E-05,33
KOR,KR,,,,,,,,,,,28,53.73,0.0085506,317.1874912,24,53.57,0.97831,328.7934,49,44.14,0.3018043,124.2812,33,59.025,0.0035621,314.0573,Asia,Eastern Asia,Asia,South Korea,Asia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,61.575,0.005458489,411.058924,16,63.8,0.007078557,498.6283338,4,3,9,Asia,0,1,21.3,8.55E-05,323,473,192493395.5,47,0,56.9,19,20.8,-4.5,10,1.1174257,4.617461,227338240,5620,0.18,2293,421,2293000000,421000000,21,-2557941991,26101105478,15232771063,14732512002,8285260919,1063.682,412.7448,,,,,,,,,4.834631856,0.003496354,0.019477435,0.025672299,312.4467199,36.15557544,276.2911444,6072.817859,1612.139401,4460.678458,,,0.00699213,0.00647835,0.001425959,685.0639279,0.00199507,0.008984113,0.000397174,0.002488528,420.2389221,0.001223836,0.000850017,264.8250057,0.000771234,963,0.017097728,8214.260664,8297.57518,0,0,0.026365551,8214.260664,30173,0.009082901,3885.516419,0.013888501,0.065584695,0.002567007,469.4432983,0.013948398,3416.073121,2.70E-05,11.55428937,0,0,4.72E-05,11.55428937,0.000950752,0.000459129,0.001666315,0.007750337,0.002333643,0.000398409,0.000194499,6.07E-05,0.012926655,0.006242423,0,0,0.019995781,0.006242423,16
KWT,KW,,,,,,,,,,,,,,,,,,,,,,,,,0.0004016,,Asia,Western Asia,Asia,Kuwait,Asia,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,28,70.575,0.001158308,369.1707737,35,74.575,0.000524102,334.3887424,1,1,3,Asia,0,0,1100,0.004416156,3444,8103,3795781625,336,65,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,0,,0,,,,,,,,,,,,,,0.000591277,0.000630117,6.84E-05,32.85,0.016829251,0.005401178,0.000237729,0,0,0,0.00010544,32.85,0.016829251,219,0.000145631,69.96536607,38.55,0,0,0.00022457,69.96536607,257,6.82E-05,29.17845414,0.020203127,0.00694467,0,0,0.000119141,29.17845414,0.000402652,172.2477908,0,0,0.000703317,172.2477908,0,0,0,0,0,0,0,0,0.00015506,7.49E-05,0,0,0.000239858,7.49E-05,6
LAO,LA,,,,,,,,,,,,,,,,,,,,,,,,,2.79E-06,,Asia,South-eastern Asia,Asia,Laos,Asia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.72E-06,,,,,,2,1,7,Asia,0,0,0,0,,,,,,,,,,,0.16623275,0.59368837,0.16623275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000109471,4.55E-05,6.56E-05,31.50623824,0.031981577,0.199795512,0.00173668,1.18E-05,1.986238241,0.002016205,9.48E-05,29.52,0.029965372,123,0,0,0,0,0,0,0,0,0.000202977,86.83024508,0.041311564,0.809873062,1.22E-05,2.224086523,0.000345461,84.60615856,0,0,0,0,0,0,7.89E-05,3.81E-05,0.018711159,0.333830697,8.14E-06,1.39E-06,0.000117622,3.67E-05,5.50E-07,2.66E-07,0,0,8.51E-07,2.66E-07,49
LBN,LB,38,0.005805985,72.84263384,43,0.005009568,75.09693474,27,91,0.00032,2.64992,22,82.2,0.0003661,397.3275649,7,78.87,0.3542,747.8594,7,78.76,0.376748,760.211,11,72.025,0.0051303,644.4132,Asia,Western Asia,Asia,Lebanon,Asia,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,63.975,0.003192005,385.5245651,77,64.6,0.000168994,149.0464287,1,1,2,Asia,0,0,4800,0.0192705,4495,7541,3398556621,1235,41,,,,,,-0.44999477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.5415991,221.7110476,0.00014347,0.000185781,0.000294032,141.259758,0.016807168,0.061579593,0.002572966,0.00073879,124.759758,0.014843989,5.30E-05,16.5,0.00196318,110,0,0,0,0,0,0,0,0,0.000339485,145.2259525,0.019605584,0.073768196,0.000793335,145.0816498,5.89E-07,0.144302737,7.19E-05,30.75218556,0,0,0.000125566,30.75218556,0.000427802,0.00020659,0.030029672,0.106917283,0.001104651,0.00018859,5.77E-05,1.80E-05,7.20E-05,3.48E-05,0,0,0.000111423,3.48E-05,24
LBR,LR,57,0.001877276,48.95578231,46,0.004223852,67.70578231,54,90,1.00E-05,0.081,29,81,0.000212,316.8840234,27,83.23,0.01421,300.8851,33,82.89,0.0056255,218.2189,38,79.7,0.0001643,277.2883,Africa,Sub-Saharan Africa,Africa,Liberia,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,78.2405,4.25E-06,77.58983749,40,73.25,0.000385991,286.1642163,3,2,0,Africa,0,0,287.9,0.001155829,5,7,1898511.375,5,0,,,,,,0.015346876,0.061387505,0.015346876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.30873368,186.937197,0.000218502,0.000224488,0.000428363,205.795578,0.521942373,3.546054325,0.060125715,0.000995115,168.045578,0.426200157,0.000121167,37.75,0.095742215,151,0.001130079,542.9238692,56,0.002853804,481.9423828,0.000195734,60.98148638,224,0.000453248,193.8921509,0.526708769,5.953690965,0.00106024,193.8921509,0,0,0.001369741,585.9530016,0.002911528,532.4477539,0.000218471,53.5052477,0.000301283,0.000145493,0.38724061,4.274128538,0.000852211,0.000145493,,,0.000955176,0.000461265,0.002480959,0.000423559,0.000120779,3.77E-05,7
LBY,LY,,,,,,,,,,,,,,,,,,,,,,,,,1.48E-06,,Africa,Northern Africa,Africa,Libya,Africa,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,3.95E-06,,,,,,1,1,2,Africa,0,0,522.9,0.00209928,402,1086,540849099.1,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000305886,0.000144736,0.000121091,58.17490158,0.003720238,0.012315694,0.00075863,0.000287646,48.57490158,0.003106325,3.08E-05,9.6,0.000613912,48,0,0,0,0,0,0,0,0,0.000127738,54.64434588,0.077793634,0.030238984,0.000290057,53.04434586,6.53E-06,1.600000024,0.002925354,1251.418418,0,0,0.005109751,1251.418418,0.000212768,0.000102748,0.188874717,,0.000323025,5.51E-05,0.000152473,4.76E-05,0.001068378,0.000515931,0,0,0.001652635,0.000515931,82
LCA,LC,,,,,,,39,100,1.00E-05,0.1,60,88.6,1.45E-06,78.7209814,65,84.4,0.000138,66.89086,79,82.96,7.41E-05,51.67438,110,78.275,9.04E-08,21.52323,Americas,Latin America and the Caribbean,America,St. Lucia,Caribbean/American isl.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,71.025,4.00E-08,12.25216126,133,72.225,6.47E-07,32.5936702,3,2,-4,America,0,0,0,0,5,5,401218.2188,0,0,,,,,,0.052496135,0.15750417,0.052496135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.75E-06,6.92E-06,1.26E-05,6.058989048,0.015816296,0.141725982,0.002945449,3.59E-05,6.058989048,0.015816296,0,0,0,0,0,0,0,0,0,0,0,0,1.93E-05,8.237108231,0.020364331,0.192206595,3.19E-05,5.837108135,9.80E-06,2.400000096,0.000260955,111.6322112,0,0,0.000455813,111.6322112,1.53E-05,7.39E-06,0.021426647,0.182562865,4.33E-05,7.39E-06,0,0,7.42E-05,3.58E-05,0,0,0.000114825,3.58E-05,2
LIE,LI,37,0.005901635,69.50760261,35,0.006584363,70.69387255,55,87,1.00E-05,0.07569,35,81,9.12E-05,239.214042,33,79.27,0.01132,240.963,36,76.04,0.0097518,202.3737,46,78.275,0.0001267,240.8588,Europe,Western Europe,,Liechtenstein,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,74.975,0.000161848,229.6776321,54,72.175,0.000193503,217.4652419,4,3,1,,0,0,2600,0.010438187,5,14,3826395.172,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.1748744,291.4075585,0.000561134,0.000297488,0.000198583,95.40383148,0.069906559,0.231422795,0.014255326,0.000325124,54.90383148,0.040230438,0.000129994,40.5,0.029676121,324,9.29E-05,44.61166275,14.875,7.23E-05,12.21524811,0.000103984,32.39641464,119,0.000144109,61.64758301,0.009791239,,0.000337101,61.64758301,0,0,3.04E-05,13.01260281,7.12E-05,13.01260281,0,0,0.000327494,0.00015815,,,0.000604926,0.000103275,0.000175776,5.49E-05,9.80E-05,4.73E-05,9.22E-05,1.57E-05,0.000101216,3.16E-05,36
LKA,LK,,,,,,,,,,,,,,,,,,,,,,,,,0.0005519,,Asia,Southern Asia,Asia,Sri Lanka,Asia,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,72.175,0.000461933,290.6386989,50,75.75,0.000170734,241.1318587,3,2,5.5,Asia,0,0,58.3,0.000234056,408,590,205468829.9,126,5,,,,,,1.0719153,3.8282688,1.0719153,,,,,,,29,,,,,,42.13092,53.15601,1304.392,0.1067285,0.9166989,195.6589,0.2392258,17.20734,1.934967,,,,,,,,,,,,,,0.000176306,0.000151573,0.000860176,413.2486301,0.036499202,0.28316993,0.004373286,3.96E-05,6.688630104,0.000590757,0.001304947,406.56,0.035908445,1452,5.10E-06,2.450149006,2.52,0,0,7.86E-06,2.450149006,9,0.000245005,104.8091147,0.011372261,0.079340884,4.08E-05,7.457134247,0.000397504,97.35198041,4.82E-05,20.61996257,0,0,8.42E-05,20.61996257,0.000161358,7.79E-05,0.008476409,0.059766032,6.28E-05,1.07E-05,0.000215256,6.72E-05,0.000143513,6.93E-05,0,0,0.000221996,6.93E-05,95
LSO,LS,,,,,,,,,,,,,,,,,,,,,,,,,2.06E-08,,Africa,Sub-Saharan Africa,Africa,Lesotho,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.74E-08,,,,,,3,2,2,Africa,0,0,0,0,6,7,2087349.164,0,0,,,,,,0.018360022,0.07344009,0.018360022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.57E-06,4.62E-06,4.13E-06,1.982756734,0.002302447,0.014405383,0.000776487,4.34E-06,0.732756734,0.000850903,4.01E-06,1.25,0.001451544,5,0,0,0,0,0,0,0,0,0.000652516,279.1357387,0.31248129,2.133439166,3.87E-06,0.707636535,0.001136869,278.4281022,0,0,0,0,0,0,1.39E-06,6.73E-07,0.000783926,0.005370663,2.48E-06,4.23E-07,8.01E-07,2.50E-07,0,0,0,0,0,0,11
LTU,LT,52,0.002810607,54.82673076,54,0.002768185,56.57203903,,,,,,,,,,,,,,,,,97,46.775,0.0001892,58.74935,Europe,Northern Europe,Europe,Lithuania,Europe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,50.3,0.000351654,89.82748835,103,50.95,0.000389658,96.60369853,2,1,2,Europe,1,1,112,0.000449645,104,144,36493972.73,6,0,,,,,,-0.46541074,,,,,,,,,12,2163048995,-204594232.4,43437679.23,538374096.8,1389508692,49.60054,19.2467,1112.251,0.1740189,1.494661,166.8376,0.3900534,24.01106,2.239724,,,,,,,,,,,,106.7615276,122.512991,0.000309835,0.00027184,0.000235798,113.2829908,0.012118196,0.048719122,0.002107535,5.35E-05,9.032986641,0.000966284,0.000334614,104.2500041,0.011151912,695,2.32E-05,11.16178992,6.150000244,0,0,3.58E-05,11.16178992,41,0.000233253,99.7817093,0.012537518,0.049334745,4.99E-05,9.128736496,0.000370151,90.6529728,3.95E-05,16.88703831,0,0,6.90E-05,16.88703831,0.000182156,8.80E-05,0.010785939,0.043192121,5.92E-05,1.01E-05,0.00024937,7.79E-05,5.88E-05,2.84E-05,0,0,9.10E-05,2.84E-05,89
LUX,LU,6,0.047253175,72.43592522,6,0.04099754,73.9727032,2,87,0.1489,1127.0241,3,68.33,0.1312117,1621.157151,2,66.53,12.04948,1454.483,6,55.11,11.62993,816.9902,6,58.2,0.1213202,975.9181,Europe,Western Europe,Europe,Luxembourg,Europe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,55.45,0.123640691,849.3599776,5,54.975,0.113171868,803.6652848,1,1,1,Europe,1,1,2900,0.011642594,45,72,27803884.62,9,0,,,,,,0.22517733,0.77062744,45811924,96079,0.01,-93552,-1016,-93552000000,-1016000000,2,-2.65317E+11,-2.42368E+11,2.31744E+11,-90374904176,-2.55683E+11,,,,,,,,,,46.79957219,,,,,17887.58278,7105.236015,10782.34676,19118.86866,5580.491073,13538.37759,1794.922061,1814.449318,0.090072272,0.10532966,0.023278401,11183.48597,0.543948574,3.509006877,0.157513089,0.058138994,9817.960938,0.477531412,0.004382965,1365.525037,0.066417162,5250,0.05850156,28105.90143,11313.30991,0.096310258,16264.60352,0.038007358,11841.29791,43496,0.026281161,11242.65119,0.651072611,3.6060798,0.058462085,10691.29688,0.002251272,551.3543104,0.064536441,27607.63415,0.100200323,18324.20703,0.037905786,9283.427114,0.027046134,0.013060874,0.746706266,4.460292794,0.060285719,0.010292215,0.008868592,0.002768659,0.062547031,0.030204647,0.089661879,0.01530743,0.047718887,0.014897217,49
LVA,LV,41,0.005173087,68.125974,42,0.005406944,73.12027004,26,75,0.00073,4.10625,58,45,0.0009281,88.8864986,53,51,0.09009,128.1165,59,44.67,0.1127876,92.78296,55,57.375,0.0011115,195.6474,Europe,Northern Europe,Europe,Latvia,Europe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,59.125,0.00069218,182.8323824,95,55.275,0.000297232,112.7071404,2,3,2,Europe,1,1,121.8,0.000488989,96,170,65526529.55,10,0,,,,,,-0.3026764,,,,,,,,,11,,,,,,48.48671,18.81449,1087.274,0.2597483,0.8881329,163.0911,0.5915204,34.88874,2.701097,,0.200978967,0.007441121,0.048013608,0.069945022,18.52141441,14.75058753,3.770826887,216.7116393,150.1676354,66.54400389,196.5008378,239.2979304,0.000229338,0.000240037,0.000190938,91.73095874,0.012098779,0.072088177,0.00266435,0.000165399,27.93095779,0.003683931,0.000204781,63.80000095,0.008414848,319,0.000142797,68.60417218,50.40000075,0,0,0.000220201,68.60417218,252,0.000150977,64.5856888,0.010282598,0.062780682,0.000154459,28.24674225,0.000148378,36.33894656,7.06E-06,3.021891066,0,0,1.23E-05,3.021891066,0.000143586,6.93E-05,0.010334614,0.066389813,0.000198796,3.39E-05,0.000113394,3.54E-05,0.00011822,5.71E-05,0,0,0.00018287,5.71E-05,63
MAC,MO,46,0.003799164,56.6510633,47,0.003924615,58.12218384,29,87,0.00025,1.89225,23,83.33,0.0003057,389.7947257,22,70.53,0.10847,360.4904,11,69.84,0.187652,420.1752,22,68.25,0.0023877,424.9164,Asia,Eastern Asia,Asia,Macao,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,65,0.002188076,356.5284554,31,63.1,0.002507307,341.3164878,1,1,8,Asia,0,0,8.8,3.53E-05,5,5,302628.7031,0,0,,,,,,,,,,,,,,,,,,,,,220.8113,85.68232,3303.845,0.4879561,4.191092,396.4613,0.8749806,56.25883,3.216995,,,,,,,,,,,,144.3120665,173.6936983,0.000692269,0.000500075,0.000225137,108.1611352,0.006802964,0.031761275,0.001956451,0.000315752,53.32113647,0.003353717,0.000176022,54.83999877,0.003449248,457,0.000110697,53.18202972,0,0.000314915,53.18202972,0,0,0,0.000956604,409.219638,0.025944098,,0.000330447,60.4307518,0.001424163,348.7888862,0.001970769,843.0628794,0.000340933,62.34843445,0.003187788,780.7144449,0.000193859,9.36E-05,0.005957133,,0.000523048,8.93E-05,1.38E-05,4.32E-06,0.000754958,0.000364577,0,0,0.001167817,0.000364577,98
MAF,MF,,,,,,,,,,,,,,,,,,,,,,,,,,,Americas,Latin America and the Caribbean,,St. Martin,Caribbean/American isl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2.99E-05,14.35,,,,0,0,,4.61E-05,14.35,,41,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,1.01E-09,4.89E-10,,,2.86E-09,4.89E-10,,,0,0,0,0,0,0,33
MAR,MA,,,,,,,,,,,,,,,,,,,,,,,,,0.0001435,,Africa,Northern Africa,Africa,Morocco,Africa,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72,67.75,0.000129891,157.4906161,79,65.975,0.000132719,146.4815761,1,1,1,Africa,0,0,1600,0.0064235,664,1443,521248903.4,144,5,,,,,,2.453878,8.179592,2.453878,,,,,,,30,8495204651,1226389102,956421045.8,2286310960,857040814.7,83.6945,105.5962,,,,,,,,,,,,,,,,,,,,,0.000470892,0.000481562,0.002045149,982.5372667,0.035273387,0.361359907,0.007715786,0.000373524,63.07726669,0.002264493,0.002951217,919.46,0.033008893,2966,0.000128064,61.52596394,70.06,0,0,0.000197482,61.52596394,226,0.001219156,521.5348329,0.020821363,0.202354163,0.000382354,69.92324829,0.001844006,451.6115846,0,0,0,0,0,0,0.001815183,0.000876572,0.036479629,0.355900576,0.000407921,6.96E-05,0.002584765,0.00080693,0,0,0,0,0,0,77
MCO,MC,40,0.005448763,67.5580464,44,0.004644065,67.38211343,60,67,1.00E-05,0.04489,65,74.53,7.57E-07,37.73045046,75,74.93,7.87E-05,38.84132,76,74.36,0.0002224,53.66951,92,77.5,5.66E-06,82.93153,Europe,Western Europe,,Monaco,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,70.3,1.22E-05,79.8978613,118,73.55,4.59E-06,66.12076617,1,1,1,,0,0,2000,0.008029375,5,5,1573848.125,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.9724547,205.5347975,0.000303218,0.000302443,0,0,0,,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,9.93E-07,0.424825846,6.42E-05,0.003918748,,,1.73E-06,0.424825846,0.000182004,77.85813453,,,0.000317908,77.85813453,0,0,,0,0,0,0,0,8.30E-05,4.01E-05,0,0,0.000128434,4.01E-05,26
MDA,MD,,,,,,,,,,,,,,,,,,,,,,,,,1.29E-05,,Europe,Eastern Europe,Europe,Moldova,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.04E-05,,,,,,2,1,2,Europe,0,0,22.8,9.15E-05,39,55,14476265.05,5,0,,,,,,-0.09013438,,,,,,,,,11,,,,,,5.837852,7.365538,90.4591,0.0890798,0.7651127,10.85509,0.1597337,6.409918,0.7373649,,,,,,,,,,,,,,5.14E-05,4.17E-05,4.57E-05,21.93344229,0.009658928,0.051348337,0.00191434,4.82E-06,0.81344229,0.000358219,6.78E-05,21.12,0.009300709,176,0,0,0,0,0,0,0,0,6.86E-05,29.32531286,0.014797674,0.069230785,4.84E-06,0.88531357,0.000116125,28.43999929,0,0,0,0,0,0,6.23E-05,3.01E-05,0.016062758,0.07753916,6.09E-06,1.04E-06,9.30E-05,2.90E-05,0,0,0,0,0,0,30
