iso3,iso2,cthi_2019_rank,cthi_2019_share,cthi_2019_score,cthi_2021_rank,cthi_2021_share,cthi_2021_score,fsi_2009_rank,fsi_2009_score,fsi_2009_gsw,fsi_2009_value,fsi_2011_rank,fsi_2011_score,fsi_2011_gsw,fsi_2011_value,fsi_2013_rank,fsi_2013_score,fsi_2013_gsw,fsi_2013_value,fsi_2015_rank,fsi_2015_score,fsi_2015_gsw,fsi_2015_value,fsi_2018_rank,fsi_2018_score,fsi_2018_gsw,fsi_2018_value,region,subregion,continent,country,region_tjn,g7,g24,g77,eu27,g20,gafilat,cfatf,ukt,mena,latam,gbr_ot,gbr_cd,gbr_oct,nld_oct,fra_oct,dnk_oct,eu28_oct,usa_oct,oecd_oct,opec,efta,fsi_2020_rank,fsi_2020_score,fsi_2020_gsw,fsi_2020_value,fsi_2022_rank,fsi_2022_score,fsi_2022_gsw,fsi_2022_value,legal_old,legal_new,gmt_offset_2020,continent_cepii,eu28,oecd,amount_swissleaks,share_swissleaks,n_realestateowners_dubai,n_properties_dubai,propertyvalue_usd_dubai,n_villas_dubai,n_buildings_dubai,profits_c16,taxrate_c16,excessincome_c16,tre_c16,treshareofcorp_c16,tre_cj18,ps_cj18,trl_cj18,grossprofit_cj19,efftaxrate_cj19,addgrossprofit_cj19,tre_cj19,ps_cj19,trl_cj19,ectr_garcia2019,ps_garcia2020_emp,ps_garcia2020_revt,ps_garcia2020_assets,ps_garcia2020_ccctb,ps_garcia2020_wages,trl_globalmodel_jansky19,trl_devmodel_jansky19,ps_jansky19,ps_socorpprof_jansky19,ps_sofcorpprof_jansky19,trl_jansky19,trl_sogdp_jansky19,trl_socorptax_jansky19,trl_sotottax_jansky19,profits_shifted_intohaven_bnusd,profits_shifted_out_bnusd,profits_shifted_out_pctgdp,profits_shifted_out_pct_profits,corporate_tax_loss_pct_taxcollected,fdi_interest_to_haven_mnusd,fdi_interest_to_euhaven_mnusd,fdi_interest_to_noneuhaven_mnusd,royalty_payments_to_haven_mnusd,royalty_payments_to_euhaven_mnusd,royalty_payments_to_noneuhaven_mnusd,cthi_2019_value,cthi_2021_value,cthi_2021_gsw,cthi_2019_gsw,sotj23_loss_total_share,sotj23_loss_total_musd,sotj23_loss_total_share_revenue,sotj23_loss_total_share_healthexpenses,sotj23_loss_total_share_gdp,sotj23_loss_offshore_share,sotj23_loss_offshore_musd,sotj23_loss_offshore_share_revenue,sotj23_loss_corp_share,sotj23_loss_corp_musd,sotj23_loss_corp_share_revenue,sotj23_profit_shifted_outward_musd,sotj23_inflictedloss_total_share,sotj23_inflictedloss_total_musd,sotj23_gain_corp_musd,sotj23_inflictedloss_offshore_share,sotj23_inflictedloss_offshore_musd,sotj23_inflictedloss_corp_share,sotj23_inflictedloss_corp_musd,sotj23_profit_shifted_inward_musd,sotj20_loss_total_share,sotj20_loss_total_musd,sotj20_loss_total_share_revenue,sotj20_loss_total_share_healthexpenses,sotj20_loss_offshore_share,sotj20_loss_offshore_musd,sotj20_loss_corp_share,sotj20_loss_corp_musd,sotj20_inflictedloss_total_share,sotj20_inflictedloss_total_musd,sotj20_inflictedloss_offshore_share,sotj20_inflictedloss_offshore_musd,sotj20_inflictedloss_corp_share,sotj20_inflictedloss_corp_musd,sotj21_loss_total_share,sotj21_loss_total_musd,sotj21_loss_total_share_revenue,sotj21_loss_total_share_healthexpenses,sotj21_loss_offshore_share,sotj21_loss_offshore_musd,sotj21_loss_corp_share,sotj21_loss_corp_musd,sotj21_inflictedloss_total_share,sotj21_inflictedloss_total_musd,sotj21_inflictedloss_offshore_share,sotj21_inflictedloss_offshore_musd,sotj21_inflictedloss_corp_share,sotj21_inflictedloss_corp_musd,test
GAB,GA,,,,,,,,,,,,,,,,,,,,,,,,,3.26E-05,,Africa,Sub-Saharan Africa,Africa,Gabon,Africa,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,4.10E-05,,,,,,1,1,1,Africa,0,0,6.1,2.45E-05,10,24,11403158.87,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30E-05,3.00E-05,9.83E-05,47.23937827,0.013734052,0.174109218,0.002800644,0.000121628,20.53937721,0.005971477,8.57E-05,26.70000106,0.007762575,89,0,0,0,0,0,0,0,0,0.000362561,155.0976303,0.00937702,0.558916312,0.000121852,22.28373909,0.000542301,132.8138912,0,0,0,0,0,0,0.000515076,0.000248736,,0.914416034,0.000124974,2.13E-05,0.00072841,0.0002274,0,0,0,0,0,0,4
GBR,GB,13,0.028114821,63.45288689,13,0.031229582,69.20465603,5,42,0.19716,347.79024,13,44.53,0.2001102,516.4732436,21,39.87,18.53012,361.325,15,40.84,17.39418,380.2413,23,42.35,0.1736517,423.76,Europe,Northern Europe,Europe,United Kingdom,Europe,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,46.2,0.159378025,534.6489772,13,47.175,0.141361728,546.9064038,3,2,0,Europe,1,1,21700,0.087118718,23136,40129,14673449357,5044,38,,,,,,1.0578696,4.599433,215221660,74141,0.13,9244,1240,9244000000,1240000000,15,-43935314657,90895477581,-8217248212,60070511607,2.39002E+11,7846.126,3044.565,13601.63,0.032,0.1884012,2720.326,0.1026209,3.65829,0.3810571,,61.50090068,0.021495598,0.144690642,0.175231721,10849.11258,8568.982287,2280.130293,63746.27215,51054.5561,12691.71605,1067.947531,1382.14375,0.072517331,0.073044459,0.093010065,44684.20057,0.058314204,0.197573697,0.015525309,0.165724925,27986.05078,0.036522624,0.053596536,16698.14979,0.021791579,87885,0.128327477,61652.36334,22436.71972,0.174708217,29504.23047,0.103186795,32148.13288,118088,0.092532398,39583.8474,0.053510859,0.187161804,0.160295323,29314.125,0.041932995,10269.7224,0.099266643,42464.64656,0.157447115,28793.25586,0.055822576,13671.3907,0.107741068,0.052029341,0.070797927,0.233434452,0.149260573,0.025482352,0.085035534,0.02654699,0.141224726,0.068198968,0.176684287,0.030164238,0.121833158,0.03803473,40
GEO,GE,,,,,,,,,,,,,,,,,,,,,,,,,2.40E-05,,Asia,Western Asia,Asia,Georgia,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.80E-05,,,,,,2,3,4,Asia,0,0,29.4,0.000118032,20,29,13610853.51,5,0,,,,,,-0.15894336,,,,,,,,,,,,,,,47.40544,59.81079,587.6481,0.2735156,2.349246,88.14722,0.6130694,19.69556,2.366982,,,,,,,,,,,,,,0.000208357,0.000195638,4.33E-05,20.79117947,0.00501554,0.042091839,0.001181524,2.81E-05,4.741179466,0.001143734,5.15E-05,16.05,0.003871806,107,0.000110498,53.08656181,29.25,0,0,0.000170393,53.08656181,195,0.000172666,73.8634937,0.017142766,0.188262199,2.99E-05,5.463490963,0.000279289,68.40000274,0.000473292,202.4667014,0,0,0.000826705,202.4667014,6.38E-05,3.08E-05,0.007708051,0.075556241,3.36E-05,5.74E-06,8.02E-05,2.51E-05,0,0,0,0,0,0,44
GGY,GG,15,0.023450025,97.5,17,0.021554702,98.33333333,13,79,0.0058,36.1978,21,65.4,0.0029756,402.3383479,15,67.4,0.25693,419.3564,17,63.56,0.2308884,339.3795,10,72.45,0.0052018,658.9188,Europe,Northern Europe,,Guernsey,Europe,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,11,70.65,0.00410311,564.5566629,10,70.65,0.005185263,610.3703584,,,,,0,0,2000,0.008029375,8,19,12116270.41,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.7542503,953.9575624,0.001009905,0.00088763,0.000855184,410.8500671,,,0.167398245,0.00243293,410.8500671,,0,0,,676,0.002348128,1128.111051,0,0.005670924,957.6895752,0.000547007,170.4214753,626,0.001141452,488.2943404,0.143734352,,0.002464904,450.7712097,0.000153213,37.52313069,0.002688509,1150.100344,0.005906969,1080.241333,0.000285246,69.85901112,0.000874671,0.000422388,,,0.002474099,0.000422388,0,0,0.002070228,0.000999736,0.005057974,0.000863517,0.000436337,0.000136219,38
GHA,GH,60,0.001483783,49.49226245,61,0.001541301,51.68688641,,,,,45,79,2.64E-05,146.8078402,57,66.33,0.00534,109.9242,48,67.11,0.0097652,139.184,95,61.75,2.50E-05,68.85175,Africa,Sub-Saharan Africa,Africa,Ghana,Africa,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,51.7,6.12E-05,54.46927623,70,52.675,0.001491101,166.9741626,3,2,0,Africa,0,0,89,0.000357307,107,175,50991656.91,6,0,,,,,,0.3403807,1.3615228,0.3403807,,,,,,,,1126460510,220392695.6,5508542981,1887353622,-1260210129,,,,,,,,,,,,,,,,,,,,,56.36180884,68.21417121,0.000120559,0.000100489,0.000239312,114.9710922,0.012976915,0.124119722,0.001708355,0.000393622,66.47109222,0.007502666,0.000155672,48.5,0.005474249,194,8.85E-05,42.5137558,0,0.000251744,42.5137558,0,0,0,0.00036909,157.890653,0.023183839,0.157241501,0.00039841,72.85959625,0.000347196,85.03105675,0.00035441,151.6108847,0.000303177,55.44364548,0.000392667,96.16723923,0.000345661,0.000166924,0.02436533,0.188262207,0.000484253,8.27E-05,0.00026987,8.43E-05,0.000602389,0.0002909,0.000108144,1.85E-05,0.000872673,0.000272437,50
GIB,GI,28,0.010481294,65.59183673,30,0.007874169,66.35446263,46,92,1.00E-05,0.08464,44,78.4,4.76E-05,174.6427276,49,78.6,0.00282,147.8179,55,67.09,0.0047468,109.3385,83,70.825,2.77E-05,107.4421,Europe,Southern Europe,Europe,Gibraltar,Europe,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,30,69.475,0.00123614,359.894185,96,66.775,5.00E-05,109.672787,,,1,Europe,0,0,275.5,0.001106046,5,132,127170092.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.134211,348.4911756,0.001697243,0.00280828,0.000470608,226.0912781,0.630591061,2.087545813,0.128589953,0.001338844,226.0912781,0.630591061,0,0,0,93,0.015307144,7354.010489,0,0.000361244,61.00585175,0.023408569,7293.004637,26789,0.000586837,251.0392151,0.119016688,,0.001372731,251.0392151,0,0,0.009212818,3941.09269,0.000395685,72.36109161,0.015796678,3868.731598,0.000422522,0.00020404,,,0.001195148,0.00020404,0,0,0.006939734,0.003351274,0.000248721,4.25E-05,0.01059881,0.003308811,75
GIN,GN,,,,,,,,,,,,,,,,,,,,,,,,,2.07E-06,,Africa,Sub-Saharan Africa,Africa,Guinea,Africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.64E-05,,,,,,1,1,0,Africa,0,0,2.5,1.00E-05,9,17,13340972.3,5,0,,,,,,0.28906682,0.5266504,0.28906682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56E-05,5.87E-06,1.64E-05,7.900061655,0.005373722,0.103078507,0.000666277,1.98E-05,3.350061655,0.002278754,1.46E-05,4.55,0.003094967,13,0.00016773,80.58267844,103.6,0,0,0.000258649,80.58267844,296,9.19E-06,3.932536363,0.002637345,0.062363699,1.98E-05,3.622774124,1.26E-06,0.309762239,0.000176186,75.36951836,0,0,0.000307746,75.36951836,8.25E-05,3.99E-05,0.028607939,0.659861169,5.10E-05,8.71E-06,9.98E-05,3.11E-05,0,0,0,0,0,0,50
GLP,GP,,,,,,,,,,,,,,,,,,,,,,,,,4.44E-07,,Americas,Latin America and the Caribbean,America,Guadeloupe,Caribbean/American isl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6.53E-08,,,,,,1,1,-4,America,0,0,3.6,1.45E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62E-06,5.79E-06,0,0,,,,0,0,,0,0,,37,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,0,0,5.50E-10,2.66E-10,,,1.56E-09,2.66E-10,,,0,0,0,0,0,0,2
GMB,GM,63,0.000242028,47.99141731,69,0.000286459,49.79974966,,,,,,,,,,,,,,,,,106,76.625,4.51E-07,34.51403,Africa,Sub-Saharan Africa,Africa,Gambia,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,74.875,7.25E-07,37.71817321,138,72.725,1.61E-07,20.94450837,3,2,0,Africa,0,0,1,4.01E-06,5,13,3887920.75,5,0,,,,,,0.020976255,0.069920845,0.020976255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.193479508,12.67796413,1.08E-06,5.75E-07,3.78E-05,18.18115651,0.107563287,1.149728791,0.01088255,1.22E-05,2.061156511,0.012194206,5.17E-05,16.12,0.095369081,52,0,0,0,0,0,0,0,0,0.000464078,198.5248962,1.226679663,13.26017981,1.25E-05,2.294894934,0.00080124,196.2300013,0,0,0,0,0,0,7.42E-05,3.58E-05,0.226266217,2.162974545,1.38E-05,2.36E-06,0.000107243,3.35E-05,0,0,0,0,0,0,22
GNB,GW,,,,,,,,,,,,,,,,,,,,,,,,,5.60E-06,,Africa,Sub-Saharan Africa,Africa,Guinea-Bissau,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,4.86E-06,,,,,,1,1,0,Africa,0,0,,,5,7,2536203.672,5,0,,,,,,0.006579643,0.026318572,0.006579643,,,,,,,,,,,,,0.5660985,0.7142387,6.951553,0.0394843,0.3391339,0.9732174,0.0826017,,0.8883446,,,,,,,,,,,,,,1.23E-06,2.53E-06,3.38E-06,1.622946382,0.011912189,0.168297332,0.001078635,9.61E-06,1.622946382,0.011912189,0,0,0,0,0,0,0,0,0,0,0,0,4.07E-05,17.42671864,0.162421193,2.294526118,9.55E-06,1.746718526,6.40E-05,15.68000011,0,0,0,0,0,0,9.97E-06,4.82E-06,0.046936948,0.626600473,7.70E-06,1.32E-06,1.12E-05,3.50E-06,0,0,0,0,0,0,6
GNQ,GQ,,,,,,,,,,,,,,,,,,,,,,,,,1.54E-09,,Africa,Sub-Saharan Africa,Africa,Equatorial Guinea,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,2.21E-07,,,,,,1,1,1,Africa,0,0,1,4.01E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.49E-05,1.29E-05,2.07E-05,9.92825098,0.013407734,0.12726982,0.000758055,2.36E-05,3.97825098,0.00537248,1.91E-05,5.95,0.008035254,17,0,0,0,0,0,0,0,0,9.32E-06,3.988816261,0.003074687,0.047836507,2.18E-05,3.988816261,0,0,0,0,0,0,0,0,9.09E-05,4.39E-05,0.036401541,0.523193955,2.55E-05,4.36E-06,0.000126687,3.95E-05,0.000690624,0.00033351,0,0,0.001068302,0.00033351,17
GRC,GR,61,0.00140851,39.05710573,57,0.002102677,46.49980721,,,,,,,,,,,,,85,36.4,0.0460284,37.23742,80,57.875,0.0002289,118.5833,Europe,Southern Europe,Europe,Greece,Europe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,51.475,0.000303369,91.6458191,99,52.825,0.000343126,103.1976231,1,1,2,Europe,1,1,2600,0.010438187,517,1007,326764516.8,107,5,2.2,15,0.5,-0.7,26,0.43454912,1.6713427,88408240,169,0.35,729,255,729000000,255000000,28,3339853579,3401661559,1916356178,2774709403,2672367369,274.726,106.6031,328.4485,0.0145281,0.2445646,95.25006,0.0494315,,0.1793174,,1.04651246,0.005370573,0.046289917,0.072011379,65.6567505,56.34058996,9.316160544,1304.151569,1161.858308,142.2932616,53.50257317,93.05925032,0.0007929,0.000724142,0.003178424,1526.988683,0.025671049,0.179718366,0.007201097,0.005293516,893.9187012,0.01502816,0.002031983,633.0699818,0.010642889,2183,0,0,0,0,0,0,0,0,0.003176279,1358.760428,0.023801254,0.117730905,0.005495397,1004.974854,0.001444566,353.7855741,3.82E-05,16.35376342,0,0,6.68E-05,16.35376342,0.003348741,0.001617144,0.029020705,0.165928829,0.004897813,0.000836174,0.002501609,0.00078097,0,0,0,0,0,0,53
GRD,GD,,,,,,,46,92,1.00E-05,0.08464,62,82.67,1.06E-06,57.60750966,70,78.13,0.00016,55.7658,82,75.89,8.99E-05,42.17658,101,77.075,9.25E-07,44.60537,Americas,Latin America and the Caribbean,America,Grenada,Caribbean/American isl.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,70.55,9.53E-07,34.5581084,132,65.9,1.96E-06,35.81280877,3,2,-4,America,0,0,11.1,4.46E-05,13,39,18664657.05,5,0,,,,,,0.019726941,0.06575647,0.019726941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50E-06,5.43E-07,6.76E-06,3.249727583,0.012502651,0.163388439,0.002785852,1.57E-05,2.649727583,0.010194276,1.93E-06,0.6,0.002308375,2,0,0,0,0,0,0,0,0,7.14E-06,3.053744078,0.014250206,0.124183711,1.67E-05,3.053744078,0,0,0,0,0,0,0,0,5.87E-06,2.84E-06,0.013991461,0.138097327,1.66E-05,2.84E-06,,,0,0,0,0,0,0,40
GRL,GL,,,,,,,,,,,,,,,,,,,,,,,,,2.13E-06,,Americas,Northern America,America,Greenland,Northern America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,,1.57E-06,,,,,,1,1,-3,America,0,0,0.7483,3.00E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88E-06,2.45E-06,2.40E-05,11.52605609,0.018496851,0.061233067,0.003771873,1.74E-05,2.940056086,0.00471816,2.76E-05,8.586,0.013778691,27,2.63E-05,12.63548183,0,7.48E-05,12.63548183,0,0,0,4.18E-06,1.788353801,0.000638494,,9.78E-06,1.788353801,0,0,3.38E-05,14.43770885,7.89E-05,14.43770885,0,0,2.25E-06,1.09E-06,,,6.37E-06,1.09E-06,,,3.06E-05,1.48E-05,8.50E-05,1.45E-05,8.51E-07,2.66E-07,56
GTM,GT,,,,,,,,,,,43,80.53,3.75E-05,174.8035251,51,77.2,0.00297,142.4216,39,75.69,0.0068226,177.1868,78,73.1,3.17E-05,123.6272,Americas,Latin America and the Caribbean,America,Guatemala,Latin America,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,73.5,6.81E-05,162.1515523,45,74.75,0.000255947,265.1857043,1,1,-6,America,0,0,31.5,0.000126463,5,5,717276.2266,5,0,,,,,,1.4651967,4.726441,1.4651967,,,,,,,,10596131444,4356911750,2045796357,4203992173,1822405377,53.4408,67.42554,579.4846,0.0564779,0.4850931,144.8712,0.2109867,5.963281,2.032845,,,,,,,,,,,,,,0.000248615,0.000270072,0.000239146,114.891264,0.014793443,0.076240871,0.001566812,0.000125192,21.14126396,0.002722157,0.000300912,93.75,0.012071286,375,0,0,0,0,0,0,0,0,8.57E-05,36.64099204,0.005049108,0.025203239,2.75E-05,5.025748253,0.00012909,31.61524378,0.000337828,144.5174963,0,0,0.000590089,144.5174963,0.000308446,0.000148952,0.021685673,0.106699934,0.000109545,1.87E-05,0.000417218,0.00013025,0,0,0,0,0,0,73
GUF,GF,,,,,,,,,,,,,,,,,,,,,,,,,1.23E-06,,Americas,Latin America and the Caribbean,America,French Guiana,Caribbean/American isl.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1.25E-06,,,,,,1,1,-3,America,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11E-07,5.51E-07,0,0,,,,0,0,,0,0,,0,1.81E-05,8.711640912,0,0,0,2.80E-05,8.711640912,32,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,0,0,,,0,0,6
GUM,GU,,,,,,,,,,,,,,,,,,,,,,,,,5.79E-06,,Oceania,Micronesia,,Guam,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,0.000115406,,134,70.3,7.73E-07,31.88710366,3,2,10,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54E-06,6.69E-05,4.02E-05,19.32417442,0.015647893,0.051801706,0.003190914,2.47E-08,0.004174419,3.38E-06,6.20E-05,19.32,0.015644512,92,1.13E-06,0.544477557,0.42,0,0,1.75E-06,0.544477557,2,,,,,,,0,0,0,0,,,0,0,8.92E-05,4.31E-05,,,2.31E-08,3.95E-09,0.000137898,4.30E-05,2.75E-06,1.33E-06,0,0,4.25E-06,1.33E-06,26
GUY,GY,,,,,,,,,,,,,,,,,,,,,,,,,3.20E-05,,Americas,Latin America and the Caribbean,America,Guyana,Caribbean/American isl.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2.92E-05,,,,,,3,2,-4,America,0,0,0.0648,2.60E-07,5,5,2053722.25,0,0,,,,,,0.21066016,0.8259052,0.21066016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.84E-05,6.21E-06,3.59E-06,1.723265171,0.001803279,0.009800158,0.000359941,1.02E-05,1.723265171,0.001803279,0,0,0,0,0,0,0,0,0,0,0,0,0.00067217,287.5433953,0.359294981,3.080777633,9.95E-06,1.819761038,0.001166657,285.7236343,0,0,0,0,0,0,3.69E-06,1.78E-06,0.001782071,0.012448142,1.04E-05,1.78E-06,,,0,0,0,0,0,0,83
HKG,HK,10,0.036129189,73.02777881,7,0.040777157,77.9238541,10,62,0.01986,76.34184,4,73.27,0.0423185,1370.740769,3,71.73,4.20557,1283.445,2,72,3.841655,1259.422,4,71.05,0.0416914,1243.678,Asia,Eastern Asia,Asia,Hong Kong,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66.375,0.044376315,1035.294758,4,64.95,0.038700461,926.7789914,3,2,8,Asia,0,0,1800,0.007226437,72,186,64696102.35,13,0,,,,,,,,,13706,0.09,-3902,-342,-3902000000,-342000000,,-41397951967,57467879482,-25551213878,2469346382,-7619300948,,,,,,,,,,39.03516891,,,,,,,,,,,1372.375031,1804.695693,0.055485324,0.04375479,0.002525747,1213.427653,0.024292251,0.054457419,0.003354502,0.005835227,985.397644,0.019727197,0.000731915,228.0300091,0.004565053,1382,0.040268447,19346.16807,9204.030366,0.024634145,4160.144531,0.04874302,15186.02354,55782,0.003833207,1639.783206,0.036952994,,0.005948064,1087.756592,0.002254017,552.026614,0.049200941,21047.35801,0.025789905,4716.347656,0.066682248,16331.01036,0.002514924,0.001214485,0.026927684,,0.005898877,0.00100708,0.000664361,0.000207405,0.045978573,0.022203557,0.022237773,0.00379652,0.05896157,0.018407037,9
HMD,HM,,,,,,,,,,,,,,,,,,,,,,,,,,,Oceania,Australia and New Zealand,,Heard Island and McDonald Islands,Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,5,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92E-08,1.74E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,,,,,,,0,0,,,0,0,37
HND,HN,,,,,,,,,,,,,,,,,,,,,,,,,8.29E-06,,Americas,Latin America and the Caribbean,America,Honduras,Latin America,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,7.24E-06,,,,,,1,1,-6,America,0,0,0,0,5,5,778544.1563,5,0,,,,,,0.14107843,0.5643137,0.14107843,144,0.19,615,115,615000000,115000000,,12678850878,2033818665,970161268.2,3222961143,650956116.1,83.29858,105.0967,752.7059,0.2327302,1.998937,225.8118,1.043303,,5.341355,,,,,,,,,,,,,,0.000207314,0.000197394,0.000408791,196.3926525,0.04320593,0.287515149,0.008159982,0.000166652,28.14265251,0.006191319,0.000540037,168.25,0.037014612,673,9.63E-06,4.628059234,4.25,0,0,1.49E-05,4.628059234,17,0.000770059,329.4188419,0.084469232,0.436162761,5.42E-05,9.919000626,0.001304571,319.4998413,0,0,0,0,0,0,0.00063654,0.000307392,0.08042299,0.454729165,0.000167767,2.86E-05,0.000892894,0.00027875,0,0,0,0,0,0,12
HRV,HR,48,0.003343321,54.53398241,53,0.00296469,55.71405992,,,,,,,,,,,,,,,,,79,59.275,0.0001883,119.3637,Europe,Southern Europe,Europe,Croatia,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,55.075,0.000304017,112.3301275,100,53.125,0.000314044,101.9123869,2,3,1,Europe,1,0,33.2,0.000133288,94,125,43025924.45,9,0,,,,,,-0.21405156,,,,,,,,,15,1420055470,630202668.7,597471317.7,767738703.2,731028776.1,208.6804,263.2892,3509.614,0.4574878,3.929397,701.9227,1.367244,,5.842329,,,,,,,,,,,,126.9967636,131.2098304,0.000436733,0.000480146,0.000213218,102.4350359,0.006241421,0.02893607,0.001643778,0.000102416,17.2950325,0.001053795,0.000273276,85.14000338,0.005187625,473,0.000347892,167.1376509,96.30000383,0.000127252,21.4899044,0.00046749,145.6477465,535,7.30E-05,31.22733866,0.00243888,0.009328808,0.000105942,19.37429237,4.84E-05,11.85304629,0.000482912,206.5818629,1.67E-05,3.048611641,0.00083106,203.5332512,0.000380654,0.000183822,0.012850679,0.056781087,0.000117276,2.00E-05,0.000524686,0.0001638,3.32E-05,1.61E-05,6.91E-05,1.18E-05,1.36E-05,4.25E-06,34
HTI,HT,,,,,,,,,,,,,,,,,,,,,,,,,2.40E-05,,Americas,Latin America and the Caribbean,America,Haiti,Caribbean/American isl.,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,3.13E-05,,,,,,1,1,-5,America,0,0,23.6,9.47E-05,,,,,,,,,,,0.19405067,0.6468355,0.19405067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34E-06,3.14E-06,6.99E-06,3.358110189,0.002684675,0.022138609,0.000204078,1.99E-05,3.358110189,0.002684675,0,0,0,0,7.93E-06,3.811342899,4.2,0,0,1.22E-05,3.811342899,14,0.000196862,84.21455612,0.077399367,1.159461028,2.09E-05,3.814556122,0.000328287,80.4,0,0,0,0,0,0,1.80E-05,8.69E-06,0.00467163,0.068162724,1.92E-05,3.29E-06,1.73E-05,5.40E-06,0,0,0,0,0,0,18
HUN,HU,20,0.014768422,69.09811341,24,0.013525448,71.9528159,22,75,0.00136,7.65,57,47.47,0.000696,94.79689408,72,40.47,0.05605,54.65056,84,35.93,0.0520648,37.31525,74,54.7,0.0005334,132.7332,Europe,Eastern Europe,Europe,Hungary,Europe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,53.8,0.000921159,151.5159647,76,55.2,0.000797627,155.9853613,2,3,1,Europe,1,1,122.5,0.000491799,179,277,89142007.41,31,0,,,,,,-0.12025303,,,1802,0.14,833,116,833000000,116000000,8,6655178557,-6891735952,-7273248055,-4090167810,-2866217402,,,,,,,,,,,2.394889054,0.01967617,0.115872629,0.207171651,576.2710737,307.2114846,269.059589,2289.335547,1756.539889,532.7956578,560.9816845,598.602754,0.004149406,0.004916435,0.000785005,377.1345048,0.009317331,0.050732381,0.002348802,0.000331701,56.01449203,0.001383871,0.001030708,321.1200128,0.00793346,3568,0.000645988,310.3522075,102.6000041,0,0,0.000996146,310.3522075,1140,0.000961703,411.4008884,0.011400782,0.060311442,0.00033042,60.4258194,0.00143309,350.975069,0.002301638,984.6032127,0,0,0.0040203,984.6032127,0.003328534,0.001607385,0.044226732,0.239110402,0.000386327,6.60E-05,0.004937521,0.00154143,1.15E-05,5.58E-06,0,0,1.79E-05,5.58E-06,70
