year,sample_name,formula_name,etr_name,rate_mode,n_countries,total_shifted_musd,total_tax_loss_musd,total_tax_gain_musd,total_revenue_gain_from_ut_musd,total_current_tax_paid_cash_musd,revenue_gain_from_ut_pct_of_current_tax_paid
2019,disaggregated,employees_payroll,average,loss_cit_gain_cit,226,1522259.1921222885,379556.2608953005,309834.5471221856,69721.71377311497,1329261.7319016985,5.2451456398559015
2020,disaggregated,employees_payroll,average,loss_cit_gain_cit,226,1466876.4930160427,331171.691779699,271048.99930228473,60122.692477414326,1228804.5022779324,4.892779312409755
2021,disaggregated,employees_payroll,average,loss_cit_gain_cit,226,2394023.678672341,551384.0133475403,460571.3333912772,90812.6799562632,1668251.0499565064,5.443585961395367
2022,disaggregated,employees_payroll,average,loss_cit_gain_cit,226,1957319.6120984172,428671.22128338384,390373.7069471222,38297.51433626158,1918285.7935020127,1.9964446625205847
2016,disaggregated,employees_payroll,average,loss_cit_gain_etr,226,868437.6477205122,277605.31098401267,103481.22792780658,174124.08305620612,708651.5663416747,24.571184391096452
2017,disaggregated,employees_payroll,average,loss_cit_gain_etr,226,1530380.8615821446,462862.91000667866,181042.22715184893,281820.6828548297,1029004.8456494928,27.387692492055137
2018,disaggregated,employees_payroll,average,loss_cit_gain_etr,226,1527531.2281134855,380328.9191630778,211963.24826368567,168365.6708993921,1319343.3425493278,12.761323415181993
2019,disaggregated,employees_payroll,average,loss_cit_gain_etr,226,1522259.1921222885,379556.2608953005,183979.7198507097,195576.54104459088,1329261.7319016985,14.713170201988044
2020,disaggregated,employees_payroll,average,loss_cit_gain_etr,226,1466876.4930160427,331171.691779699,173242.05610266246,157929.63567703654,1228804.5022779324,12.852299563052531
2021,disaggregated,employees_payroll,average,loss_cit_gain_etr,226,2394023.678672341,551384.0133475403,328950.72713412833,222433.286213412,1668251.0499565064,13.333322117148446
2022,disaggregated,employees_payroll,average,loss_cit_gain_etr,226,1957319.6120984172,428671.22128338384,266421.29713365977,162249.92414972404,1918285.7935020127,8.4580683805994
2016,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,868437.6477205122,209386.14552675333,103481.22792780658,105904.91759894672,708651.5663416747,14.944568336406515
2017,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,1530380.8615821446,341047.4558280726,181042.22715184893,160005.22867622363,1029004.8456494928,15.54951168137898
2018,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,1527531.2281134855,288040.6009909541,211963.24826368567,76077.35272726842,1319343.3425493278,5.7663043632195405
2019,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,1522259.1921222885,264138.05729582004,183979.7198507097,80158.33744511042,1329261.7319016985,6.030290011466176
2020,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,1466876.4930160427,221574.85871074945,173242.05610266246,48332.802608086975,1228804.5022779324,3.933319134043587
2021,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,2394023.678672341,341331.3842897045,328950.72713412833,12380.657155576198,1668251.0499565064,0.742133934571717
2022,disaggregated,employees_payroll,average,loss_etr_gain_etr,226,1957319.6120984172,297108.80237950763,266421.29713365977,30687.50524584784,1918285.7935020127,1.5997358344517
2016,disaggregated,sales_employees,average,loss_cit_gain_cit,226,793757.30350765,250061.4450643605,168209.94634659812,81851.49871776238,708651.5663416747,11.550316489147203
2017,disaggregated,sales_employees,average,loss_cit_gain_cit,226,1452300.3138570131,432859.0974767973,302460.35413799714,130398.7433388001,1029004.8456494928,12.67231577092276
2018,disaggregated,sales_employees,average,loss_cit_gain_cit,226,1363636.9856845322,344510.3701492724,286599.32095905475,57911.04919021759,1319343.3425493278,4.389384273415727
2019,disaggregated,sales_employees,average,loss_cit_gain_cit,226,1431041.0799853515,359727.93827380275,294156.5121612512,65571.4261125515,1329261.7319016985,4.932920623445786
2020,disaggregated,sales_employees,average,loss_cit_gain_cit,226,1302452.14337809,290913.610061703,240814.9726916412,50098.63737006184,1228804.5022779324,4.077022608331108
2021,disaggregated,sales_employees,average,loss_cit_gain_cit,226,1949621.3441503537,446655.0788406009,364769.3466643008,81885.73217630008,1668251.0499565064,4.908477784469847
2022,disaggregated,sales_employees,average,loss_cit_gain_cit,226,1745394.129789803,377840.4644791527,350563.6022851612,27276.862193991503,1918285.7935020127,1.4219394360521749
2016,disaggregated,sales_employees,average,loss_cit_gain_etr,226,793757.30350765,250061.4450643605,89537.53949065853,160523.905573702,708651.5663416747,22.65202155727767
2017,disaggregated,sales_employees,average,loss_cit_gain_etr,226,1452300.3138570131,432859.0974767973,168843.27009066552,264015.82738613174,1029004.8456494928,25.657393986273096
2018,disaggregated,sales_employees,average,loss_cit_gain_etr,226,1363636.9856845322,344510.3701492724,184871.8485048348,159638.52164443757,1319343.3425493278,12.09984668099911
2019,disaggregated,sales_employees,average,loss_cit_gain_etr,226,1431041.0799853515,359727.93827380275,170730.4804344091,188997.45783939364,1329261.7319016985,14.21822755470481
