Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,44290685824.0682,48153200134.6613,53689067639.9176,53909922735.545,53384760135.1581,61529280461.092,59927702746.2843,69148468417.3208,72485008929.2766
Solomon Islands,SLB,Population total,SP.POP.TOTL,662379,685672,709101,728147,744498,762591,781066,800005,819198
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1379490304.2254,1469789119.08756,1615478393.28614,1619155017.3924,1536145814.17007,1522794913.0914,1566360686.10632,1660896530.71894,1760767447.17461
Somalia,SOM,Population total,SP.POP.TOTL,14348740,14916629,15452487,16030971,16651191,17271431,17801897,18358615,19009151
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,6613743069.99912,7621501710.0012,7873440830.00128,8655023960.00102,8628393720.00185,9483997390.00062,10202767269.9992,10968517089.9982,12108515109.9996
South Africa,ZAF,Population total,SP.POP.TOTL,57259551,57635162,58613001,59587885,60562381,61502603,62378410,63212384,64007187
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,323585509674.481,381448814653.456,405260723892.517,389330032224.269,337974655408.055,420886877628.703,406920004594.074,380699271816.395,400260724226.067
South Sudan,SSD,Population total,SP.POP.TOTL,10830102,10259154,10122977,10423384,10698467,10865780,11021177,11483374,11943408
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..
Spain,ESP,Population total,SP.POP.TOTL,46458139,46571232,46782011,47118501,47359424,47443821,47786102,48347910,48807137
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1243015667917.12,1321754088818.83,1431642809327.06,1403496387686.27,1289783836971.21,1461244901852.69,1446498147749.03,1620090734956.89,1722745978335.16
Sri Lanka,LKA,Population total,SP.POP.TOTL,21209000,21453000,21670000,21803000,21919000,22156000,22181000,22037000,21916000
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,88000211171.5956,94369350285.5814,94450015982.8405,88998706296.5783,84335574581.5072,88556698937.7033,74143020262.8076,83716142582.1945,98963185509.6499
St. Kitts and Nevis,KNA,Population total,SP.POP.TOTL,47075,47050,47008,46952,46870,46763,46709,46758,46843
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1006818518.51852,1056977777.77778,1076548148.14815,1107855555.55556,883922222.222222,858622222.222222,980188888.888889,1056751851.85185,1066681481.48148
St. Lucia,LCA,Population total,SP.POP.TOTL,175646,176342,177017,177661,178250,178522,178781,179285,179744
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1868544444.44444,1998503703.7037,2060955555.55556,2095344444.44444,1499274074.07407,1867185185.18518,2342714814.81481,2430166666.66667,2549062962.96296
St. Martin (French part),MAF,Population total,SP.POP.TOTL,37175,36837,36012,34267,31786,29961,28870,27515,26129
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,652205849.387956,..,649206156.194207,..,..,..
St. Vincent and the Grenadines,VCT,Population total,SP.POP.TOTL,106349,105663,104926,104167,103526,102841,102046,101323,100616
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,814303703.703704,844040740.740741,884329629.62963,910481481.481481,864566666.666667,888677777.777778,989188888.888889,1072237037.03704,1157207407.40741
Sudan,SDN,Population total,SP.POP.TOTL,41259892,42714306,44230596,45548175,46789231,48066924,49383346,50042791,50448963
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,42630376000,41283617976.1905,32333780383.2924,32338079165.2893,27034593750,34229513774.9936,51666875363.0963,39898289820.7951,49909807029.6996
Suriname,SUR,Population total,SP.POP.TOTL,587757,593713,599513,605768,612317,617896,623164,628886,634431
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,3317421648.09918,3591679430.99988,3996198866.57453,4016040575.08796,2911807496.20227,3107923197.96954,3791603200.0259,3455146280.83975,4714267822.2233
Sweden,SWE,Population total,SP.POP.TOTL,9923085,10057698,10175214,10278887,10353442,10415811,10486941,10536632,10569709
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,514218206628.325,536083940228.684,551312498430.164,532169294165.94,545147614972.141,637186904843.636,579895717343.956,585489968189.064,610117791237.089
Switzerland,CHE,Population total,SP.POP.TOTL,8373338,8451840,8514329,8575280,8638167,8704546,8777088,8888093,9034102
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,687895460902.713,695200834102.045,725568717468.001,721369112726.724,741999406005.627,815309330986.719,828508926958.393,894424821645.205,936564198048.516
Syrian Arab Republic,SYR,Population total,SP.POP.TOTL,19193834,19224668,19577845,20353534,21049429,21628839,22462173,23594623,24672760
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,12597854877.4254,16369843352.3453,21497782867.6426,22583045060.0821,12047752036.091,14353205678.4991,23622827079.5047,19993439949.5435,..
Tajikistan,TJK,Population total,SP.POP.TOTL,8865631,9085946,9307333,9529966,9749310,9966908,10182222,10389799,10590927
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,6992416096.89018,7536402852.85802,7764999999.45362,8300813599.3084,8133963550.65742,8937805347.13963,10713525200.3998,12244169292.7998,14204575548.5536
Tanzania,TZA,Population total,SP.POP.TOTL,53824013,55652890,57437145,59174891,60972798,62830412,64711821,66617606,68560157
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,49774409374.4538,53274884532.7886,57003712892.0858,61026731925.9213,66068737786.0639,70655628147.8986,75769974505.0106,79062403836.8432,78779864877.3018
Thailand,THA,Population total,SP.POP.TOTL,70859841,71160187,71376079,71522271,71641484,71727332,71735329,71702435,71668011
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,413366349747.508,456356813536.764,506754208404.485,543976691793.886,500461898480.246,506194668789.937,495644697587.661,515906283940.933,526411265427.683
Timor-Leste,TLS,Population total,SP.POP.TOTL,1228312,1251703,1275959,1300945,1326053,1350139,1369295,1384286,1400638
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1640464600,1584878400,1555988614.43594,2032550389.41316,2162619240.86927,3624889673.07263,3208593982.01071,2079916909.49485,1881265333.4187
Togo,TGO,Population total,SP.POP.TOTL,7858289,8057140,8258778,8463068,8669720,8878379,9089738,9304337,9515236
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,6071170959.12093,6387422517.69225,7029300383.08031,6992700101.37188,7400284167.78479,8342243645.94438,8169476148.95692,9171261837.57103,9925732119.72034
Tonga,TON,Population total,SP.POP.TOTL,105524,105356,105567,105669,105704,105490,105042,104597,104175
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,420828254.541601,459976847.108128,489714529.780507,494197853.971842,496856303.949489,518228028.701685,518180029.413435,508735107.033734,..
Trinidad and Tobago,TTO,Population total,SP.POP.TOTL,1353895,1356633,1359193,1363985,1366725,1367558,1365805,1367510,1368333
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,23624333663.6693,23847765529.2959,23888910151.9167,23588037786.7403,20991339706.5613,24177305760.2763,28510328245.1372,25489373405.0619,26428963758.1307
Tunisia,TUN,Population total,SP.POP.TOTL,11528674,11650498,11765514,11875081,11974057,12048622,12119334,12200431,12277109
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,44360072680.4476,42163530590.9462,42686504459.801,41905642418.825,42491780918.361,47073234359.1819,44948769171.285,48196281783.9479,53409988744.5968
Turkiye,TUR,Population total,SP.POP.TOTL,79277962,80312698,81407204,82579440,83384680,84147318,84979913,85325965,85518661
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,869682881593.041,858988492853.742,778972108040.602,761005915750.925,720338490327.248,819865223976.115,907118434653.505,1118252958513.72,1323254808058.74
Turkmenistan,TKM,Population total,SP.POP.TOTL,6360041,6507061,6655524,6803944,6949912,7092043,7230193,7364438,7494498
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,36169428571.4286,37926285714.2857,40765428571.4286,45232857142.8571,45818000000,50007428571.4286,58972000000,60628857142.8571,64239891739.3311
Turks and Caicos Islands,TCA,Population total,SP.POP.TOTL,38315,39913,41559,43166,44386,45243,45847,46198,46535
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1032452000,1022365000,1314329000,1371838000,918387000,1236459000,1434119000,1638653000,1745378000
Tuvalu,TUV,Population total,SP.POP.TOTL,10930,10869,10751,10581,10399,10194,9992,9816,9646
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,41629064.2232388,45276595.3533146,48015259.8751356,54123198.5662913,51746594.3148543,60196405.7138393,59065982.0873657,62280311.5852172,..
Uganda,UGA,Population total,SP.POP.TOTL,38799152,40177388,41565831,42999637,44457152,45910930,47312719,48656601,50015092
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,29203988696.2626,30744473841.424,32927025619.6795,35353061007.9635,37600368239.8824,40529788744.0595,45565333216.4142,48768955859.2834,53651874313.9836
Ukraine,UKR,Population total,SP.POP.TOTL,45616832,45436041,45208907,44957458,44680014,44298640,41048766,37732836,37860221
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,93355869403.9223,112090505081.739,130891088293.55,153883047509.577,156617722013.342,199765859570.935,161989520721.19,181221517868.744,190741263731.535
United Arab Emirates,ARE,Population total,SP.POP.TOTL,8935095,9223225,9346701,9445785,9401038,9575152,10074977,10483751,10876981
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,369255326235.534,390516804029.952,427049432157.931,417989721742.682,349473015330.157,415178792756.978,502731935194.01,514130432648.06,537078829135.466
United Kingdom,GBR,Population total,SP.POP.TOTL,65607000,65966000,66289000,66631000,66744000,66984000,67604000,68492000,69226000
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2689106566899.61,2680148052335.3,2871340347581.79,2851407164907.81,2696778386607.65,3143323050707.26,3114042471144.39,3369861888972.88,3643834188782.91
United States,USA,Population total,SP.POP.TOTL,324353340,326608609,328529577,330226227,331577720,332099760,334017321,336806231,340110988
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,18804913000000,19612102000000,20656516000000,21539982000000,21354105000000,23681171000000,26006893000000,27720709000000,29184890000000
Uruguay,URY,Population total,SP.POP.TOTL,3379283,3388438,3394534,3397206,3398968,3396695,3390913,3388081,3386588
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,57480787465.2716,65005997963.4822,65344577415.7535,62222313618.8454,53559359261.826,60739084240.8633,70594110920.0358,77991666837.7382,80961511073.5797
Uzbekistan,UZB,Population total,SP.POP.TOTL,31284568,31819178,32373490,32964701,33586372,34243696,34938955,35652307,36361859
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,86138288644.171,69703222282.7278,58695899092.1083,67293639798.3996,66443265418.3086,77340060003.0347,90095926567.4359,102641879248.764,114965293466.611
Vanuatu,VUT,Population total,SP.POP.TOTL,272087,278507,285259,291985,298858,305868,313046,320409,327777
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,804323576.861028,880043284.399407,914727908.137793,936526267.622513,909421043.508407,982362211.918412,1030654208.30053,1126313359.21923,1161251868.03498
Venezuela,VEN,Population total,SP.POP.TOTL,30765720,30565323,29807592,28938098,28444077,28237826,28213017,28300854,28405543
Venezuela,VEN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,Population total,SP.POP.TOTL,94000117,95176977,96237319,97173776,98079191,98935098,99680655,100352192,100987686
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,257096001177.982,281353605986.903,310106478394.659,334365270496.667,346615738537.796,366474752771.009,413445230668.578,433857681378.291,476388230307.175
Virgin Islands (U.S.),VIR,Population total,SP.POP.TOTL,107516,107281,107001,106669,106290,105870,105413,104917,104377
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,3798000000,3794000000,3923000000,4121000000,4229000000,4507000000,4672000000,..,..
West Bank and Gaza,PSE,Population total,SP.POP.TOTL,4367088,4454805,4569087,4685306,4803269,4922749,5043612,5165775,5289152
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19165500000,17847900000,13711100000
Yemen Rep.,YEM,Population total,SP.POP.TOTL,32109010,33090921,34085182,35111408,36134863,37140230,38222876,39390799,40583164
Yemen Rep.,YEM,GDP (current US$),NY.GDP.MKTP.CD,31317825274.1507,26842229044.5848,21606160663.0131,..,..,..,..,..,..
Zambia,ZMB,Population total,SP.POP.TOTL,16914423,17441320,17973569,18513839,19059395,19603607,20152938,20723965,21314956
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,20958412538.3093,25873601260.8353,26311507273.6735,23308667781.2258,18137764930.651,22096416932.0089,29163782140.4858,27577956471.244,26325775287.0226
Zimbabwe,ZWE,Population total,SP.POP.TOTL,14600294,14812482,15034452,15271368,15526888,15797210,16069056,16340822,16634373
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,20548759858.0924,51074726484.0037,34156057417.3285,25715657177.4682,26868564055.12,27240507841.6729,32789657377.9788,35231369343.4002,44187704410.1191
Africa Eastern and Southern,AFE,Population total,SP.POP.TOTL,623369401,640058741,657801085,675950189,694446100,713090928,731821393,750503764,769294618
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,828961170566.435,973025126473.894,1012291194268.21,1009746517725.42,933407232177.078,1085604883589.65,1191638638185.25,1176909900789.14,1287676979450.75
Africa Western and Central,AFW,Population total,SP.POP.TOTL,429454743,440882906,452195915,463365429,474569351,485920997,497387180,509398589,521764076
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,700028171710.17,694051344215.045,777840407639.927,833288902800.025,797295175501.973,858114511231.434,893639944629.861,814728528754.188,670025655309.603
Arab World,ARB,Population total,SP.POP.TOTL,419808341,428315886,435998060,444281315,453723239,460646603,471352066,482105978,492579811
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2524102874214.64,2598475460609.57,2907329557076.05,2949355029586.25,2596422612311.05,3077906530882.01,3738584480489.16,3606002342262.32,3704768275595.84
Caribbean small states,CSS,Population total,SP.POP.TOTL,4341333,4366140,4407658,4443134,4459302,4479167,4497310,4519904,4539060
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,57729936370.5525,59541578262.9548,60893234438.5669,61929300627.7488,53180553803.0434,61961705340.7798,78054577760.2976,79470143934.8758,91570798875.9048
Central Europe and the Baltics,CEB,Population total,SP.POP.TOTL,102647939,102337501,102074201,101864274,101215763,100205732,100071871,100175859,100050066
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1321565597216.69,1467505238696.8,1658215183813.33,1686042070714.23,1679770251031.92,1927940096544.03,1956274288914.43,2273945434904.28,2455559190577.36
Early-demographic dividend,EAR,Population total,SP.POP.TOTL,3233033717,3274060446,3314245247,3355014793,3396051187,3432026092,3470644834,3511607650,3552278604
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,10571969587055.3,11475929617611.4,11652111473280.5,11887904124496.5,11039712538107.1,12923331307987.7,14274765147164.7,15177810163172.8,16091207060823.4
East Asia & Pacific,EAS,Population total,SP.POP.TOTL,2317076058,2333475520,2347576325,2359771090,2369438682,2375144416,2379648196,2384479340,2388378491
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,23005487018716.5,24563743482148.7,26749413596913.5,27322078215458.3,27474338351594.1,31548481959790.6,31135994741903.4,31279384293039.7,31882663454356.9
East Asia & Pacific (excluding high income),EAP,Population total,SP.POP.TOTL,2071486140,2087238522,2100698838,2112289891,2121866294,2128553744,2133560408,2137527754,2141122258
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,13844122755580.7,15115625538820.6,16902106236749.5,17503362758566.8,17805361735240.4,21231549654292.7,21563623056097.7,21644107579563.1,22260874526758.1
East Asia & Pacific (IDA & IBRD countries),TEA,Population total,SP.POP.TOTL,2045816761,2061449949,2074796982,2086281644,2095759417,2102350702,2107261123,2111139152,2114653077
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,13827143891946.3,15097049793765.4,16881313468532,17481802738366.4,17783399412496.6,21205315189717.1,21536968352300,21617377390319.4,22233410782170.8
Euro area,EMU,Population total,SP.POP.TOTL,344132977,344810179,345864630,346496601,346986142,347207191,348700885,350292725,351125804
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,12124585812257.6,12839881576243.5,13868034531052.8,13587001830079.4,13266853301191.7,14918539971043.3,14452407617089.9,15787238118091.4,16406126934435.8
Europe & Central Asia,ECS,Population total,SP.POP.TOTL,911765648,915290996,918947897,922218554,923973838,924702975,925061269,925640799,928465742
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,20511787410869.2,21766184431710.6,23306977599232,23032792622187.5,22287615625568.5,25513859723979.1,25700849227224.2,27617157896730.2,29146936906252.2
Europe & Central Asia (excluding high income),ECA,Population total,SP.POP.TOTL,242410814,244533821,246659127,248863066,250660609,252189631,250840400,249053262,250485944
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1449055610153.63,1494762564964.78,1468176796062.36,1498314108819.45,1437141951950.75,1670340539745.28,1817993344339.27,2134737666916.84,2421839057172.22
Europe & Central Asia (IDA & IBRD countries),TEC,Population total,SP.POP.TOTL,456099634,458235497,460205526,462219596,463151657,463426293,461268322,458932506,459954508
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,3490976596937.19,3922819871997.88,4091510597189.56,4175891551192.92,3916679848494.7,4628696552014.54,5263275218883.39,5556261013139.78,6097876994310.88
European Union,EUU,Population total,SP.POP.TOTL,444676652,445321060,446329890,446910453,446870959,446227358,447703403,449425965,450185396
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,13990609868691.7,14870146541628.4,16092154353714.7,15809298345792.2,15505708717748.9,17498522970845.2,16996087955139.8,18602672971721.6,19423319451330.3
Fragile and conflict affected situations,FCS,Population total,SP.POP.TOTL,912614026,933013886,953648681,974824119,996691241,1018693077,1038158122,1058715836,1083294896
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1496419783637.22,1596331256583.99,1743486499947.23,1850715484889.64,1684325379797.98,1796817600782.91,1976548078585.54,1886483505528.77,1831822327104.31
Heavily indebted poor countries (HIPC),HPC,Population total,SP.POP.TOTL,756895035,779389964,802020674,824649053,847743308,870930036,893906294,917304254,941413026
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,681582492494.931,732428236460.128,783851617853.698,811925263665.522,820678273818.935,914476428986.119,993480176910.217,1076157234418.79,1197816907955.81
High income,HIC,Population total,SP.POP.TOTL,1374284415,1380319892,1385103279,1389779202,1393490142,1391839631,1398530204,1408764584,1417871275
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,50925145050903.7,53532832551203.6,56899748048245.3,57469453150147.4,56044969561614.3,62927771341457.9,65248657227968.5,68618756866831.9,71522995943824.2
IBRD only,IBD,Population total,SP.POP.TOTL,4721753602,4765998583,4807240463,4845361414,4878606096,4905534420,4928522353,4952554878,4979720059
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,26257498466233.4,28980670807432.3,30908093008396.4,31581844372017.2,30426310945474.6,36134729389995.2,38173342857338.4,39445795860390.1,41102217227752.3
IDA & IBRD total,IBT,Population total,SP.POP.TOTL,6360340293,6440236993,6518316997,6594502842,6666779721,6732972939,6795050443,6858864199,6926456321
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,28416081615148.4,31255536982771.3,33320472281473.6,34090818723703,32884865747902.1,38810576219568.7,41067771533155.6,42266419240093.9,43993256154967.7
IDA blend,IDB,Population total,SP.POP.TOTL,578463670,590024074,601951913,614017319,626440308,639196319,651895919,664395892,676957651
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1035753092023.26,1064742116157.94,1125300769098.02,1153206654635.47,1087140198997.65,1187113707176.67,1279359771603.06,1149351628081.53,1060004843955.22
IDA only,IDX,Population total,SP.POP.TOTL,1060123021,1084214336,1109124621,1135124109,1161733317,1188242200,1214632171,1241913429,1269778611
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1121857668354.92,1210063604874.31,1287143768703.4,1355420093222.75,1370690171731.28,1490169458827.91,1615949723957.34,1673784986038.41,1834104992046.61
IDA total,IDA,Population total,SP.POP.TOTL,1638586691,1674238410,1711076534,1749141428,1788173625,1827438519,1866528090,1906309321,1946736262
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,2157610760378.18,2274805721032.25,2412444537801.42,2508626747858.23,2457830370728.94,2677283166004.58,2895309495560.39,2823136614119.93,2894109836001.83
Late-demographic dividend,LTE,Population total,SP.POP.TOTL,2271028438,2286095306,2298652685,2309164437,2316461820,2320449542,2324125644,2326636900,2328890789
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,18828510013671.3,20875187048422.1,22893811867077.4,23350735596984.1,22862413053120.2,27277869480236.8,28540512833862.8,28903171309924.7,29910723278948.7
Latin America & Caribbean,LCN,Population total,SP.POP.TOTL,624737786,630414986,635778081,640962372,645497651,649234493,653104795,657617663,662185950
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,5285691145303.57,5868341566243.68,5742372094087.7,5659843769808.14,4805921371470.46,5581814290255.75,6345587523480.55,7127804705256.23,7313631690222.71
Latin America & Caribbean (excluding high income),LAC,Population total,SP.POP.TOTL,556440282,561957179,567711159,573311679,578091505,581884231,585648822,589889543,594158638
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,4438012803116.89,4951480879885.32,4807492365803.41,4739266496719.49,3984427319010.97,4629099312241.86,5325687016147.01,5997364907507.01,6146374383733.38
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population total,SP.POP.TOTL,609017063,614776664,620274430,625467307,630051021,633862610,637837815,642397939,647003746
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,5055941096844.8,5633597128103.88,5505396811018.94,5413386525184.87,4561756343150.42,5313306131137.49,6048473378741.76,6804996162368.3,6977493595927.05
Least developed countries: UN classification,LDC,Population total,SP.POP.TOTL,985414939,1008993468,1033110314,1058013514,1083636132,1109175268,1134585604,1160824674,1187777591
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,949887329005.813,1039596262297.48,1107881528995.12,1168244060712.21,1179759976006.93,1288339633534.37,1445223560465.28,1455944373211.98,1574172751665.07
Low & middle income,LMY,Population total,SP.POP.TOTL,6017298320,6094196886,6169917356,6243849229,6314223170,6378645843,6438272260,6499219471,6563719861
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,25692480250515.9,28077899127097.7,29904746273220.2,30622477245854.4,29667488251107.8,34992770913888.4,36712853300728.6,37824423052000.7,39216943108499.1
Low income,LIC,Population total,SP.POP.TOTL,501149314,514890519,529522043,544980983,560643073,576076618,591481496,607774703,624608098
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,316109880599.631,327200283964.05,342687284249.884,356930361600.33,340851227778.848,370630013362.636,427939606203.123,423723013875.631,466541517790.093
Lower middle income,LMC,Population total,SP.POP.TOTL,2806590212,2847931114,2888561818,2928617292,2968398856,3006243027,3043358377,3082002881,3120983658
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,5312048001895.33,5751392726255.86,6004619221945.02,6308107724476.6,6110254911277.35,6921716347320.78,7377558874199.93,7530591347605.22,7857490239272.01
Middle East North Africa Afghanistan & Pakistan,MEA,Population total,SP.POP.TOTL,707023525,718887744,730362334,742714463,756405281,767578451,782349366,797801454,813118814
Middle East North Africa Afghanistan & Pakistan,MEA,GDP (current US$),NY.GDP.MKTP.CD,3592203183221.5,3761433694224.74,4023974471234.97,3989483215533.71,3561019804742.77,4279459402701.19,4994047685350.32,4837112081492.74,5025772564328.3
Middle East North Africa Afghanistan & Pakistan (excluding high income),MNA,Population total,SP.POP.TOTL,645837915,656767614,668447432,680490997,692532027,704458802,716508657,729077445,741690916
Middle East North Africa Afghanistan & Pakistan (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1829549360447.27,1857189378336.06,1864852275838.18,1819885021237.61,1649213376516.37,1915797738870.79,2132297995335.66,2039526572152.72,2153572215659.73
Middle East North Africa Afghanistan & Pakistan (IDA & IBRD),TMN,Population total,SP.POP.TOTL,641470827,652312809,663878345,675805691,687728758,699536053,711465045,723911670,736401764
Middle East North Africa Afghanistan & Pakistan (IDA & IBRD),TMN,GDP (current US$),NY.GDP.MKTP.CD,1814143960447.27,1841061378336.06,1848575675838.18,1802751521237.61,1633681676516.37,1897688738870.79,2113132495335.66,2021678672152.72,2139861115659.73
Middle income,MIC,Population total,SP.POP.TOTL,5516149006,5579306367,5640395313,5698868246,5753580097,5802569225,5846790764,5891444768,5939111763
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,25375550658298.8,27748887095153.8,29559838322315.3,30263574824888.8,29324478257136.1,34618128912439.9,36282529025324.2,37397441616315.6,38748293620690.4
North America,NAC,Population total,SP.POP.TOTL,360527592,363217262,365666028,367908829,369670740,370404272,373018004,376954413,381464223
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,20339807652907.4,21268509960244.1,22389071169783,23291130648672.5,23016677094000.2,25710839785423.2,28205178461134.3,29902627912064.3,31435123430970.3
Not classified,INX,Population total,SP.POP.TOTL,..,..,..,..,..,..,..,..,..
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..
OECD members,OED,Population total,SP.POP.TOTL,1340142055,1348127258,1356470975,1364155119,1369327995,1371811773,1379097485,1388472514,1396914190
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,48561385930398.5,50713666639143.2,53633758340295.1,54181531589081.7,52999808975237.4,59193139223744.6,60744315658542.2,64803502836722.8,67687054565878.2
Other small states,OSS,Population total,SP.POP.TOTL,11851918,11989367,12135267,12281907,12417333,12541889,12699005,12842214,12969162
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,127726590445.995,142823050906.058,157519922450.079,158082460872.925,145642308336.75,171465890505.668,181571679219.508,194578375098.132,205790426259.972
Pacific island small states,PSS,Population total,SP.POP.TOTL,2477794,2509999,2542009,2568656,2595522,2625493,2656049,2689224,2722467
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,9548954059.89869,10283449682.5604,10792820189.4419,10712120596.8045,9515415337.73428,9581825673.82542,10328388317.1998,11168877227.3837,11977251413.7163
Post-demographic dividend,PST,Population total,SP.POP.TOTL,1102966925,1107161559,1111377470,1114907717,1117025276,1116609473,1117926537,1121892872,1128430188
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,45785380106162.1,47756402426662.6,50599156664416.6,51135209515081.4,50140341964133.7,55855082520061,57128680173110.1,60538844740701.7,63040640005163.5
Pre-demographic dividend,PRE,Population total,SP.POP.TOTL,895239872,920568701,946317177,972302503,998624261,1024960313,1051201551,1078224044,1105951788
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1170247569850.28,1222291962819.7,1362634002287.22,1435723143391.13,1318892160079.38,1447970750253.63,1658497791360.45,1527124866810.94,1426898998276.72
